subject,format,run,trial_nr,n1,n2,choice,rt,accuracy,correct,isi
1,non-symbolic,1,1,7,10,True,775,1,-1,8.033000000000003
1,non-symbolic,1,2,5,14,False,892,0,-1,8.532000000000002
1,non-symbolic,1,3,7,14,True,611,1,-1,6.532999999999997
1,non-symbolic,1,4,7,10,True,660,1,-1,7.033000000000006
1,non-symbolic,1,5,5,10,True,830,1,-1,9.033
1,non-symbolic,1,6,28,10,False,687,1,1,7.532000000000005
1,non-symbolic,1,7,28,20,True,1274,0,1,6.033000000000005
1,non-symbolic,1,8,7,5,False,576,1,1,6.033000000000006
1,non-symbolic,1,9,20,19,True,890,0,1,9.033000000000001
1,non-symbolic,1,10,10,5,False,472,1,1,8.532000000000005
1,non-symbolic,1,11,20,57,True,790,1,-1,7.033
1,non-symbolic,1,12,14,7,False,415,1,1,6.532999999999991
1,non-symbolic,1,13,28,14,False,550,1,1,8.03300000000001
1,non-symbolic,1,14,14,28,True,1075,1,-1,7.531999999999981
1,non-symbolic,1,15,10,14,True,1100,1,-1,7.032000000000005
1,non-symbolic,1,16,28,27,True,860,0,1,9.032000000000005
1,non-symbolic,1,17,7,10,True,566,1,-1,8.531999999999996
1,non-symbolic,1,18,20,7,False,396,1,1,6.03200000000001
1,non-symbolic,1,19,28,40,True,618,1,-1,8.031999999999977
1,non-symbolic,1,20,5,14,True,487,1,-1,6.532999999999963
1,non-symbolic,1,21,5,3,False,643,1,1,7.533000000000044
1,non-symbolic,1,22,5,3,False,488,1,1,8.532000000000034
1,non-symbolic,1,23,20,10,False,698,1,1,6.532
1,non-symbolic,1,24,14,40,True,629,1,-1,9.032000000000034
1,non-symbolic,1,25,20,14,False,776,1,1,7.0329999999999675
1,non-symbolic,1,26,20,10,False,625,1,1,8.033000000000001
1,non-symbolic,1,27,10,28,True,560,1,-1,7.532999999999982
1,non-symbolic,1,28,14,13,False,1016,1,1,6.031999999999991
1,non-symbolic,1,29,10,14,True,1169,1,-1,7.032999999999968
1,non-symbolic,1,30,7,6,False,782,1,1,7.532000000000011
1,non-symbolic,1,31,14,40,True,809,1,-1,8.531999999999968
1,non-symbolic,1,32,10,7,False,497,1,1,8.033000000000015
1,non-symbolic,1,33,28,56,True,707,1,-1,9.032000000000025
1,non-symbolic,1,34,5,3,False,912,1,1,6.531999999999977
1,non-symbolic,1,35,14,10,False,903,1,1,6.0320000000001235
1,non-symbolic,1,36,10,5,False,518,1,1,8.532999999999934
1,non-symbolic,2,37,28,10,False,552,1,1,6.531999999999997
1,non-symbolic,2,38,7,6,False,1169,1,1,8.033
1,non-symbolic,2,39,14,5,False,559,1,1,9.032
1,non-symbolic,2,40,7,10,True,664,1,-1,8.531999999999996
1,non-symbolic,2,41,28,14,False,982,1,1,7.532000000000007
1,non-symbolic,2,42,14,28,True,468,1,-1,7.032000000000014
1,non-symbolic,2,43,20,28,True,584,1,-1,6.032
1,non-symbolic,2,44,10,5,False,570,1,1,8.531999999999977
1,non-symbolic,2,45,7,6,False,1267,1,1,7.53200000000002
1,non-symbolic,2,46,14,7,False,976,1,1,8.032
1,non-symbolic,2,47,5,10,True,530,1,-1,6.532000000000011
1,non-symbolic,2,48,10,4,False,458,1,1,7.032999999999996
1,non-symbolic,2,49,7,20,True,573,1,-1,6.033000000000011
1,non-symbolic,2,50,20,40,True,1236,1,-1,9.033000000000005
1,non-symbolic,2,51,5,2,False,465,1,1,7.0329999999999915
1,non-symbolic,2,52,28,14,False,1042,1,1,6.033
1,non-symbolic,2,53,14,13,True,1150,0,1,8.531999999999996
1,non-symbolic,2,54,28,20,False,813,1,1,7.532999999999953
1,non-symbolic,2,55,10,20,True,754,1,-1,6.533999999999987
1,non-symbolic,2,56,28,40,True,980,1,-1,8.032
1,non-symbolic,2,57,5,3,False,955,1,1,9.031999999999988
1,non-symbolic,2,58,10,7,False,910,1,1,6.032000000000002
1,non-symbolic,2,59,28,27,True,883,0,1,8.53200000000001
1,non-symbolic,2,60,14,5,False,414,1,1,6.533000000000024
1,non-symbolic,2,61,10,14,True,1054,1,-1,9.03300000000001
1,non-symbolic,2,62,5,4,False,853,1,1,7.531999999999977
1,non-symbolic,2,63,7,10,True,524,1,-1,7.032000000000006
1,non-symbolic,2,64,5,2,False,499,1,1,8.031999999999963
1,non-symbolic,2,65,20,19,False,1144,1,1,6.532999999999991
1,non-symbolic,2,66,20,57,True,632,1,-1,6.031999999999977
1,non-symbolic,2,67,5,14,True,634,1,-1,7.032000000000029
1,non-symbolic,2,68,20,7,False,450,1,1,8.532
1,non-symbolic,2,69,20,57,True,637,1,-1,8.032000000000034
1,non-symbolic,2,70,14,10,False,693,1,1,9.03200000000001
1,non-symbolic,2,71,7,6,False,1121,1,1,7.532999999999987
1,non-symbolic,2,72,10,28,True,551,1,-1,7.532000000000024
1,non-symbolic,3,73,10,5,False,557,1,1,9.032999999999996
1,non-symbolic,3,74,28,27,False,1061,1,1,8.533000000000005
1,non-symbolic,3,75,10,5,False,432,1,1,7.033000000000004
1,non-symbolic,3,76,28,79,True,542,1,-1,6.532
1,non-symbolic,3,77,14,5,False,535,1,1,6.031999999999993
1,non-symbolic,3,78,20,19,False,676,1,1,7.533000000000015
1,non-symbolic,3,79,20,10,False,910,1,1,8.033000000000005
1,non-symbolic,3,80,28,40,True,365,1,-1,7.531999999999991
1,non-symbolic,3,81,5,14,True,632,1,-1,8.53200000000002
1,non-symbolic,3,82,14,28,True,809,1,-1,6.032000000000015
1,non-symbolic,3,83,5,2,False,582,1,1,8.03200000000001
1,non-symbolic,3,84,10,14,True,610,1,-1,9.031999999999991
1,non-symbolic,3,85,5,4,False,660,1,1,6.5319999999999965
1,non-symbolic,3,86,20,14,False,1212,1,1,7.03200000000002
1,non-symbolic,3,87,7,20,True,344,1,-1,6.032999999999987
1,non-symbolic,3,88,20,19,False,1386,1,1,6.5330000000000386
1,non-symbolic,3,89,14,20,True,1222,1,-1,7.032
1,non-symbolic,3,90,5,4,False,576,1,1,9.031999999999977
1,non-symbolic,3,91,7,14,True,802,1,-1,8.532000000000044
1,non-symbolic,3,92,20,7,False,500,1,1,7.532999999999976
1,non-symbolic,3,93,7,10,True,436,1,-1,8.03200000000002
1,non-symbolic,3,94,28,40,True,612,1,-1,6.532999999999986
1,non-symbolic,3,95,10,4,False,644,1,1,9.031999999999991
1,non-symbolic,3,96,28,79,True,531,1,-1,7.033
1,non-symbolic,3,97,7,20,True,590,1,-1,7.532000000000029
1,non-symbolic,3,98,7,5,False,1398,1,1,8.53300000000003
1,non-symbolic,3,99,5,4,False,879,1,1,6.032999999999963
1,non-symbolic,3,100,7,20,True,585,1,-1,8.031999999999954
1,non-symbolic,3,101,14,7,False,782,1,1,6.532000000000024
1,non-symbolic,3,102,20,19,True,814,0,1,8.032
1,non-symbolic,3,103,5,7,True,645,1,-1,8.53200000000001
1,non-symbolic,3,104,10,9,False,1099,1,1,9.03300000000001
1,non-symbolic,3,105,14,10,True,1152,0,1,6.032999999999953
1,non-symbolic,3,106,10,4,False,801,1,1,7.031000000000015
1,non-symbolic,3,107,28,40,True,760,1,-1,7.532000000000024
1,non-symbolic,3,108,14,7,False,686,1,1,6.031999999999967
1,non-symbolic,4,109,7,10,True,509,1,-1,9.031999999999996
1,non-symbolic,4,110,28,20,False,990,1,1,8.033000000000001
1,non-symbolic,4,111,5,3,False,645,1,1,6.0319999999999965
1,non-symbolic,4,112,5,7,True,331,1,-1,7.033000000000001
1,non-symbolic,4,113,7,10,True,668,1,-1,6.53199999999998
1,non-symbolic,4,114,5,10,True,524,1,-1,8.53200000000001
1,non-symbolic,4,115,10,5,False,449,1,1,7.532000000000011
1,non-symbolic,4,116,20,28,True,1103,1,-1,6.03200000000002
1,non-symbolic,4,117,10,5,False,454,1,1,7.0319999999999965
1,non-symbolic,4,118,28,10,False,497,1,1,8.531999999999996
1,non-symbolic,4,119,14,28,True,790,1,-1,7.531999999999981
1,non-symbolic,4,120,14,15,True,1151,1,-1,8.032999999999992
1,non-symbolic,4,121,28,20,False,578,1,1,6.531999999999996
1,non-symbolic,4,122,7,5,False,1732,1,1,9.031999999999977
1,non-symbolic,4,123,14,15,True,1224,1,-1,6.531999999999996
1,non-symbolic,4,124,14,20,True,865,1,-1,8.532
1,non-symbolic,4,125,10,11,True,1493,1,-1,7.533
1,non-symbolic,4,126,20,21,True,1432,1,-1,8.033000000000058
1,non-symbolic,4,127,28,79,True,795,1,-1,7.032
1,non-symbolic,4,128,10,5,False,408,1,1,6.031999999999967
1,non-symbolic,4,129,7,2,False,558,1,1,9.032
1,non-symbolic,4,130,14,15,True,504,1,-1,7.533
1,non-symbolic,4,131,5,2,False,539,1,1,7.031999999999987
1,non-symbolic,4,132,28,56,True,795,1,-1,6.031999999999953
1,non-symbolic,4,133,20,21,False,908,0,-1,9.033000000000033
1,non-symbolic,4,134,5,6,True,1499,1,-1,6.532000000000006
1,non-symbolic,4,135,20,57,True,884,1,-1,8.531999999999991
1,non-symbolic,4,136,20,40,True,1415,1,-1,8.032
1,non-symbolic,4,137,20,21,False,1552,0,-1,8.031999999999977
1,non-symbolic,4,138,5,6,True,1099,1,-1,8.532000000000034
1,non-symbolic,4,139,7,2,False,595,1,1,7.0319999999999965
1,non-symbolic,4,140,10,5,False,557,1,1,9.032999999999976
1,non-symbolic,4,141,28,56,True,488,1,-1,6.533000000000067
1,non-symbolic,4,142,10,20,True,878,1,-1,7.532999999999911
1,non-symbolic,4,143,14,15,False,1425,0,-1,6.031999999999991
1,non-symbolic,4,144,7,5,False,874,1,1,6.031999999999869
1,non-symbolic,5,145,7,2,False,585,1,1,6.032
1,non-symbolic,5,146,10,4,False,329,1,1,9.032000000000005
1,non-symbolic,5,147,7,2,False,440,1,1,8.031999999999988
1,non-symbolic,5,148,10,20,True,521,1,-1,6.533000000000003
1,non-symbolic,5,149,20,40,True,791,1,-1,7.032999999999996
1,non-symbolic,5,150,10,9,False,1192,1,1,7.532000000000006
1,non-symbolic,5,151,7,6,False,1260,1,1,8.531999999999988
1,non-symbolic,5,152,14,28,True,506,1,-1,8.031999999999991
1,non-symbolic,5,153,7,2,False,385,1,1,6.533000000000001
1,non-symbolic,5,154,20,28,True,742,1,-1,8.53300000000001
1,non-symbolic,5,155,14,40,True,436,1,-1,7.032999999999976
1,non-symbolic,5,156,5,14,True,401,1,-1,7.532000000000002
1,non-symbolic,5,157,7,4,False,808,1,1,9.03200000000002
1,non-symbolic,5,158,7,6,False,2139,1,1,6.032999999999996
1,non-symbolic,5,159,14,10,False,964,1,1,6.531999999999991
1,non-symbolic,5,160,5,3,False,340,1,1,7.534000000000006
1,non-symbolic,5,161,28,10,False,331,1,1,7.03200000000001
1,non-symbolic,5,162,20,28,True,1020,1,-1,8.031999999999986
1,non-symbolic,5,163,28,20,False,778,1,1,6.033000000000024
1,non-symbolic,5,164,10,14,False,1290,0,-1,8.532000000000025
1,non-symbolic,5,165,5,4,False,565,1,1,9.032
1,non-symbolic,5,166,5,4,False,1550,1,1,8.531999999999977
1,non-symbolic,5,167,20,57,True,443,1,-1,7.031999999999967
1,non-symbolic,5,168,14,13,False,668,1,1,6.531999999999977
1,non-symbolic,5,169,20,28,True,1691,1,-1,8.03300000000001
1,non-symbolic,5,170,28,56,True,460,1,-1,9.033999999999986
1,non-symbolic,5,171,28,10,False,331,1,1,6.031999999999991
1,non-symbolic,5,172,10,7,False,762,1,1,7.533000000000024
1,non-symbolic,5,173,14,5,False,475,1,1,9.03300000000001
1,non-symbolic,5,174,10,7,False,947,1,1,7.532999999999991
1,non-symbolic,5,175,14,20,True,1190,1,-1,8.53200000000001
1,non-symbolic,5,176,28,14,False,662,1,1,7.032000000000034
1,non-symbolic,5,177,28,27,False,1155,1,1,8.032000000000025
1,non-symbolic,5,178,5,2,False,360,1,1,6.032000000000035
1,non-symbolic,5,179,20,28,True,925,1,-1,6.531999999999953
1,non-symbolic,5,180,5,4,False,903,1,1,6.531999999999931
1,non-symbolic,6,181,28,20,False,815,1,1,6.031999999999996
1,non-symbolic,6,182,14,10,False,932,1,1,8.531999999999996
1,non-symbolic,6,183,5,3,False,508,1,1,6.532000000000005
1,non-symbolic,6,184,10,28,True,598,1,-1,7.532000000000003
1,non-symbolic,6,185,5,14,True,856,1,-1,9.032999999999996
1,non-symbolic,6,186,10,11,True,1265,1,-1,7.03300000000001
1,non-symbolic,6,187,28,40,True,1098,1,-1,8.032000000000005
1,non-symbolic,6,188,7,20,True,624,1,-1,7.533
1,non-symbolic,6,189,10,5,False,671,1,1,8.031999999999991
1,non-symbolic,6,190,7,4,False,481,1,1,9.032000000000014
1,non-symbolic,6,191,20,40,True,649,1,-1,6.531999999999967
1,non-symbolic,6,192,5,2,False,616,1,1,8.532999999999987
1,non-symbolic,6,193,14,7,False,402,1,1,7.031999999999987
1,non-symbolic,6,194,7,2,False,358,1,1,6.032000000000006
1,non-symbolic,6,195,7,14,True,618,1,-1,9.032999999999987
1,non-symbolic,6,196,5,7,True,557,1,-1,8.533000000000039
1,non-symbolic,6,197,7,8,True,1342,1,-1,6.0329999999999675
1,non-symbolic,6,198,20,40,True,648,1,-1,7.032
1,non-symbolic,6,199,14,7,False,999,1,1,6.531999999999977
1,non-symbolic,6,200,14,7,False,362,1,1,7.533
1,non-symbolic,6,201,20,14,False,634,1,1,8.032000000000025
1,non-symbolic,6,202,10,20,True,934,1,-1,7.532000000000014
1,non-symbolic,6,203,14,20,True,1464,1,-1,9.031999999999957
1,non-symbolic,6,204,10,14,True,483,1,-1,8.032000000000005
1,non-symbolic,6,205,28,20,False,1198,1,1,6.53200000000002
1,non-symbolic,6,206,20,21,True,1425,1,-1,7.03200000000001
1,non-symbolic,6,207,5,6,True,989,1,-1,6.0320000000000205
1,non-symbolic,6,208,28,10,False,585,1,1,8.531999999999954
1,non-symbolic,6,209,5,14,True,1002,1,-1,6.532000000000014
1,non-symbolic,6,210,20,14,True,1644,0,1,8.033000000000001
1,non-symbolic,6,211,7,14,True,1347,1,-1,6.032
1,non-symbolic,6,212,28,10,False,783,1,1,9.033000000000033
1,non-symbolic,6,213,10,4,False,424,1,1,7.531999999999991
1,non-symbolic,6,214,14,40,True,749,1,-1,7.033000000000033
1,non-symbolic,6,215,28,40,True,1179,1,-1,8.532
1,non-symbolic,6,216,20,14,True,1653,0,1,6.031999999999953
2,non-symbolic,1,1,14,28,True,1692,1,-1,9.032999999999996
2,non-symbolic,1,2,14,7,False,711,1,1,7.0319999999999885
2,non-symbolic,1,3,14,20,True,957,1,-1,8.033000000000005
2,non-symbolic,1,4,5,3,False,419,1,1,7.531999999999998
2,non-symbolic,1,5,7,10,True,477,1,-1,8.532000000000014
2,non-symbolic,1,6,20,21,False,1415,0,-1,6.53300000000001
2,non-symbolic,1,7,10,14,True,864,1,-1,6.032
2,non-symbolic,1,8,5,3,False,769,1,1,9.03200000000001
2,non-symbolic,1,9,5,6,True,1094,1,-1,6.532999999999996
2,non-symbolic,1,10,10,28,True,104,1,-1,6.0329999999999915
2,non-symbolic,1,11,20,28,True,679,1,-1,7.532000000000005
2,non-symbolic,1,12,7,4,False,651,1,1,8.532999999999992
2,non-symbolic,1,13,7,10,True,723,1,-1,8.032999999999996
2,non-symbolic,1,14,28,14,False,519,1,1,7.031999999999981
2,non-symbolic,1,15,20,10,False,212,1,1,8.032000000000034
2,non-symbolic,1,16,28,10,False,577,1,1,6.031999999999977
2,non-symbolic,1,17,7,2,False,463,1,1,6.532000000000016
2,non-symbolic,1,18,28,14,False,307,1,1,7.533
2,non-symbolic,1,19,14,7,False,179,1,1,9.032
2,non-symbolic,1,20,5,3,False,34,1,1,7.0330000000000155
2,non-symbolic,1,21,10,28,True,718,1,-1,8.531999999999991
2,non-symbolic,1,22,7,4,False,326,1,1,6.032999999999987
2,non-symbolic,1,23,28,79,True,163,1,-1,6.532999999999996
2,non-symbolic,1,24,20,28,True,1078,1,-1,7.034000000000034
2,non-symbolic,1,25,5,6,True,1059,1,-1,8.532000000000025
2,non-symbolic,1,26,14,7,False,403,1,1,8.031999999999957
2,non-symbolic,1,27,7,2,False,598,1,1,7.533000000000021
2,non-symbolic,1,28,20,28,True,718,1,-1,9.032
2,non-symbolic,1,29,14,10,False,376,1,1,6.532999999999953
2,non-symbolic,1,30,28,14,False,220,1,1,7.531999999999977
2,non-symbolic,1,31,10,14,True,637,1,-1,9.032000000000002
2,non-symbolic,1,32,10,20,True,669,1,-1,8.031
2,non-symbolic,1,33,5,6,True,1704,1,-1,7.031999999999945
2,non-symbolic,1,34,28,20,False,325,1,1,6.033000000000033
2,non-symbolic,1,35,20,28,True,529,1,-1,8.533000000000158
2,non-symbolic,1,36,10,28,True,568,1,-1,8.53400000000001
2,non-symbolic,2,37,14,13,False,322,1,1,6.533
2,non-symbolic,2,38,10,5,False,491,1,1,9.032
2,non-symbolic,2,39,20,10,False,278,1,1,7.532999999999994
2,non-symbolic,2,40,28,10,False,254,1,1,6.033
2,non-symbolic,2,41,28,14,False,2255,1,1,8.033000000000001
2,non-symbolic,2,42,5,10,True,385,1,-1,7.0319999999999965
2,non-symbolic,2,43,5,4,False,908,1,1,8.532000000000002
2,non-symbolic,2,44,14,7,False,138,1,1,7.532999999999996
2,non-symbolic,2,45,14,13,False,794,1,1,9.032999999999996
2,non-symbolic,2,46,28,27,True,832,0,1,6.03300000000001
2,non-symbolic,2,47,28,56,True,478,1,-1,7.03300000000001
2,non-symbolic,2,48,14,40,True,225,1,-1,6.533000000000019
2,non-symbolic,2,49,10,28,True,491,1,-1,8.533000000000015
2,non-symbolic,2,50,10,5,False,587,1,1,8.033000000000024
2,non-symbolic,2,51,7,2,False,658,1,1,7.0319999999999965
2,non-symbolic,2,52,7,10,True,882,1,-1,9.032000000000005
2,non-symbolic,2,53,7,10,True,564,1,-1,7.531999999999935
2,non-symbolic,2,54,5,2,False,69,1,1,8.03300000000002
2,non-symbolic,2,55,20,28,False,411,0,-1,8.531999999999991
2,non-symbolic,2,56,28,10,False,254,1,1,6.03200000000001
2,non-symbolic,2,57,10,20,True,311,1,-1,6.534000000000019
2,non-symbolic,2,58,7,5,False,338,1,1,6.031999999999968
2,non-symbolic,2,59,20,10,True,310,0,1,8.032
2,non-symbolic,2,60,5,7,True,815,1,-1,7.033000000000006
2,non-symbolic,2,61,20,14,False,584,1,1,9.032999999999967
2,non-symbolic,2,62,14,7,False,520,1,1,7.532000000000048
2,non-symbolic,2,63,5,10,True,589,1,-1,6.532000000000006
2,non-symbolic,2,64,7,14,True,548,1,-1,8.532999999999982
2,non-symbolic,2,65,5,4,False,619,1,1,7.032000000000001
2,non-symbolic,2,66,20,14,False,323,1,1,7.534000000000029
2,non-symbolic,2,67,7,10,True,445,1,-1,6.032000000000035
2,non-symbolic,2,68,14,20,True,315,1,-1,8.532999999999996
2,non-symbolic,2,69,28,40,True,1034,1,-1,8.032999999999987
2,non-symbolic,2,70,10,14,False,401,0,-1,9.033000000000015
2,non-symbolic,2,71,10,14,True,317,1,-1,6.532000000000038
2,non-symbolic,2,72,20,57,True,311,1,-1,8.031999999999977
2,non-symbolic,3,73,20,40,True,335,1,-1,9.032999999999998
2,non-symbolic,3,74,20,7,False,586,1,1,6.033000000000002
2,non-symbolic,3,75,20,28,True,206,1,-1,7.532
2,non-symbolic,3,76,7,2,False,198,1,1,8.033999999999997
2,non-symbolic,3,77,28,10,False,759,1,1,7.032999999999993
2,non-symbolic,3,78,28,79,True,139,1,-1,8.532999999999976
2,non-symbolic,3,79,14,20,False,657,0,-1,6.533
2,non-symbolic,3,80,5,7,True,680,1,-1,7.032999999999987
2,non-symbolic,3,81,28,10,False,923,1,1,7.53300000000001
2,non-symbolic,3,82,14,10,False,212,1,1,6.033999999999991
2,non-symbolic,3,83,14,40,True,50,1,-1,6.531999999999972
2,non-symbolic,3,84,7,10,True,454,1,-1,9.032000000000002
2,non-symbolic,3,85,10,7,False,1017,1,1,8.033000000000005
2,non-symbolic,3,86,14,20,True,145,1,-1,8.532999999999976
2,non-symbolic,3,87,7,10,False,892,0,-1,6.532999999999992
2,non-symbolic,3,88,28,20,False,621,1,1,7.0350000000000055
2,non-symbolic,3,89,14,20,True,291,1,-1,8.032
2,non-symbolic,3,90,20,28,False,466,0,-1,7.532
2,non-symbolic,3,91,10,5,False,630,1,1,6.031999999999991
2,non-symbolic,3,92,10,5,False,322,1,1,9.03200000000001
2,non-symbolic,3,93,10,4,False,251,1,1,8.53299999999999
2,non-symbolic,3,94,14,15,True,409,1,-1,7.033
2,non-symbolic,3,95,28,79,True,565,1,-1,9.031999999999982
2,non-symbolic,3,96,28,40,True,183,1,-1,8.031999999999996
2,non-symbolic,3,97,5,6,True,648,1,-1,6.533000000000035
2,non-symbolic,3,98,20,10,False,865,1,1,6.03199999999992
2,non-symbolic,3,99,5,2,False,564,1,1,8.533000000000106
2,non-symbolic,3,100,5,6,True,1985,1,-1,7.531999999999992
2,non-symbolic,3,101,7,4,False,466,1,1,8.03300000000002
2,non-symbolic,3,102,10,11,True,290,1,-1,6.032999999999976
2,non-symbolic,3,103,7,2,False,304,1,1,6.532000000000001
2,non-symbolic,3,104,5,4,False,796,1,1,7.53300000000001
2,non-symbolic,3,105,10,5,False,400,1,1,7.032000000000081
2,non-symbolic,3,106,20,40,True,351,1,-1,8.532000000000124
2,non-symbolic,3,107,7,8,True,896,1,-1,9.031999999999911
2,non-symbolic,3,108,5,2,False,30,1,1,7.532000000000124
2,non-symbolic,4,109,20,14,False,395,1,1,8.533
2,non-symbolic,4,110,14,5,False,804,1,1,6.032
2,non-symbolic,4,111,7,4,False,682,1,1,6.532000000000006
2,non-symbolic,4,112,14,20,True,244,1,-1,7.532000000000001
2,non-symbolic,4,113,10,5,False,307,1,1,9.032000000000012
2,non-symbolic,4,114,20,21,False,51,0,-1,7.033000000000033
2,non-symbolic,4,115,10,4,False,305,1,1,8.033000000000001
2,non-symbolic,4,116,14,28,True,970,1,-1,8.032000000000005
2,non-symbolic,4,117,20,10,False,269,1,1,6.031999999999991
2,non-symbolic,4,118,7,5,False,861,1,1,6.532000000000001
2,non-symbolic,4,119,7,5,False,840,1,1,7.533000000000001
2,non-symbolic,4,120,7,14,True,329,1,-1,7.031999999999992
2,non-symbolic,4,121,5,3,False,369,1,1,9.031999999999988
2,non-symbolic,4,122,7,20,True,375,1,-1,8.53200000000001
2,non-symbolic,4,123,14,15,False,901,0,-1,8.533000000000001
2,non-symbolic,4,124,28,29,True,481,1,-1,7.534000000000005
2,non-symbolic,4,125,14,28,True,335,1,-1,8.032000000000005
2,non-symbolic,4,126,28,14,False,1383,1,1,6.031999999999977
2,non-symbolic,4,127,5,7,True,220,1,-1,9.03300000000001
2,non-symbolic,4,128,14,5,False,333,1,1,6.532000000000024
2,non-symbolic,4,129,28,14,False,312,1,1,7.033000000000024
2,non-symbolic,4,130,5,2,False,139,1,1,9.032999999999967
2,non-symbolic,4,131,20,28,True,420,1,-1,7.032
2,non-symbolic,4,132,7,5,False,553,1,1,6.532000000000035
2,non-symbolic,4,133,10,5,False,313,1,1,8.533000000000019
2,non-symbolic,4,134,20,21,False,403,0,-1,8.031999999999977
2,non-symbolic,4,135,28,79,True,136,1,-1,6.033000000000033
2,non-symbolic,4,136,10,5,False,386,1,1,7.533
2,non-symbolic,4,137,5,3,False,478,1,1,6.53300000000002
2,non-symbolic,4,138,5,14,True,447,1,-1,7.532999999999878
2,non-symbolic,4,139,10,4,False,368,1,1,7.033000000000024
2,non-symbolic,4,140,5,14,True,248,1,-1,9.032
2,non-symbolic,4,141,28,20,False,366,1,1,6.03300000000001
2,non-symbolic,4,142,28,79,True,269,1,-1,8.53300000000009
2,non-symbolic,4,143,20,10,False,968,1,1,8.031999999999954
2,non-symbolic,4,144,10,5,False,272,1,1,8.532000000000048
2,non-symbolic,5,145,14,10,False,76,1,1,6.033000000000001
2,non-symbolic,5,146,10,5,False,326,1,1,9.033999999999995
2,non-symbolic,5,147,10,7,False,462,1,1,7.534000000000001
2,non-symbolic,5,148,5,4,False,650,1,1,8.532999999999998
2,non-symbolic,5,149,20,14,False,490,1,1,6.532999999999998
2,non-symbolic,5,150,28,56,True,855,1,-1,8.031999999999977
2,non-symbolic,5,151,10,14,False,720,0,-1,7.031999999999977
2,non-symbolic,5,152,7,14,True,413,1,-1,8.532999999999996
2,non-symbolic,5,153,10,5,False,810,1,1,7.531999999999981
2,non-symbolic,5,154,5,2,False,806,1,1,6.032999999999992
2,non-symbolic,5,155,7,2,False,363,1,1,8.03200000000001
2,non-symbolic,5,156,7,2,False,344,1,1,9.03400000000002
2,non-symbolic,5,157,10,4,False,453,1,1,7.032999999999996
2,non-symbolic,5,158,20,40,True,283,1,-1,6.531999999999996
2,non-symbolic,5,159,28,40,True,642,1,-1,7.032
2,non-symbolic,5,160,14,7,False,396,1,1,8.532999999999976
2,non-symbolic,5,161,20,28,True,411,1,-1,9.032000000000014
2,non-symbolic,5,162,28,79,True,221,1,-1,7.531999999999972
2,non-symbolic,5,163,7,4,False,297,1,1,6.532000000000014
2,non-symbolic,5,164,5,4,False,316,1,1,8.032999999999987
2,non-symbolic,5,165,7,5,False,310,1,1,6.033
2,non-symbolic,5,166,14,15,False,1042,0,-1,9.03400000000001
2,non-symbolic,5,167,28,29,True,349,1,-1,7.53300000000002
2,non-symbolic,5,168,10,4,False,512,1,1,8.032999999999982
2,non-symbolic,5,169,5,10,True,237,1,-1,6.533000000000011
2,non-symbolic,5,170,20,10,True,585,0,1,8.53200000000009
2,non-symbolic,5,171,14,20,True,356,1,-1,6.032
2,non-symbolic,5,172,5,3,False,593,1,1,7.032999999999953
2,non-symbolic,5,173,14,28,True,302,1,-1,6.533
2,non-symbolic,5,174,20,21,False,281,0,-1,8.531999999999977
2,non-symbolic,5,175,5,3,False,464,1,1,6.032000000000002
2,non-symbolic,5,176,28,14,False,289,1,1,8.033000000000033
2,non-symbolic,5,177,14,7,False,380,1,1,7.033000000000043
2,non-symbolic,5,178,28,10,False,286,1,1,7.532999999999958
2,non-symbolic,5,179,20,40,True,477,1,-1,9.03400000000001
2,non-symbolic,5,180,7,14,True,1022,1,-1,8.531999999999911
2,non-symbolic,6,181,28,29,False,632,0,-1,6.031999999999997
2,non-symbolic,6,182,10,28,True,199,1,-1,6.533000000000008
2,non-symbolic,6,183,5,6,True,874,1,-1,9.032000000000005
2,non-symbolic,6,184,7,10,True,502,1,-1,7.032999999999998
2,non-symbolic,6,185,5,3,False,557,1,1,8.532000000000005
2,non-symbolic,6,186,28,20,False,594,1,1,7.532000000000001
2,non-symbolic,6,187,10,4,False,139,1,1,8.032000000000014
2,non-symbolic,6,188,10,5,False,581,1,1,7.034000000000019
2,non-symbolic,6,189,5,10,True,719,1,-1,6.533000000000007
2,non-symbolic,6,190,20,21,False,494,0,-1,8.531999999999982
2,non-symbolic,6,191,7,8,True,888,1,-1,7.531999999999987
2,non-symbolic,6,192,7,4,False,463,1,1,6.032999999999973
2,non-symbolic,6,193,14,7,False,338,1,1,8.03200000000002
2,non-symbolic,6,194,14,20,True,436,1,-1,9.03400000000001
2,non-symbolic,6,195,14,15,False,676,0,-1,9.034000000000015
2,non-symbolic,6,196,20,14,False,352,1,1,8.532000000000014
2,non-symbolic,6,197,7,20,True,466,1,-1,7.032000000000011
2,non-symbolic,6,198,20,14,False,586,1,1,6.033000000000043
2,non-symbolic,6,199,28,56,True,262,1,-1,6.531999999999991
2,non-symbolic,6,200,7,8,True,680,1,-1,7.531999999999977
2,non-symbolic,6,201,5,3,False,354,1,1,8.033000000000035
2,non-symbolic,6,202,28,40,True,756,1,-1,6.032
2,non-symbolic,6,203,10,4,False,638,1,1,7.031999999999953
2,non-symbolic,6,204,28,20,False,778,1,1,6.532
2,non-symbolic,6,205,14,15,False,431,0,-1,9.032999999999987
