subject,format,run,trial_nr,n1,n2,choice,rt,accuracy,correct,isi
12,non-symbolic,3,93,10,14,True,195,1,-1,7.03300000000001
12,non-symbolic,3,94,7,10,True,401,1,-1,7.532
12,non-symbolic,3,95,5,6,True,318,1,-1,8.031999999999982
12,non-symbolic,3,96,5,4,False,197,1,1,7.032999999999982
12,non-symbolic,3,97,5,10,True,646,1,-1,9.03300000000003
12,non-symbolic,3,98,7,8,True,340,1,-1,8.532999999999998
12,non-symbolic,3,99,14,7,False,370,1,1,6.53200000000001
12,non-symbolic,3,100,28,29,True,348,1,-1,6.03200000000001
12,non-symbolic,3,101,10,7,False,211,1,1,8.531999999999968
12,non-symbolic,3,102,14,15,True,433,1,-1,7.032000000000024
12,non-symbolic,3,103,20,57,True,238,1,-1,6.5320000000000435
12,non-symbolic,3,104,5,3,False,301,1,1,9.031999999999988
12,non-symbolic,3,105,14,28,True,318,1,-1,7.533999999999977
12,non-symbolic,3,106,14,28,True,214,1,-1,8.033000000000033
12,non-symbolic,3,107,20,10,False,288,1,1,6.032000000000091
12,non-symbolic,3,108,14,7,False,459,1,1,8.03200000000009
12,non-symbolic,4,109,7,14,True,322,1,-1,6.031999999999991
12,non-symbolic,4,110,14,10,False,323,1,1,7.032000000000005
12,non-symbolic,4,111,10,4,False,228,1,1,6.531999999999996
12,non-symbolic,4,112,5,3,False,317,1,1,9.033999999999988
12,non-symbolic,4,113,7,2,False,235,1,1,8.531999999999996
12,non-symbolic,4,114,7,2,False,427,1,1,7.532000000000005
12,non-symbolic,4,115,7,4,False,233,1,1,8.031999999999991
12,non-symbolic,4,116,10,5,False,297,1,1,6.031999999999991
12,non-symbolic,4,117,10,11,True,553,1,-1,6.531999999999996
12,non-symbolic,4,118,7,20,True,658,1,-1,7.532000000000014
12,non-symbolic,4,119,28,10,False,241,1,1,8.031999999999991
12,non-symbolic,4,120,5,2,False,265,1,1,7.0319999999999965
12,non-symbolic,4,121,5,14,True,386,1,-1,8.532000000000016
12,non-symbolic,4,122,7,8,True,417,1,-1,9.033000000000019
12,non-symbolic,4,123,28,29,False,420,0,-1,9.03299999999999
12,non-symbolic,4,124,14,7,False,324,1,1,8.031999999999968
12,non-symbolic,4,125,5,4,False,370,1,1,7.532999999999977
12,non-symbolic,4,126,28,79,True,373,1,-1,8.534000000000049
12,non-symbolic,4,127,14,10,False,265,1,1,6.032999999999986
12,non-symbolic,4,128,20,10,False,330,1,1,7.031999999999991
12,non-symbolic,4,129,20,21,False,289,0,-1,6.534000000000043
12,non-symbolic,4,130,20,10,False,238,1,1,6.032999999999986
12,non-symbolic,4,131,20,14,False,469,1,1,8.533000000000019
12,non-symbolic,4,132,10,14,True,528,1,-1,7.031999999999953
12,non-symbolic,4,133,28,40,True,184,1,-1,6.533999999999977
12,non-symbolic,4,134,5,10,True,122,1,-1,9.032999999999967
12,non-symbolic,4,135,5,3,False,225,1,1,7.5319999999999965
12,non-symbolic,4,136,10,11,True,872,1,-1,8.031999999999986
12,non-symbolic,4,137,20,28,False,395,0,-1,8.031999999999963
12,non-symbolic,4,138,14,15,False,742,0,-1,8.533000000000001
12,non-symbolic,4,139,10,11,True,669,1,-1,7.533999999999996
12,non-symbolic,4,140,20,21,True,446,1,-1,7.032999999999911
12,non-symbolic,4,141,28,56,True,341,1,-1,6.031999999999987
12,non-symbolic,4,142,14,40,True,409,1,-1,9.032999999999905
12,non-symbolic,4,143,14,10,False,385,1,1,6.5329999999999195
12,non-symbolic,4,144,28,10,False,519,1,1,6.532999999999953
12,non-symbolic,5,145,7,2,False,273,1,1,8.533
12,non-symbolic,5,146,28,27,True,661,0,1,7.532000000000003
12,non-symbolic,5,147,5,4,False,190,1,1,9.032000000000004
12,non-symbolic,5,148,5,4,False,234,1,1,7.033
12,non-symbolic,5,149,7,14,True,305,1,-1,6.532
12,non-symbolic,5,150,7,6,False,601,1,1,6.032000000000005
12,non-symbolic,5,151,20,7,False,271,1,1,8.033000000000001
12,non-symbolic,5,152,5,4,False,449,1,1,8.033000000000001
12,non-symbolic,5,153,14,5,False,297,1,1,9.031999999999991
12,non-symbolic,5,154,28,10,False,324,1,1,7.033
12,non-symbolic,5,155,5,14,True,257,1,-1,6.032999999999991
12,non-symbolic,5,156,14,40,True,317,1,-1,8.531999999999996
12,non-symbolic,5,157,20,40,True,332,1,-1,7.532
12,non-symbolic,5,158,14,40,True,263,1,-1,6.532999999999982
12,non-symbolic,5,159,28,40,True,321,1,-1,7.03200000000001
12,non-symbolic,5,160,20,14,False,619,1,1,8.532000000000014
12,non-symbolic,5,161,10,9,False,252,1,1,6.032999999999982
12,non-symbolic,5,162,20,10,False,314,1,1,6.53300000000002
12,non-symbolic,5,163,10,14,False,365,0,-1,9.032999999999987
12,non-symbolic,5,164,28,20,False,619,1,1,7.53200000000001
12,non-symbolic,5,165,28,10,False,355,1,1,8.032999999999987
12,non-symbolic,5,166,28,14,False,262,1,1,7.03300000000001
12,non-symbolic,5,167,5,14,True,68,1,-1,8.534000000000024
12,non-symbolic,5,168,10,4,False,358,1,1,7.532000000000044
12,non-symbolic,5,169,14,28,True,312,1,-1,9.032999999999976
12,non-symbolic,5,170,14,10,False,506,1,1,6.533999999999963
12,non-symbolic,5,171,10,4,False,327,1,1,6.03300000000001
12,non-symbolic,5,172,10,7,False,405,1,1,8.033000000000001
12,non-symbolic,5,173,5,3,False,331,1,1,6.033000000000015
12,non-symbolic,5,174,14,40,True,260,1,-1,8.532000000000043
12,non-symbolic,5,175,20,19,True,598,0,1,6.531999999999987
12,non-symbolic,5,176,10,9,False,643,1,1,7.032
12,non-symbolic,5,177,20,19,False,462,1,1,7.53300000000002
12,non-symbolic,5,178,7,6,False,561,1,1,8.033000000000044
12,non-symbolic,5,179,7,5,False,383,1,1,9.032
12,non-symbolic,5,180,7,6,False,361,1,1,6.034000000000034
12,non-symbolic,6,181,28,56,True,348,1,-1,6.0329999999999995
12,non-symbolic,6,182,28,40,True,219,1,-1,9.032
12,non-symbolic,6,183,14,5,False,322,1,1,7.532999999999999
12,non-symbolic,6,184,5,14,True,743,1,-1,7.033000000000004
12,non-symbolic,6,185,14,28,True,162,1,-1,6.532000000000003
12,non-symbolic,6,186,20,21,True,243,1,-1,8.031999999999996
12,non-symbolic,6,187,7,2,False,338,1,1,8.532999999999987
12,non-symbolic,6,188,28,14,False,190,1,1,9.03200000000001
12,non-symbolic,6,189,10,20,False,1053,0,-1,8.532000000000014
12,non-symbolic,6,190,10,5,False,303,1,1,8.031999999999977
12,non-symbolic,6,191,20,57,True,309,1,-1,7.032000000000005
12,non-symbolic,6,192,10,11,True,691,1,-1,7.533000000000005
12,non-symbolic,6,193,28,40,True,336,1,-1,6.532999999999982
12,non-symbolic,6,194,10,28,True,499,1,-1,6.032000000000005
12,non-symbolic,6,195,20,14,False,283,1,1,8.032000000000005
12,non-symbolic,6,196,28,29,True,418,1,-1,7.532999999999986
12,non-symbolic,6,197,14,20,True,287,1,-1,6.531999999999981
12,non-symbolic,6,198,7,5,False,230,1,1,9.032999999999973
12,non-symbolic,6,199,14,40,True,311,1,-1,7.032000000000005
12,non-symbolic,6,200,20,7,False,402,1,1,6.032999999999963
12,non-symbolic,6,201,14,10,False,495,1,1,8.53200000000002
12,non-symbolic,6,202,20,40,True,249,1,-1,7.53200000000001
12,non-symbolic,6,203,7,10,True,512,1,-1,9.03200000000001
12,non-symbolic,6,204,10,14,True,896,1,-1,6.032999999999976
12,non-symbolic,6,205,5,4,False,595,1,1,8.533000000000044
12,non-symbolic,6,206,20,7,False,289,1,1,8.033000000000044
12,non-symbolic,6,207,5,7,True,268,1,-1,6.534000000000001
12,non-symbolic,6,208,7,5,False,238,1,1,7.031999999999977
12,non-symbolic,6,209,7,10,True,230,1,-1,8.532000000000025
12,non-symbolic,6,210,14,7,False,262,1,1,9.031999999999977
12,non-symbolic,6,211,5,14,True,305,1,-1,7.032999999999986
12,non-symbolic,6,212,5,14,True,306,1,-1,6.032999999999978
12,non-symbolic,6,213,28,29,False,484,0,-1,8.032999999999976
12,non-symbolic,6,214,10,28,True,345,1,-1,7.532
12,non-symbolic,6,215,7,5,False,368,1,1,6.533
12,non-symbolic,6,216,5,4,False,434,1,1,8.032000000000014
13,non-symbolic,1,1,7,5,False,711,1,1,6.534000000000002
13,non-symbolic,1,2,20,28,True,566,1,-1,7.53200000000001
13,non-symbolic,1,3,7,14,False,828,0,-1,7.031999999999992
13,non-symbolic,1,4,14,10,False,625,1,1,8.531999999999986
13,non-symbolic,1,5,7,4,False,512,1,1,6.032999999999996
13,non-symbolic,1,6,14,10,False,428,1,1,8.033000000000015
13,non-symbolic,1,7,14,13,False,678,1,1,9.033000000000005
13,non-symbolic,1,8,5,10,True,498,1,-1,7.532999999999997
13,non-symbolic,1,9,28,20,False,305,1,1,7.031999999999991
13,non-symbolic,1,10,7,4,False,331,1,1,8.032000000000039
13,non-symbolic,1,11,14,7,True,663,0,1,9.031999999999991
13,non-symbolic,1,12,20,10,False,278,1,1,6.5329999999999675
13,non-symbolic,1,13,7,14,True,290,1,-1,8.533999999999997
13,non-symbolic,1,14,5,4,False,490,1,1,6.0320000000000205
13,non-symbolic,1,15,10,4,False,301,1,1,8.032000000000005
13,non-symbolic,1,16,20,7,False,522,1,1,9.031999999999977
13,non-symbolic,1,17,10,28,True,424,1,-1,7.532
13,non-symbolic,1,18,5,14,True,317,1,-1,6.532000000000006
13,non-symbolic,1,19,20,7,False,349,1,1,6.031999999999967
13,non-symbolic,1,20,5,4,False,716,1,1,7.032000000000015
13,non-symbolic,1,21,10,9,False,571,1,1,8.532999999999953
13,non-symbolic,1,22,20,57,True,545,1,-1,6.034000000000043
13,non-symbolic,1,23,5,14,True,512,1,-1,9.031999999999973
13,non-symbolic,1,24,20,14,False,516,1,1,8.03200000000001
13,non-symbolic,1,25,7,10,True,791,1,-1,7.532000000000011
13,non-symbolic,1,26,28,20,False,660,1,1,8.53300000000001
13,non-symbolic,1,27,28,14,False,509,1,1,6.532999999999963
13,non-symbolic,1,28,10,20,True,527,1,-1,7.032000000000034
13,non-symbolic,1,29,5,2,False,474,1,1,7.032999999999978
13,non-symbolic,1,30,28,40,True,605,1,-1,7.531999999999967
13,non-symbolic,1,31,10,7,False,457,1,1,8.532000000000057
13,non-symbolic,1,32,10,14,True,894,1,-1,9.033000000000007
13,non-symbolic,1,33,14,40,True,527,1,-1,8.032000000000025
13,non-symbolic,1,34,28,40,False,612,0,-1,6.032000000000076
13,non-symbolic,1,35,28,14,False,589,1,1,6.53300000000009
13,non-symbolic,1,36,14,10,False,522,1,1,8.531999999999977
13,non-symbolic,2,37,7,2,False,571,1,1,9.031999999999998
13,non-symbolic,2,38,14,20,True,534,1,-1,8.032
13,non-symbolic,2,39,28,40,True,597,1,-1,7.533
13,non-symbolic,2,40,20,10,False,567,1,1,6.033
13,non-symbolic,2,41,20,57,True,459,1,-1,8.533000000000005
13,non-symbolic,2,42,14,13,False,863,1,1,6.532000000000001
13,non-symbolic,2,43,10,5,False,746,1,1,7.031999999999996
13,non-symbolic,2,44,7,10,True,639,1,-1,7.533000000000019
13,non-symbolic,2,45,28,79,True,654,1,-1,7.032000000000005
13,non-symbolic,2,46,28,79,True,853,1,-1,8.033000000000024
13,non-symbolic,2,47,5,14,True,793,1,-1,6.0330000000000155
13,non-symbolic,2,48,5,4,False,512,1,1,8.533000000000015
13,non-symbolic,2,49,5,3,False,637,1,1,6.5330000000000155
13,non-symbolic,2,50,7,5,False,773,1,1,9.032999999999996
13,non-symbolic,2,51,14,40,True,513,1,-1,7.032000000000005
13,non-symbolic,2,52,5,14,True,486,1,-1,8.031999999999993
13,non-symbolic,2,53,5,2,False,906,1,1,7.532000000000025
13,non-symbolic,2,54,28,14,False,776,1,1,9.031999999999977
13,non-symbolic,2,55,10,14,True,1016,1,-1,8.533000000000001
13,non-symbolic,2,56,10,20,True,639,1,-1,6.032
13,non-symbolic,2,57,7,6,False,1038,1,1,6.532999999999991
13,non-symbolic,2,58,14,5,False,616,1,1,7.53200000000001
13,non-symbolic,2,59,28,40,True,994,1,-1,8.03200000000001
13,non-symbolic,2,60,28,79,True,620,1,-1,6.533
13,non-symbolic,2,61,10,5,False,1040,1,1,9.03200000000001
13,non-symbolic,2,62,14,10,False,1094,1,1,7.033
13,non-symbolic,2,63,20,40,True,748,1,-1,8.531999999999991
13,non-symbolic,2,64,14,10,False,845,1,1,6.031999999999977
13,non-symbolic,2,65,5,2,False,641,1,1,7.033000000000001
13,non-symbolic,2,66,10,5,False,710,1,1,8.533000000000024
13,non-symbolic,2,67,20,40,True,1076,1,-1,6.531999999999977
13,non-symbolic,2,68,7,10,True,1645,1,-1,6.032999999999983
13,non-symbolic,2,69,20,7,False,780,1,1,7.532
13,non-symbolic,2,70,7,10,True,463,1,-1,9.032999999999987
13,non-symbolic,2,71,20,7,False,1002,1,1,8.031999999999996
13,non-symbolic,2,72,10,28,True,486,1,-1,9.03200000000001
13,non-symbolic,3,73,20,57,True,657,1,-1,6.033000000000005
13,non-symbolic,3,74,7,4,False,744,1,1,7.032
13,non-symbolic,3,75,7,4,False,369,1,1,7.532999999999998
13,non-symbolic,3,76,5,14,True,343,1,-1,9.032000000000002
13,non-symbolic,3,77,28,56,False,852,0,-1,6.532000000000007
13,non-symbolic,3,78,14,7,False,581,1,1,8.032000000000005
13,non-symbolic,3,79,14,40,True,613,1,-1,8.532999999999996
13,non-symbolic,3,80,10,4,False,523,1,1,6.032000000000005
13,non-symbolic,3,81,7,5,False,1104,1,1,6.532
13,non-symbolic,3,82,14,13,True,1176,0,1,8.03300000000001
13,non-symbolic,3,83,10,5,False,620,1,1,9.033000000000033
13,non-symbolic,3,84,14,13,True,1334,0,1,8.532999999999987
13,non-symbolic,3,85,7,2,False,427,1,1,7.532999999999996
13,non-symbolic,3,86,28,79,True,622,1,-1,7.034000000000001
13,non-symbolic,3,87,5,7,True,1123,1,-1,7.532000000000005
13,non-symbolic,3,88,10,9,False,1872,1,1,6.031999999999987
13,non-symbolic,3,89,10,5,False,511,1,1,9.03300000000001
13,non-symbolic,3,90,20,40,True,916,1,-1,8.033999999999963
13,non-symbolic,3,91,20,10,False,746,1,1,6.532000000000034
13,non-symbolic,3,92,20,10,True,1492,0,1,7.032
13,non-symbolic,3,93,5,2,False,514,1,1,8.531999999999954
13,non-symbolic,3,94,5,7,True,711,1,-1,6.532000000000025
13,non-symbolic,3,95,14,10,False,1164,1,1,7.532000000000034
13,non-symbolic,3,96,28,14,False,1043,1,1,7.031999999999977
13,non-symbolic,3,97,28,10,False,785,1,1,6.031999999999953
13,non-symbolic,3,98,10,14,True,1370,1,-1,8.033999999999967
13,non-symbolic,3,99,5,2,False,527,1,1,8.533000000000001
13,non-symbolic,3,100,7,10,True,285,1,-1,9.032
13,non-symbolic,3,101,20,14,False,1250,1,1,6.032
13,non-symbolic,3,102,10,20,True,878,1,-1,7.032999999999976
13,non-symbolic,3,103,14,20,True,896,1,-1,6.531999999999977
13,non-symbolic,3,104,20,7,False,527,1,1,9.031999999999991
13,non-symbolic,3,105,7,6,False,2361,1,1,8.532000000000021
13,non-symbolic,3,106,28,20,False,1021,1,1,8.030999999999992
13,non-symbolic,3,107,28,27,True,1583,0,1,7.531999999999873
13,non-symbolic,3,108,5,10,True,678,1,-1,9.033000000000072
13,non-symbolic,4,109,7,20,True,396,1,-1,8.532
13,non-symbolic,4,110,28,56,True,797,1,-1,7.533
13,non-symbolic,4,111,5,14,True,320,1,-1,9.032000000000005
13,non-symbolic,4,112,10,14,True,1180,1,-1,7.032000000000001
13,non-symbolic,4,113,14,7,False,929,1,1,8.031999999999996
13,non-symbolic,4,114,5,2,False,650,1,1,6.032000000000005
13,non-symbolic,4,115,10,20,True,1086,1,-1,6.532
13,non-symbolic,4,116,20,14,False,1415,1,1,6.533999999999991
13,non-symbolic,4,117,20,40,True,1078,1,-1,8.533000000000001
13,non-symbolic,4,118,10,7,False,883,1,1,8.032999999999987
13,non-symbolic,4,119,28,40,True,1556,1,-1,7.033
13,non-symbolic,4,120,28,20,False,1583,1,1,9.032999999999976
13,non-symbolic,4,121,5,4,False,1489,1,1,6.031999999999972
13,non-symbolic,4,122,20,19,True,1880,0,1,7.534000000000015
13,non-symbolic,4,123,14,28,True,512,1,-1,6.53400000000001
13,non-symbolic,4,124,5,2,False,560,1,1,7.532000000000039
13,non-symbolic,4,125,7,5,False,1177,1,1,7.032
13,non-symbolic,4,126,28,40,True,645,1,-1,8.03300000000001
13,non-symbolic,4,127,10,28,True,1489,1,-1,6.033000000000033
13,non-symbolic,4,128,20,7,False,658,1,1,8.531999999999977
13,non-symbolic,4,129,28,14,False,418,1,1,9.033999999999953
13,non-symbolic,4,130,5,14,True,510,1,-1,7.533000000000006
13,non-symbolic,4,131,28,27,False,2022,1,1,6.532999999999953
13,non-symbolic,4,132,7,10,True,1511,1,-1,9.034000000000043
13,non-symbolic,4,133,14,20,True,1312,1,-1,6.031999999999963
13,non-symbolic,4,134,7,20,True,330,1,-1,7.033
13,non-symbolic,4,135,20,57,True,470,1,-1,8.533999999999986
13,non-symbolic,4,136,5,4,False,615,1,1,8.032000000000005
13,non-symbolic,4,137,14,40,False,2060,0,-1,8.031999999999977
13,non-symbolic,4,138,14,10,False,534,1,1,6.532
13,non-symbolic,4,139,10,5,False,403,1,1,9.031999999999988
13,non-symbolic,4,140,20,7,False,502,1,1,7.532999999999986
13,non-symbolic,4,141,10,9,False,2496,1,1,8.533999999999953
13,non-symbolic,4,142,7,20,True,469,1,-1,7.03300000000009
13,non-symbolic,4,143,7,14,True,478,1,-1,6.032999999999963
13,non-symbolic,4,144,14,40,True,1304,1,-1,6.53300000000001
13,non-symbolic,5,145,10,7,False,1054,1,1,6.034000000000001
13,non-symbolic,5,146,7,10,True,639,1,-1,9.032999999999998
13,non-symbolic,5,147,20,14,False,525,1,1,8.032999999999998
13,non-symbolic,5,148,14,40,True,1003,1,-1,8.531999999999998
13,non-symbolic,5,149,20,7,False,492,1,1,6.532999999999991
13,non-symbolic,5,150,7,20,True,708,1,-1,7.03300000000001
13,non-symbolic,5,151,10,14,True,1012,1,-1,7.532
13,non-symbolic,5,152,20,57,True,639,1,-1,9.032000000000005
13,non-symbolic,5,153,5,3,False,448,1,1,7.033000000000007
13,non-symbolic,5,154,7,4,False,440,1,1,6.031999999999991
13,non-symbolic,5,155,10,7,False,1335,1,1,8.531999999999996
13,non-symbolic,5,156,20,10,False,1055,1,1,7.532
13,non-symbolic,5,157,28,14,False,1314,1,1,8.032000000000034
13,non-symbolic,5,158,10,4,False,443,1,1,6.532000000000005
13,non-symbolic,5,159,28,14,False,1470,1,1,7.5339999999999865
13,non-symbolic,5,160,14,10,True,1954,0,1,9.032000000000005
13,non-symbolic,5,161,28,20,True,1887,0,1,8.03200000000001
13,non-symbolic,5,162,14,28,True,1640,1,-1,6.533000000000053
13,non-symbolic,5,163,14,13,True,1927,0,1,7.031999999999991
13,non-symbolic,5,164,7,5,False,594,1,1,6.032
13,non-symbolic,5,165,28,10,False,1473,1,1,8.53200000000001
13,non-symbolic,5,166,7,2,False,487,1,1,6.532999999999976
13,non-symbolic,5,167,10,5,False,520,1,1,7.033000000000048
13,non-symbolic,5,168,28,79,True,1267,1,-1,8.532000000000025
13,non-symbolic,5,169,5,4,False,926,1,1,8.032000000000005
13,non-symbolic,5,170,7,4,False,412,1,1,9.031999999999982
13,non-symbolic,5,171,10,5,False,313,1,1,7.532000000000002
13,non-symbolic,5,172,14,5,False,-1,-1,1,6.034000000000043
13,non-symbolic,5,173,5,2,False,308,1,1,8.031999999999977
13,non-symbolic,5,174,5,14,True,336,1,-1,8.531999999999991
13,non-symbolic,5,175,20,57,True,334,1,-1,9.03300000000001
13,non-symbolic,5,176,14,5,False,347,1,1,7.031999999999953
13,non-symbolic,5,177,28,27,True,572,0,1,6.532
13,non-symbolic,5,178,5,4,False,338,1,1,6.031999999999981
13,non-symbolic,5,179,5,4,False,613,1,1,7.532000000000006
13,non-symbolic,5,180,20,10,False,1043,1,1,7.0329999999999435
13,non-symbolic,6,181,5,4,False,420,1,1,7.532999999999999
13,non-symbolic,6,182,28,56,True,894,1,-1,8.531999999999996
13,non-symbolic,6,183,28,20,False,870,1,1,6.03300000000001
13,non-symbolic,6,184,20,28,True,912,1,-1,8.033999999999999
13,non-symbolic,6,185,5,4,False,935,1,1,6.532000000000011
13,non-symbolic,6,186,28,40,True,1797,1,-1,7.032999999999991
13,non-symbolic,6,187,14,28,True,522,1,-1,9.032999999999996
13,non-symbolic,6,188,28,40,True,857,1,-1,7.032000000000005
13,non-symbolic,6,189,10,7,False,1472,1,1,6.53200000000002
13,non-symbolic,6,190,20,57,True,394,1,-1,8.533000000000015
13,non-symbolic,6,191,10,5,False,696,1,1,7.531999999999991
13,non-symbolic,6,192,10,9,False,533,1,1,9.032999999999982
13,non-symbolic,6,193,14,20,True,526,1,-1,8.031999999999996
13,non-symbolic,6,194,7,20,True,419,1,-1,6.031999999999996
13,non-symbolic,6,195,20,28,True,733,1,-1,8.532000000000005
13,non-symbolic,6,196,7,14,True,999,1,-1,7.532000000000024
13,non-symbolic,6,197,28,56,True,632,1,-1,6.032999999999963
13,non-symbolic,6,198,14,5,False,1337,1,1,6.531999999999981
13,non-symbolic,6,199,20,19,True,1322,0,1,9.033999999999986
13,non-symbolic,6,200,28,79,True,435,1,-1,8.033000000000001
13,non-symbolic,6,201,5,7,True,991,1,-1,7.032999999999982
13,non-symbolic,6,202,10,4,False,585,1,1,7.032
13,non-symbolic,6,203,14,13,False,1998,1,1,7.531999999999987
13,non-symbolic,6,204,7,5,False,347,1,1,8.03300000000001
13,non-symbolic,6,205,20,57,True,390,1,-1,8.532000000000034
13,non-symbolic,6,206,10,14,False,1049,0,-1,6.5320000000000435
13,non-symbolic,6,207,5,10,True,380,1,-1,6.0330000000000386
13,non-symbolic,6,208,14,40,True,418,1,-1,9.03300000000001
13,non-symbolic,6,209,5,7,True,675,1,-1,8.031999999999996
13,non-symbolic,6,210,20,40,True,446,1,-1,9.032999999999962
13,non-symbolic,6,211,7,2,False,664,1,1,7.532
13,non-symbolic,6,212,10,4,False,496,1,1,6.03300000000001
13,non-symbolic,6,213,5,14,True,306,1,-1,6.532000000000035
13,non-symbolic,6,214,7,20,True,448,1,-1,7.034000000000081
13,non-symbolic,6,215,7,14,True,928,1,-1,8.532
13,non-symbolic,6,216,14,40,True,1125,1,-1,8.531999999999911
14,non-symbolic,1,1,20,14,False,1487,1,1,6.033000000000001
14,non-symbolic,1,2,20,7,False,432,1,1,7.532000000000005
14,non-symbolic,1,3,10,4,False,547,1,1,7.034000000000001
14,non-symbolic,1,4,7,20,True,517,1,-1,9.033000000000005
14,non-symbolic,1,5,14,15,True,861,1,-1,8.032
14,non-symbolic,1,6,5,14,True,488,1,-1,8.53299999999999
14,non-symbolic,1,7,7,14,True,290,1,-1,6.533
14,non-symbolic,1,8,10,7,False,623,1,1,8.032999999999996
14,non-symbolic,1,9,14,40,True,313,1,-1,7.532000000000001
14,non-symbolic,1,10,7,5,False,464,1,1,7.034000000000019
14,non-symbolic,1,11,20,7,False,303,1,1,6.032000000000048
14,non-symbolic,1,12,20,28,True,694,1,-1,6.53300000000001
14,non-symbolic,1,13,20,57,True,346,1,-1,9.03300000000001
14,non-symbolic,1,14,10,4,False,309,1,1,8.532999999999959
14,non-symbolic,1,15,5,6,True,1032,1,-1,7.532000000000005
14,non-symbolic,1,16,5,2,False,347,1,1,6.032000000000002
14,non-symbolic,1,17,10,28,True,291,1,-1,7.031999999999987
14,non-symbolic,1,18,5,14,True,349,1,-1,8.533000000000001
14,non-symbolic,1,19,7,5,False,250,1,1,9.033000000000047
14,non-symbolic,1,20,14,28,True,462,1,-1,6.531999999999987
14,non-symbolic,1,21,7,10,True,1594,1,-1,8.033000000000033
14,non-symbolic,1,22,7,5,False,1810,1,1,6.532000000000024
14,non-symbolic,1,23,5,10,True,1121,1,-1,6.031999999999982
14,non-symbolic,1,24,28,56,True,252,1,-1,7.034000000000019
14,non-symbolic,1,25,28,40,True,1448,1,-1,8.03400000000001
14,non-symbolic,1,26,14,7,True,970,0,1,7.53200000000001
14,non-symbolic,1,27,20,57,True,147,1,-1,8.531999999999977
14,non-symbolic,1,28,28,40,False,790,0,-1,9.033000000000019
14,non-symbolic,1,29,10,14,True,1463,1,-1,7.531999999999987
14,non-symbolic,1,30,14,5,False,336,1,1,9.033000000000001
14,non-symbolic,1,31,28,14,True,1863,0,1,7.033000000000043
14,non-symbolic,1,32,28,79,True,366,1,-1,6.032999999999986
14,non-symbolic,1,33,5,2,False,634,1,1,8.033000000000095
14,non-symbolic,1,34,10,14,True,520,1,-1,8.532999999999967
14,non-symbolic,1,35,14,5,False,377,1,1,6.534000000000001
14,non-symbolic,1,36,28,79,True,391,1,-1,6.031999999999943
14,non-symbolic,2,37,5,2,False,345,1,1,7.533000000000002
14,non-symbolic,2,38,20,19,True,1122,0,1,7.031999999999996
14,non-symbolic,2,39,14,7,False,349,1,1,6.531999999999998
14,non-symbolic,2,40,28,20,False,480,1,1,6.032000000000003
14,non-symbolic,2,41,14,40,True,377,1,-1,8.531999999999998
14,non-symbolic,2,42,10,28,True,385,1,-1,8.032999999999996
14,non-symbolic,2,43,28,79,True,390,1,-1,9.03200000000001
14,non-symbolic,2,44,7,20,True,1516,1,-1,6.5329999999999915
14,non-symbolic,2,45,7,4,False,441,1,1,7.032999999999996
14,non-symbolic,2,46,5,7,True,1020,1,-1,6.031999999999981
14,non-symbolic,2,47,28,40,True,475,1,-1,9.03300000000001
14,non-symbolic,2,48,5,10,True,494,1,-1,8.532000000000016
14,non-symbolic,2,49,28,10,False,437,1,1,7.53200000000001
14,non-symbolic,2,50,14,20,True,1476,1,-1,8.032999999999987
14,non-symbolic,2,51,28,27,True,405,0,1,8.03200000000001
14,non-symbolic,2,52,10,20,True,353,1,-1,6.533000000000005
14,non-symbolic,2,53,7,6,False,428,1,1,7.531999999999987
14,non-symbolic,2,54,20,57,True,340,1,-1,9.033000000000072
14,non-symbolic,2,55,10,14,True,451,1,-1,8.531999999999954
14,non-symbolic,2,56,10,5,False,310,1,1,7.031999999999977
14,non-symbolic,2,57,10,7,False,328,1,1,6.03300000000002
14,non-symbolic,2,58,7,14,True,175,1,-1,8.032000000000025
14,non-symbolic,2,59,10,9,False,998,1,1,7.032999999999986
14,non-symbolic,2,60,28,14,False,589,1,1,6.53200000000001
14,non-symbolic,2,61,14,13,False,271,1,1,7.531999999999977
14,non-symbolic,2,62,20,10,False,282,1,1,8.531999999999963
14,non-symbolic,2,63,20,40,True,265,1,-1,6.03200000000001
14,non-symbolic,2,64,14,7,False,433,1,1,9.032
14,non-symbolic,2,65,7,14,False,-1,-1,-1,8.532999999999996
14,non-symbolic,2,66,5,4,False,1080,1,1,9.032000000000005
14,non-symbolic,2,67,7,5,False,422,1,1,7.532999999999986
14,non-symbolic,2,68,20,14,False,437,1,1,6.032000000000024
14,non-symbolic,2,69,5,3,False,436,1,1,6.533000000000015
14,non-symbolic,2,70,14,10,False,392,1,1,7.033000000000043
14,non-symbolic,2,71,5,4,False,348,1,1,8.032999999999992
14,non-symbolic,2,72,20,19,False,483,1,1,7.031999999999943
14,non-symbolic,3,73,10,14,True,380,1,-1,7.033
14,non-symbolic,3,74,5,4,False,300,1,1,7.532
14,non-symbolic,3,75,5,3,False,629,1,1,9.033999999999997
14,non-symbolic,3,76,10,9,False,345,1,1,6.033
14,non-symbolic,3,77,20,57,True,314,1,-1,6.532000000000005
14,non-symbolic,3,78,5,10,True,456,1,-1,8.531999999999996
14,non-symbolic,3,79,20,7,False,947,1,1,8.033000000000001
