subject,session,run,trial_nr,n,response,range,response_time
19,1,1,23,11.0,11.0,narrow,1.234200299999884
19,1,1,24,22.0,22.0,narrow,1.6847548000000645
19,1,1,25,16.0,18.0,narrow,1.3345457000000351
19,1,1,26,23.0,20.0,narrow,1.601553899999999
19,1,1,27,14.0,14.0,narrow,1.6684696000002075
19,1,1,28,14.0,14.0,narrow,1.1010281000003488
19,1,1,29,25.0,23.0,narrow,0.1169368000000758
19,1,1,30,19.0,20.0,narrow,0.1833388999998533
19,1,2,1,19.0,22.0,narrow,1.918584799999735
19,1,2,2,11.0,10.0,narrow,0.9675357000000986
19,1,2,3,24.0,25.0,narrow,0.0500860000001921
19,1,2,4,22.0,25.0,narrow,1.5180108999998083
19,1,2,5,23.0,22.0,narrow,0.3836968000000524
19,1,2,6,12.0,13.0,narrow,1.785234599999967
19,1,2,7,20.0,20.0,narrow,0.9676460999999108
19,1,2,8,21.0,21.0,narrow,0.9976564999997208
19,1,2,9,25.0,24.0,narrow,0.1469065999999657
19,1,2,10,14.0,15.0,narrow,0.2136859000002005
19,1,2,11,19.0,18.0,narrow,1.2476310000001831
19,1,2,12,20.0,19.0,narrow,1.665052000000287
19,1,2,13,16.0,16.0,narrow,1.6351261999998314
19,1,2,14,23.0,20.0,narrow,2.01855439999963
19,1,2,15,24.0,22.0,narrow,1.1510057000000415
19,1,2,16,15.0,14.0,narrow,1.885133799999949
19,1,2,17,15.0,16.0,narrow,1.6839828000001944
19,1,2,18,10.0,10.0,narrow,0.3471054999999978
19,1,2,19,13.0,,narrow,
19,1,2,20,15.0,17.0,narrow,0.5672088000001168
19,1,2,21,19.0,22.0,narrow,0.7506444000000556
19,1,2,22,25.0,25.0,narrow,1.2013753999999608
19,1,2,23,24.0,25.0,narrow,0.0334981999999399
19,1,2,24,16.0,15.0,narrow,0.200072000000091
19,1,2,25,25.0,23.0,narrow,1.1678581000001031
19,1,2,26,10.0,10.0,narrow,1.1679214999999203
19,1,2,27,15.0,17.0,narrow,1.8353369999999811
19,1,2,28,20.0,21.0,narrow,0.2836770999997497
19,1,2,29,25.0,24.0,narrow,0.417065999999977
19,1,2,30,14.0,17.0,narrow,0.6497512000000825
19,1,3,1,15.0,16.0,narrow,1.6685789000002842
19,1,3,2,11.0,11.0,narrow,1.6019224000001486
19,1,3,3,21.0,22.0,narrow,1.1603437000003396
19,1,3,4,13.0,18.0,narrow,0.4973019999997632
19,1,3,5,16.0,18.0,narrow,0.1334698999999091
19,1,3,6,25.0,23.0,narrow,0.033524600000419
19,1,3,7,10.0,10.0,narrow,0.9011582000002818
19,1,3,8,11.0,13.0,narrow,1.935211199999685
19,1,3,9,22.0,19.0,narrow,0.1835676000000603
19,1,3,10,14.0,16.0,narrow,1.9019726000005903
19,1,3,11,17.0,17.0,narrow,1.8342720000000552
19,1,3,12,23.0,21.0,narrow,1.1840978999998697
19,1,3,13,25.0,18.0,narrow,1.7027822999998534
19,1,3,14,23.0,22.0,narrow,1.8515654999991968
19,1,3,15,22.0,21.0,narrow,1.368175899999187
19,1,3,16,23.0,18.0,narrow,0.3336051999995106
19,1,3,17,21.0,21.0,narrow,0.2166528999996444
19,1,3,18,25.0,23.0,narrow,1.4012185999999929
19,1,3,19,15.0,17.0,narrow,1.1344312999999602
19,1,3,20,15.0,15.0,narrow,0.2838729000004605
19,1,3,21,10.0,10.0,narrow,0.5836025000007794
19,1,3,22,24.0,21.0,narrow,1.2511998999998468
19,1,3,23,16.0,20.0,narrow,1.3181893000000855
19,1,3,24,18.0,16.0,narrow,0.1166682000002765
19,1,3,25,15.0,,narrow,
19,1,3,26,14.0,18.0,narrow,0.7173399000002973
19,1,3,27,11.0,14.0,narrow,1.5182650000006106
19,1,3,28,13.0,15.0,narrow,1.0343473000002632
19,1,3,29,14.0,17.0,narrow,1.3180443999999625
19,1,3,30,24.0,22.0,narrow,1.334666599999764
19,1,4,1,12.0,15.0,narrow,0.0668224000000918
19,1,4,2,18.0,16.0,narrow,0.6004276000003301
19,1,4,3,12.0,13.0,narrow,1.735185300000012
19,1,4,4,21.0,19.0,narrow,1.6515822999999727
19,1,4,5,17.0,17.0,narrow,0.1668751000006523
19,1,4,6,22.0,21.0,narrow,1.1177857000002405
19,1,4,7,14.0,18.0,narrow,1.167780899999343
19,1,4,8,17.0,18.0,narrow,0.633962199999587
19,1,4,9,12.0,17.0,narrow,0.5503803999999946
19,1,4,10,14.0,16.0,narrow,0.2332841999996162
19,1,4,11,14.0,16.0,narrow,0.8673847000000023
19,1,4,12,16.0,19.0,narrow,1.501693900000646
19,1,4,13,15.0,20.0,narrow,0.9473863000002892
19,1,4,14,18.0,19.0,narrow,1.334777000000031
19,1,4,15,12.0,13.0,narrow,0.1333281000006536
19,1,4,16,19.0,21.0,narrow,1.5351261999994676
19,1,4,17,15.0,17.0,narrow,0.2169678000000203
19,1,4,18,13.0,15.0,narrow,1.468347499999254
19,1,4,19,22.0,23.0,narrow,0.3835682999997516
19,1,4,20,25.0,25.0,narrow,1.0345983999995951
19,1,4,21,15.0,15.0,narrow,2.1020595999998477
19,1,4,22,21.0,19.0,narrow,1.8853022000002968
19,1,4,23,22.0,22.0,narrow,1.1177322000003187
19,1,4,24,12.0,10.0,narrow,1.7017730999996274
19,1,4,25,20.0,18.0,narrow,1.134191799999826
19,1,4,26,11.0,10.0,narrow,1.3849241000007169
19,1,4,27,18.0,18.0,narrow,1.8018310999996177
19,1,4,28,18.0,17.0,narrow,0.667426200000591
19,1,4,29,25.0,22.0,narrow,0.5002436000004309
19,1,4,30,22.0,20.0,narrow,1.0677857000000586
19,1,5,1,40.0,36.0,wide,1.718297800000073
19,1,5,2,19.0,18.0,wide,1.9017942000000403
19,1,5,3,13.0,10.0,wide,1.4180531000001793
19,1,5,4,40.0,40.0,wide,0.8674530999996932
19,1,5,5,29.0,25.0,wide,0.8007383999993181
19,1,5,6,12.0,12.0,wide,1.4662073999998029
19,1,5,7,28.0,32.0,wide,0.983570200000031
19,1,5,8,31.0,32.0,wide,1.6183178000001135
19,1,5,9,27.0,29.0,wide,0.1469147999996494
19,1,5,10,24.0,27.0,wide,1.901908800000456
19,1,5,11,22.0,26.0,wide,1.5481763999996474
19,1,5,12,36.0,33.0,wide,1.4848715999996784
19,1,5,13,30.0,23.0,wide,0.2500538000003871
19,1,5,14,11.0,12.0,wide,1.4013280999997733
19,1,5,15,35.0,31.0,wide,1.1342977000003884
19,1,5,16,40.0,30.0,wide,1.3506569000001036
19,1,5,17,37.0,29.0,wide,1.5015495000006922
19,1,5,18,14.0,16.0,wide,0.6340353000005052
19,1,5,19,35.0,29.0,wide,0.0168550000007599
19,1,5,20,22.0,23.0,wide,1.5014492000000246
19,1,5,21,30.0,27.0,wide,1.2847836999999345
19,1,5,22,32.0,26.0,wide,1.9851477000001976
19,1,5,23,17.0,19.0,wide,0.4504049999995914
19,1,5,24,17.0,21.0,wide,0.2170024999995803
19,1,5,25,25.0,25.0,wide,0.0169302000003881
19,1,5,26,17.0,18.0,wide,1.1676637999999002
19,1,5,27,32.0,27.0,wide,0.3002386999996815
19,1,5,28,20.0,18.0,wide,1.2171494000003804
19,1,5,29,21.0,23.0,wide,2.0353446999997686
19,1,5,30,37.0,35.0,wide,0.2970971000004283
19,1,6,1,12.0,14.0,wide,1.8686845000001997
19,1,6,2,24.0,21.0,wide,1.8177688999994643
19,1,6,3,24.0,24.0,wide,0.983970300000692
19,1,6,4,34.0,32.0,wide,1.952197399999932
19,1,6,5,33.0,27.0,wide,1.33378730000004
19,1,6,6,32.0,35.0,wide,2.185880500000166
19,1,6,7,23.0,24.0,wide,1.584996599999613
19,1,6,8,39.0,35.0,wide,1.6018721999998888
19,1,6,9,33.0,35.0,wide,0.5170986000002813
19,1,6,10,18.0,18.0,wide,0.1001673999999184
19,1,6,11,32.0,28.0,wide,1.2177762999999686
19,1,6,12,12.0,11.0,wide,0.2170789000001605
19,1,6,13,13.0,10.0,wide,0.1001591000003827
19,1,6,14,29.0,31.0,wide,0.6173204999995505
19,1,6,15,15.0,17.0,wide,1.5853065999999671
19,1,6,16,10.0,10.0,wide,0.9843412000000172
19,1,6,17,38.0,30.0,wide,1.368044299999383
19,1,6,18,15.0,18.0,wide,1.1510619000000588
19,1,6,19,38.0,35.0,wide,1.5013320000007295
19,1,6,20,37.0,32.0,wide,0.9674764999999752
19,1,6,21,21.0,24.0,wide,0.9009142000004432
19,1,6,22,21.0,26.0,wide,1.101056299999982
19,1,6,23,39.0,33.0,wide,0.467319000000316
19,1,6,24,10.0,10.0,wide,0.6664943999994648
19,1,6,25,25.0,32.0,wide,0.197089500000402
19,1,6,26,14.0,14.0,wide,1.268230399999993
19,1,6,27,11.0,21.0,wide,0.1169786000000385
19,1,6,28,28.0,31.0,wide,2.1353711000001567
19,1,6,29,20.0,18.0,wide,1.7012974000008398
19,1,6,30,21.0,25.0,wide,0.6972784999998112
19,1,7,1,25.0,28.0,wide,0.6329288999995697
19,1,7,2,16.0,22.0,wide,2.202117400000134
19,1,7,3,20.0,26.0,wide,0.7603251999998974
19,1,7,4,19.0,22.0,wide,0.5473232999993343
19,1,7,5,33.0,34.0,wide,1.2514391000004252
19,1,7,6,36.0,36.0,wide,1.0143217999993794
19,1,7,7,18.0,19.0,wide,1.7684862999994948
19,1,7,8,32.0,27.0,wide,1.201260299999376
19,1,7,9,38.0,31.0,wide,1.6014654999999038
19,1,7,10,29.0,28.0,wide,1.6517117000003054
19,1,7,11,21.0,25.0,wide,1.5679377999995268
19,1,7,12,33.0,27.0,wide,0.349679300000389
19,1,7,13,22.0,21.0,wide,1.7014696000005642
19,1,7,14,35.0,28.0,wide,1.2180278999994698
19,1,7,15,31.0,,wide,
19,1,7,16,18.0,20.0,wide,1.718871300000501
19,1,7,17,28.0,31.0,wide,0.0168868000000657
19,1,7,18,35.0,29.0,wide,0.2334289000000353
19,1,7,19,17.0,17.0,wide,0.6496846999998525
19,1,7,20,39.0,29.0,wide,0.5671703000007255
19,1,7,21,39.0,31.0,wide,1.0844004999999015
19,1,7,22,25.0,23.0,wide,0.784950299999764
19,1,7,23,28.0,29.0,wide,1.3513469999998051
19,1,7,24,16.0,21.0,wide,1.701643200000035
19,1,7,25,32.0,36.0,wide,1.4349796999995306
19,1,7,26,39.0,36.0,wide,1.2511310999998386
19,1,7,27,32.0,27.0,wide,0.8501417999996193
19,1,7,28,15.0,11.0,wide,1.618528800000604
19,1,7,29,34.0,27.0,wide,1.334654799999953
19,1,7,30,18.0,19.0,wide,0.0632371000001512
19,1,8,1,29.0,31.0,wide,1.3681496999997762
19,1,8,2,30.0,29.0,wide,0.8432298999996419
19,1,8,3,33.0,32.0,wide,0.1137492999996538
19,1,8,4,25.0,25.0,wide,0.7809701000005589
19,1,8,5,17.0,23.0,wide,2.0519153000004735
19,1,8,6,29.0,26.0,wide,1.1677137999995466
19,1,8,7,22.0,22.0,wide,0.500739799999792
19,1,8,8,16.0,17.0,wide,0.3510922999994363
19,1,8,9,22.0,25.0,wide,0.200177600000643
19,1,8,10,37.0,31.0,wide,0.1169534999999086
19,1,8,11,28.0,28.0,wide,1.7859587999992073
19,1,8,12,13.0,12.0,wide,1.1844951000002766
19,1,8,13,30.0,32.0,wide,0.31701350000003
19,1,8,14,34.0,31.0,wide,1.0008821999999782
19,1,8,15,30.0,27.0,wide,1.2679492999996
19,1,8,16,11.0,10.0,wide,1.0847522000003664
19,1,8,17,12.0,12.0,wide,0.4837934999995923
19,1,8,18,28.0,28.0,wide,0.1667987000000721
19,1,8,19,25.0,25.0,wide,0.4503630999997767
19,1,8,20,20.0,22.0,wide,0.5673448999996253
19,1,8,21,18.0,21.0,wide,0.617412399999921
19,1,8,22,39.0,40.0,wide,0.9176626999997096
19,1,8,23,15.0,19.0,wide,1.2011083999996115
19,1,8,24,34.0,35.0,wide,0.93412090000038
19,1,8,25,15.0,20.0,wide,0.4339272000006531
19,1,8,26,14.0,18.0,wide,1.101009800000611
19,1,8,27,37.0,37.0,wide,0.250453199999356
19,1,8,28,14.0,18.0,wide,1.4347320999995643
19,1,8,29,26.0,26.0,wide,0.630818999999974
19,1,8,30,13.0,14.0,wide,0.4639047000000573
19,2,1,1,33.0,35.0,wide,1.5350437000015518
19,2,1,2,33.0,30.0,wide,1.6849751000045217
19,2,1,3,21.0,25.0,wide,0.5837711999993189
19,2,1,4,26.0,27.0,wide,0.1001882999989902
19,2,1,5,40.0,40.0,wide,0.8843048999988241
19,2,1,6,30.0,30.0,wide,1.4680908000009367
19,2,1,7,37.0,36.0,wide,0.4964876999947591
19,2,1,8,11.0,10.0,wide,0.5337483999974211
19,2,1,9,21.0,18.0,wide,0.7674411999978474
19,2,1,10,37.0,31.0,wide,0.1967673000035574
19,2,1,11,10.0,10.0,wide,1.001103200003854
19,2,1,12,30.0,25.0,wide,0.0633907000010367
19,2,1,13,37.0,35.0,wide,0.697337100005825
19,2,1,14,34.0,27.0,wide,0.1801312000025063
19,2,1,15,12.0,10.0,wide,1.7683831000031205
19,2,1,16,30.0,23.0,wide,1.618348199997854
19,2,1,17,31.0,27.0,wide,0.5171448999972199
19,2,1,18,14.0,12.0,wide,1.7852032000009783
19,2,1,19,36.0,32.0,wide,0.6171454999930575
19,2,1,20,29.0,29.0,wide,0.5005110999991302
19,2,1,21,29.0,23.0,wide,0.6138587000023108
19,2,1,22,29.0,24.0,wide,0.3302484000014374
19,2,1,23,39.0,34.0,wide,0.1968234999949345
19,2,1,24,16.0,15.0,wide,0.5173158999969019
19,2,1,25,37.0,37.0,wide,0.309589299999061
19,2,1,26,12.0,11.0,wide,0.683873299996776
19,2,1,27,13.0,12.0,wide,0.0166892999986885
19,2,1,28,26.0,23.0,wide,0.7174460000023828
19,2,1,29,21.0,25.0,wide,1.6350884000057704
19,2,1,30,25.0,26.0,wide,0.5339784999960102
19,2,2,1,18.0,17.0,wide,1.6313138999976218
19,2,2,2,14.0,13.0,wide,1.701322100001562
19,2,2,3,33.0,33.0,wide,2.148138500000641
19,2,2,4,31.0,36.0,wide,1.4348528000045917
19,2,2,5,34.0,35.0,wide,0.9773779999959517
19,2,2,6,27.0,27.0,wide,1.334388700001
19,2,2,7,36.0,36.0,wide,0.8342488000052981
19,2,2,8,11.0,10.0,wide,0.5338592999978573
19,2,2,9,34.0,27.0,wide,1.167862200003583
19,2,2,10,33.0,26.0,wide,1.752175100002205
19,2,2,11,37.0,34.0,wide,1.1843824000025052
19,2,2,12,13.0,14.0,wide,1.568278899998404
19,2,2,13,16.0,17.0,wide,1.9018009999999776
19,2,2,14,32.0,32.0,wide,0.5133199999982025
19,2,2,15,10.0,11.0,wide,1.6852815999955055
19,2,2,16,21.0,23.0,wide,0.0301385999991907
19,2,2,17,15.0,17.0,wide,1.8342592999979388
19,2,2,18,21.0,23.0,wide,0.9104697999937345
19,2,2,19,14.0,14.0,wide,0.9810704000046826
19,2,2,20,33.0,32.0,wide,1.4476033999962965
19,2,2,21,13.0,11.0,wide,0.063730800000485
19,2,2,22,13.0,16.0,wide,0.0833934000038425
19,2,2,23,19.0,23.0,wide,0.5494651999979396
19,2,2,24,34.0,29.0,wide,1.4515411999964272
19,2,2,25,27.0,28.0,wide,1.601534500005073
19,2,2,26,28.0,31.0,wide,0.9842649999991409
19,2,2,27,23.0,28.0,wide,1.584390500000154
19,2,2,28,12.0,12.0,wide,0.9675290000013774
19,2,2,29,23.0,24.0,wide,0.3837285000045085
19,2,2,30,11.0,10.0,wide,0.6670819999999367
19,2,3,1,17.0,18.0,wide,0.4171822999996948
19,2,3,2,13.0,11.0,wide,1.3015293999997084
19,2,3,3,40.0,40.0,wide,0.0301385999991907
19,2,3,4,10.0,10.0,wide,0.9346408000055816
19,2,3,5,16.0,19.0,wide,0.8008128000001307
19,2,3,6,34.0,32.0,wide,1.2005530999958864
19,2,3,7,30.0,32.0,wide,0.0500335000033373
19,2,3,8,32.0,30.0,wide,0.4003920999966794
19,2,3,9,39.0,37.0,wide,0.6339757000023383
19,2,3,10,35.0,34.0,wide,1.6349377000005916
19,2,3,11,27.0,27.0,wide,1.401311599998735
19,2,3,12,31.0,28.0,wide,1.0343455000038375
19,2,3,13,10.0,11.0,wide,0.8342026000027545
19,2,3,14,30.0,31.0,wide,1.4680183000018587
19,2,3,15,34.0,34.0,wide,1.2846069000006537
19,2,3,16,15.0,16.0,wide,1.6676851000011084
19,2,3,17,15.0,17.0,wide,0.1835891000009724
19,2,3,18,35.0,32.0,wide,1.8519501999981005
19,2,3,19,13.0,17.0,wide,1.8350196999963373
19,2,3,20,32.0,30.0,wide,0.4839135000001988
19,2,3,21,18.0,19.0,wide,1.9850520999971195
19,2,3,22,32.0,29.0,wide,0.8674998999995296
19,2,3,23,37.0,37.0,wide,2.068629100001999
19,2,3,24,31.0,32.0,wide,1.2013961000047857
19,2,3,25,22.0,28.0,wide,0.951027899995097
19,2,3,26,22.0,25.0,wide,0.096675699998741
19,2,3,27,25.0,26.0,wide,0.7844210000039311
19,2,3,28,11.0,11.0,wide,1.0677876999980072
19,2,3,29,17.0,21.0,wide,1.133652099997562
19,2,3,30,31.0,27.0,wide,0.6673118000035174
19,2,4,1,25.0,27.0,wide,0.483794100000523
19,2,4,2,27.0,29.0,wide,1.6853093000027002
19,2,4,3,39.0,39.0,wide,0.7341023000044515
19,2,4,4,34.0,33.0,wide,1.918963000003714
19,2,4,5,38.0,38.0,wide,1.3004026999988127
19,2,4,6,13.0,10.0,wide,1.7516015000001062
19,2,4,7,17.0,22.0,wide,1.7519632000039564
19,2,4,8,39.0,36.0,wide,1.3679104999973788
19,2,4,9,26.0,29.0,wide,1.1645080000016603
19,2,4,10,30.0,27.0,wide,0.6470849000033922
19,2,4,11,17.0,21.0,wide,1.4850589000052423
19,2,4,12,12.0,10.0,wide,0.7508467000006931
19,2,4,13,15.0,18.0,wide,0.7308604999998352
19,2,4,14,22.0,24.0,wide,0.4504305000009481
19,2,4,15,18.0,23.0,wide,1.7514172000010149
19,2,4,16,36.0,34.0,wide,0.517187899997225
19,2,4,17,28.0,32.0,wide,1.4513731999977608
19,2,4,18,10.0,11.0,wide,1.4682194999986675
19,2,4,19,11.0,11.0,wide,2.2190250999992713
19,2,4,20,22.0,22.0,wide,0.750813400001789
19,2,4,21,35.0,33.0,wide,1.2178373999995529
19,2,4,22,31.0,31.0,wide,1.4680659000005107
19,2,4,23,17.0,23.0,wide,1.8516766000029747
19,2,4,24,15.0,19.0,wide,0.7841040999992401
19,2,4,25,22.0,27.0,wide,0.7007631000014953
19,2,4,26,21.0,26.0,wide,0.1502259000044432
19,2,4,27,12.0,13.0,wide,1.7684373000010964
19,2,4,28,17.0,17.0,wide,0.3803645000007236
19,2,4,29,14.0,17.0,wide,0.9273348999995504
19,2,4,30,19.0,,wide,
19,2,5,1,20.0,24.0,narrow,0.8506207000027644
19,2,5,2,16.0,17.0,narrow,0.0169435999996494
19,2,5,3,25.0,25.0,narrow,0.1669334999969578
19,2,5,4,15.0,15.0,narrow,1.2684556000021985
19,2,5,5,10.0,11.0,narrow,0.6172948000021279
19,2,5,6,13.0,17.0,narrow,0.6505364999975427
19,2,5,7,14.0,16.0,narrow,1.3025043000016012
19,2,5,8,21.0,23.0,narrow,1.5516045999975177
19,2,5,9,15.0,14.0,narrow,0.8010537000009208
19,2,5,10,12.0,14.0,narrow,0.6340111000026809
19,2,5,11,14.0,17.0,narrow,1.718124499995611
19,2,5,12,10.0,10.0,narrow,0.6842725000024075
19,2,5,13,20.0,23.0,narrow,1.2847861999980523
19,2,5,14,13.0,15.0,narrow,0.9676094999958876
19,2,5,15,10.0,11.0,narrow,0.3501056000022799
19,2,5,16,15.0,16.0,narrow,1.1337020999999368
19,2,5,17,18.0,20.0,narrow,1.0513141000046744
19,2,5,18,23.0,25.0,narrow,0.7343488999977126
19,2,5,19,13.0,21.0,narrow,2.252596199999971
19,2,5,20,19.0,19.0,narrow,1.718742299999576
19,2,5,21,20.0,20.0,narrow,0.8841124999962631
19,2,5,22,21.0,23.0,narrow,0.8505561999991187
19,2,5,23,17.0,19.0,narrow,1.5348004999978002
19,2,5,24,18.0,19.0,narrow,1.0834904999937862
19,2,5,25,24.0,24.0,narrow,0.5503774000026169
19,2,5,26,16.0,20.0,narrow,0.5005436999999802
19,2,5,27,23.0,22.0,narrow,0.5180045000015525
19,2,5,28,18.0,17.0,narrow,1.4184648000009474
19,2,5,29,16.0,18.0,narrow,1.3940747000015108
19,2,5,30,12.0,14.0,narrow,0.2970028000054299
19,2,6,1,15.0,17.0,narrow,1.268131099997845
19,2,6,2,11.0,11.0,narrow,1.0514713999946252
19,2,6,3,14.0,18.0,narrow,0.9010318000000552
19,2,6,4,13.0,15.0,narrow,1.7516814999980852
19,2,6,5,25.0,23.0,narrow,1.034334800002398
19,2,6,6,11.0,12.0,narrow,1.7346479999978328
19,2,6,7,18.0,21.0,narrow,1.7516098999985843
19,2,6,8,16.0,18.0,narrow,1.014171000002534
19,2,6,9,17.0,18.0,narrow,0.8807754000008572
19,2,6,10,24.0,24.0,narrow,1.0510859999994864
19,2,6,11,16.0,18.0,narrow,1.7017923000021256
19,2,6,12,22.0,23.0,narrow,0.1337832999997772
19,2,6,13,14.0,16.0,narrow,1.2843212000007045
19,2,6,14,12.0,12.0,narrow,0.7340802999970037
19,2,6,15,23.0,21.0,narrow,0.8171167999971658
19,2,6,16,18.0,19.0,narrow,1.8854726999998093
19,2,6,17,12.0,10.0,narrow,1.0840381999951203
19,2,6,18,22.0,20.0,narrow,0.617321699995955
19,2,6,19,22.0,21.0,narrow,1.434814299995196
19,2,6,20,25.0,25.0,narrow,1.084488299995428
19,2,6,21,19.0,21.0,narrow,0.984124900001916
19,2,6,22,19.0,19.0,narrow,1.183777399994142
19,2,6,23,10.0,10.0,narrow,0.6842804999978398
19,2,6,24,19.0,18.0,narrow,0.7974403000043822
19,2,6,25,21.0,18.0,narrow,1.068113799999992
19,2,6,26,25.0,22.0,narrow,1.3314289999980249
19,2,6,27,12.0,11.0,narrow,1.4515485000010813
19,2,6,28,22.0,21.0,narrow,1.2511663999976008
19,2,6,29,16.0,17.0,narrow,2.0019624999986263
19,2,6,30,17.0,17.0,narrow,1.0678839000029257
19,2,7,1,18.0,20.0,narrow,1.5182792999985395
19,2,7,2,10.0,11.0,narrow,0.2170990000013262
19,2,7,3,10.0,10.0,narrow,0.6509336000017356
19,2,7,4,10.0,10.0,narrow,0.8140251000004355
19,2,7,5,17.0,17.0,narrow,2.119053000002168
19,2,7,6,18.0,18.0,narrow,0.6804206000015256
19,2,7,7,15.0,18.0,narrow,0.4306499000012991
19,2,7,8,25.0,25.0,narrow,1.2477779999971972
19,2,7,9,18.0,22.0,narrow,0.3170516000027419
19,2,7,10,18.0,17.0,narrow,0.4162903000033111
19,2,7,11,11.0,10.0,narrow,0.9845293999969726
19,2,7,12,20.0,22.0,narrow,1.7018585999976494
19,2,7,13,20.0,19.0,narrow,1.333693500004301
19,2,7,14,23.0,21.0,narrow,1.4346202000015182
19,2,7,15,10.0,10.0,narrow,0.3495523000019602
19,2,7,16,12.0,16.0,narrow,0.8674948999978369
19,2,7,17,12.0,12.0,narrow,0.0511276999968686
19,2,7,18,10.0,11.0,narrow,1.885095600002387
19,2,7,19,18.0,19.0,narrow,0.0335205000010319
19,2,7,20,18.0,19.0,narrow,0.0469430000011925
19,2,7,21,11.0,13.0,narrow,0.2137549000035505
19,2,7,22,15.0,14.0,narrow,0.2635578000044916
19,2,7,23,17.0,20.0,narrow,1.7018495000011171
19,2,7,24,17.0,18.0,narrow,1.668533000003663
19,2,7,25,15.0,18.0,narrow,1.2348686000041198
19,2,7,26,24.0,24.0,narrow,1.6686211999985971
19,2,7,27,12.0,12.0,narrow,1.4185287000000244
19,2,7,28,20.0,18.0,narrow,1.684257000000798
19,2,7,29,25.0,25.0,narrow,0.7342811999988044
19,2,7,30,12.0,16.0,narrow,0.9141196999989916
19,2,8,1,22.0,22.0,narrow,0.4337310000046273
19,2,8,2,20.0,19.0,narrow,1.551428600003419
19,2,8,3,14.0,17.0,narrow,0.8665739999996731
19,2,8,4,13.0,,narrow,
19,2,8,5,20.0,20.0,narrow,0.5174058000047808
19,2,8,6,11.0,11.0,narrow,1.1681383999966783
19,2,8,7,10.0,11.0,narrow,1.2179857000010088
19,2,8,8,13.0,16.0,narrow,1.298237099996186
19,2,8,9,25.0,25.0,narrow,0.7678433999972185
19,2,8,10,12.0,12.0,narrow,0.0667862000045715
19,2,8,11,23.0,23.0,narrow,0.8174074000053224
19,2,8,12,18.0,19.0,narrow,1.151288200002455
19,2,8,13,23.0,23.0,narrow,0.2167296000043279
19,2,8,14,24.0,22.0,narrow,0.8523797999951057
19,2,8,15,16.0,17.0,narrow,0.5507477999999537
19,2,8,16,19.0,20.0,narrow,1.952200100000482
19,2,8,17,15.0,17.0,narrow,1.1010603000031551
19,2,8,18,13.0,11.0,narrow,0.2335956000024452
19,2,8,19,16.0,15.0,narrow,0.9504649000009522
19,2,8,20,12.0,12.0,narrow,1.0676014000055147
19,2,8,21,25.0,22.0,narrow,0.967492099996889
19,2,8,22,10.0,10.0,narrow,0.5171518999995897
19,2,8,23,25.0,25.0,narrow,0.7843886999980896
19,2,8,24,25.0,22.0,narrow,0.9338650999998208
19,2,8,25,24.0,21.0,narrow,0.1130919999995967
19,2,8,26,21.0,19.0,narrow,1.2815589999954682
19,2,8,27,22.0,20.0,narrow,0.5473075000045355
19,2,8,28,21.0,21.0,narrow,1.06420700000308
19,2,8,29,13.0,14.0,narrow,0.4805924000029336
19,2,8,30,21.0,20.0,narrow,0.0469826999978977
20,1,1,1,23.0,,wide,
20,1,1,2,35.0,30.0,wide,0.9008449000011752
20,1,1,3,31.0,31.0,wide,0.7674233000016102
20,1,1,4,32.0,33.0,wide,1.4679063000003223
20,1,1,5,30.0,31.0,wide,1.2346202000007906
20,1,1,6,17.0,16.0,wide,0.9175610999991476
20,1,1,7,35.0,35.0,wide,1.2844558999986475
20,1,1,8,27.0,25.0,wide,0.9175330000016402
20,1,1,9,40.0,27.0,wide,0.9012294000003748
20,1,1,10,20.0,20.0,wide,1.2180646000015258
20,1,1,11,33.0,30.0,wide,0.6675238000007084
20,1,1,12,14.0,10.0,wide,0.4670466000006854
20,1,1,13,31.0,26.0,wide,1.2012252000004082
20,1,1,14,25.0,23.0,wide,0.833257300000696
20,1,1,15,19.0,20.0,wide,0.1134509999992587
20,1,1,16,16.0,16.0,wide,0.4305303000001004
20,1,1,17,24.0,22.0,wide,0.9844993999995496
20,1,1,18,21.0,20.0,wide,1.6018924999989397
20,1,1,19,40.0,33.0,wide,0.0169578999993973
20,1,1,20,29.0,30.0,wide,1.534996000000319
20,1,1,21,19.0,20.0,wide,1.4181456999995137
20,1,1,22,13.0,16.0,wide,0.9176592000003438
20,1,1,23,39.0,31.0,wide,0.2667429000011907
20,1,1,24,18.0,20.0,wide,1.1012792000001357
20,1,1,25,12.0,13.0,wide,1.3011877999997523
20,1,1,26,32.0,22.0,wide,0.9008548999991036
20,1,1,27,10.0,14.0,wide,1.7185014999995474
20,1,1,28,40.0,33.0,wide,1.9518188000001828
20,1,1,29,14.0,17.0,wide,1.5850647999996
20,1,1,30,24.0,22.0,wide,0.8174871999999596
20,1,2,1,10.0,18.0,wide,1.1513806999992084
20,1,2,2,30.0,20.0,wide,1.2172927000010532
20,1,2,3,37.0,33.0,wide,0.350327299998753
20,1,2,4,34.0,27.0,wide,0.5172800999989704
20,1,2,5,11.0,10.0,wide,0.0334403999986534
20,1,2,6,10.0,10.0,wide,1.1174956999984715
20,1,2,7,10.0,13.0,wide,1.0176561000007496
20,1,2,8,38.0,27.0,wide,1.0510591000002023
20,1,2,9,17.0,16.0,wide,0.3002865999987989
