subject,session,run,trial_nr,n,response,range,response_time
06,2,4,16,14.0,13.0,narrow,0.5503709999975399
06,2,4,17,23.0,22.0,narrow,1.2846987999982955
06,2,4,18,22.0,24.0,narrow,0.7672610000008717
06,2,4,19,18.0,17.0,narrow,0.1504758999981277
06,2,4,20,24.0,25.0,narrow,0.900516300000163
06,2,4,21,10.0,10.0,narrow,0.1836019999973359
06,2,4,22,13.0,13.0,narrow,0.8332707000008668
06,2,4,23,14.0,14.0,narrow,0.8341939999991155
06,2,4,24,15.0,16.0,narrow,1.017736699999659
06,2,4,25,18.0,20.0,narrow,1.384922000001097
06,2,4,26,21.0,23.0,narrow,1.5349280000009458
06,2,4,27,24.0,24.0,narrow,0.6665714000009757
06,2,4,28,18.0,21.0,narrow,0.0668561000020417
06,2,4,29,11.0,11.0,narrow,0.9676366000021516
06,2,4,30,18.0,22.0,narrow,1.101032300000952
06,2,5,1,19.0,20.0,wide,0.3637082000022928
06,2,5,2,16.0,22.0,wide,1.400448399999732
06,2,5,3,19.0,25.0,wide,0.647355900000548
06,2,5,4,15.0,15.0,wide,0.063286299999163
06,2,5,5,21.0,27.0,wide,1.367919600001187
06,2,5,6,39.0,40.0,wide,0.8007825000022422
06,2,5,7,15.0,13.0,wide,0.3171440000005532
06,2,5,8,30.0,31.0,wide,1.0166866999970807
06,2,5,9,39.0,35.0,wide,1.201169600000867
06,2,5,10,34.0,31.0,wide,1.2181254999995872
06,2,5,11,29.0,28.0,wide,1.701681300000928
06,2,5,12,17.0,14.0,wide,1.5683979999994335
06,2,5,13,33.0,27.0,wide,1.3011967999991612
06,2,5,14,37.0,33.0,wide,0.9841646000022592
06,2,5,15,38.0,29.0,wide,1.6683741999986523
06,2,5,16,33.0,32.0,wide,1.100209600001108
06,2,5,17,10.0,10.0,wide,0.800420600000507
06,2,5,18,30.0,28.0,wide,1.8349862999966715
06,2,5,19,16.0,17.0,wide,0.6507290999979887
06,2,5,20,21.0,25.0,wide,1.3512279000024137
06,2,5,21,40.0,39.0,wide,0.834201400000893
06,2,5,22,17.0,12.0,wide,1.5516650999998092
06,2,5,23,27.0,29.0,wide,1.584953900000983
06,2,5,24,37.0,37.0,wide,0.4330929999996442
06,2,5,25,34.0,35.0,wide,1.4670609000022523
06,2,5,26,31.0,29.0,wide,0.4971915999994962
06,2,5,27,26.0,23.0,wide,1.8351553000029528
06,2,5,28,32.0,29.0,wide,1.568037799999729
06,2,5,29,24.0,27.0,wide,1.6853105000009236
06,2,5,30,21.0,16.0,wide,0.4503942999981518
06,2,6,1,31.0,29.0,wide,0.6499359000008553
06,2,6,2,39.0,35.0,wide,0.5004595999998855
06,2,6,3,32.0,30.0,wide,0.4171553000014683
06,2,6,4,38.0,34.0,wide,1.618303500003094
06,2,6,5,12.0,13.0,wide,1.0176036999982898
06,2,6,6,15.0,17.0,wide,0.0635040999986813
06,2,6,7,39.0,37.0,wide,0.5974234999994223
06,2,6,8,29.0,25.0,wide,1.3313205999984348
06,2,6,9,21.0,21.0,wide,0.4304890999992494
06,2,6,10,39.0,38.0,wide,1.584796600000118
06,2,6,11,32.0,37.0,wide,0.7509823000000324
06,2,6,12,20.0,21.0,wide,1.6850740000008957
06,2,6,13,28.0,28.0,wide,1.8019008999981452
06,2,6,14,11.0,10.0,wide,0.8845241999988502
06,2,6,15,29.0,34.0,wide,0.1668581000012636
06,2,6,16,23.0,23.0,wide,1.668470900000102
06,2,6,17,32.0,29.0,wide,1.7683207999980368
06,2,6,18,38.0,35.0,wide,1.935417900000175
06,2,6,19,17.0,16.0,wide,1.0643053999992844
06,2,6,20,13.0,15.0,wide,1.3504926999994495
06,2,6,21,33.0,38.0,wide,1.3503955000014685
06,2,6,22,26.0,31.0,wide,0.8307797999987088
06,2,6,23,11.0,10.0,wide,0.2137646000010136
06,2,6,24,11.0,13.0,wide,0.7510100999970746
06,2,6,25,11.0,16.0,wide,1.3511295999996946
06,2,6,26,38.0,40.0,wide,0.7507119000001694
06,2,6,27,37.0,38.0,wide,1.718683199997031
06,2,6,28,24.0,27.0,wide,0.6005899999981921
06,2,6,29,16.0,20.0,wide,0.9509285999993152
06,2,6,30,32.0,30.0,wide,0.9843780999981392
06,2,7,1,23.0,24.0,wide,1.3679058000016084
06,2,7,2,29.0,28.0,wide,0.2834200999968743
06,2,7,3,31.0,36.0,wide,1.435136899999634
06,2,7,4,38.0,37.0,wide,0.7474035999985063
06,2,7,5,20.0,18.0,wide,0.4801402999983111
06,2,7,6,33.0,31.0,wide,1.2002700999983065
06,2,7,7,17.0,21.0,wide,0.9308751999997184
06,2,7,8,24.0,26.0,wide,0.2502827000025718
06,2,7,9,11.0,12.0,wide,1.2660047999997914
06,2,7,10,15.0,18.0,wide,1.134146200001851
06,2,7,11,23.0,28.0,wide,1.9851934999969671
06,2,7,12,26.0,35.0,wide,0.5504132999994908
06,2,7,13,32.0,36.0,wide,1.4180343999978504
06,2,7,14,17.0,14.0,wide,0.3503567000007024
06,2,7,15,17.0,18.0,wide,0.1302990000003774
06,2,7,16,36.0,38.0,wide,1.393989699998201
06,2,7,17,26.0,28.0,wide,1.164290799999435
06,2,7,18,40.0,34.0,wide,0.9141830000007758
06,2,7,19,39.0,35.0,wide,0.8438052999990759
06,2,7,20,36.0,33.0,wide,1.1674885000029462
06,2,7,21,22.0,24.0,wide,1.6352097999988473
06,2,7,22,22.0,26.0,wide,2.085404400000698
06,2,7,23,31.0,32.0,wide,1.6015840000000026
06,2,7,24,37.0,36.0,wide,1.7521801999973832
06,2,7,25,18.0,15.0,wide,1.5347529999999097
06,2,7,26,35.0,35.0,wide,0.2835951000015484
06,2,7,27,37.0,38.0,wide,1.8783748999994712
06,2,7,28,18.0,20.0,wide,0.6839867999988201
06,2,7,29,31.0,34.0,wide,1.7186089999995602
06,2,7,30,33.0,29.0,wide,1.5980947999996715
06,2,8,1,27.0,28.0,wide,0.8641749999987951
06,2,8,2,34.0,35.0,wide,1.066881700000522
06,2,8,3,29.0,35.0,wide,1.8511102000011304
06,2,8,4,10.0,10.0,wide,1.183709100001579
06,2,8,5,36.0,39.0,wide,1.5350438999994367
06,2,8,6,16.0,18.0,wide,0.950958500001434
06,2,8,7,31.0,33.0,wide,0.2502987000007124
06,2,8,8,30.0,33.0,wide,1.0501838000018324
06,2,8,9,22.0,28.0,wide,0.3836429999973916
06,2,8,10,40.0,37.0,wide,0.1000237999978708
06,2,8,11,37.0,40.0,wide,0.3002105000014126
06,2,8,12,16.0,15.0,wide,1.6353096999991976
06,2,8,13,32.0,30.0,wide,1.284708099999989
06,2,8,14,21.0,23.0,wide,1.7686914000005345
06,2,8,15,12.0,13.0,wide,0.8007943999982672
06,2,8,16,24.0,26.0,wide,1.5517624999993131
06,2,8,17,27.0,33.0,wide,1.4514555000023392
06,2,8,18,35.0,38.0,wide,0.1666996999992989
06,2,8,19,10.0,10.0,wide,0.7006953999989491
06,2,8,20,26.0,34.0,wide,1.2313901000015903
06,2,8,21,30.0,36.0,wide,0.7339789000034216
06,2,8,22,23.0,29.0,wide,1.551787000000331
06,2,8,23,29.0,36.0,wide,0.9835268999995606
06,2,8,24,25.0,33.0,wide,1.134399399998074
06,2,8,25,38.0,30.0,wide,1.6184122999984538
06,2,8,26,12.0,14.0,wide,1.401231399999233
06,2,8,27,33.0,39.0,wide,0.9340765999986615
06,2,8,28,23.0,30.0,wide,1.15120300000126
06,2,8,29,16.0,23.0,wide,0.7673753999988548
06,2,8,30,29.0,32.0,wide,0.8175270000028831
07,1,1,1,20.0,,narrow,
07,1,1,2,15.0,17.0,narrow,1.868687000001955
07,1,1,3,22.0,22.0,narrow,0.1503215999982785
07,1,1,4,16.0,16.0,narrow,0.0669935999976587
07,1,1,5,20.0,21.0,narrow,0.4004160000004049
07,1,1,6,10.0,10.0,narrow,1.2837388000007195
07,1,1,7,16.0,15.0,narrow,1.0168357999973523
07,1,1,8,13.0,18.0,narrow,1.401641299999028
07,1,1,9,10.0,10.0,narrow,1.2342588999999862
07,1,1,10,22.0,21.0,narrow,0.8504551000005449
07,1,1,11,17.0,23.0,narrow,0.2335858999977063
07,1,1,12,18.0,20.0,narrow,0.7164002999998047
07,1,1,13,15.0,17.0,narrow,1.2314205000002405
07,1,1,14,23.0,25.0,narrow,0.8674240000000282
07,1,1,15,12.0,10.0,narrow,1.0515804999995453
07,1,1,16,16.0,16.0,narrow,0.6007071000021824
07,1,1,17,15.0,21.0,narrow,0.984626000001299
07,1,1,18,12.0,10.0,narrow,1.2837827000003017
07,1,1,19,25.0,25.0,narrow,0.7672932999994373
07,1,1,20,23.0,23.0,narrow,0.3837700000003679
07,1,1,21,10.0,11.0,narrow,0.9345073999975284
07,1,1,22,25.0,22.0,narrow,1.4015997999995309
07,1,1,23,25.0,22.0,narrow,2.035755799999606
07,1,1,24,11.0,12.0,narrow,1.0511355999988157
07,1,1,25,24.0,22.0,narrow,0.2836763000013889
07,1,1,26,17.0,19.0,narrow,0.6173024999989138
07,1,1,27,12.0,12.0,narrow,0.9343554000006408
07,1,1,28,12.0,14.0,narrow,1.601267199999711
07,1,1,29,14.0,17.0,narrow,0.7508654000012029
07,1,1,30,17.0,19.0,narrow,0.2504259999986971
07,1,2,1,12.0,13.0,narrow,0.4004210000020975
07,1,2,2,21.0,21.0,narrow,1.251455099998566
07,1,2,3,17.0,,narrow,
07,1,2,4,22.0,23.0,narrow,1.418454799997562
07,1,2,5,12.0,12.0,narrow,0.0501731999975163
07,1,2,6,13.0,14.0,narrow,1.3181856000010157
07,1,2,7,16.0,21.0,narrow,0.2503126000010525
07,1,2,8,10.0,12.0,narrow,0.1666004999970027
07,1,2,9,11.0,10.0,narrow,0.7671085999973002
07,1,2,10,10.0,11.0,narrow,0.8176286000016262
07,1,2,11,23.0,25.0,narrow,1.2852306999993743
07,1,2,12,15.0,20.0,narrow,0.6805186000019603
07,1,2,13,21.0,22.0,narrow,0.7637708999973256
07,1,2,14,21.0,21.0,narrow,0.0836966999995638
07,1,2,15,17.0,20.0,narrow,1.4011744000017643
07,1,2,16,18.0,22.0,narrow,1.2347790000021632
07,1,2,17,20.0,19.0,narrow,1.635123099997145
07,1,2,18,12.0,14.0,narrow,1.6519675000017742
07,1,2,19,18.0,18.0,narrow,1.2349692999996478
07,1,2,20,20.0,23.0,narrow,1.3015470000027562
07,1,2,21,13.0,13.0,narrow,0.8342435000013211
07,1,2,22,23.0,21.0,narrow,0.9001189000009617
07,1,2,23,15.0,20.0,narrow,0.1969623000004503
07,1,2,24,13.0,19.0,narrow,1.160784499999863
07,1,2,25,21.0,19.0,narrow,0.9012335000006716
07,1,2,26,20.0,21.0,narrow,1.0678123000034248
07,1,2,27,12.0,15.0,narrow,0.4972726000014518
07,1,2,28,16.0,16.0,narrow,0.3469628999991982
07,1,2,29,15.0,15.0,narrow,0.6102644999991753
07,1,2,30,14.0,15.0,narrow,0.1836740999970061
07,1,3,1,11.0,13.0,narrow,1.7519276999992144
07,1,3,2,22.0,20.0,narrow,1.283658899999864
07,1,3,3,22.0,22.0,narrow,0.4001516999996966
07,1,3,4,22.0,25.0,narrow,1.2848162000009324
07,1,3,5,21.0,24.0,narrow,0.8172925999970175
07,1,3,6,14.0,16.0,narrow,1.067937299998448
07,1,3,7,13.0,14.0,narrow,1.234662800001388
07,1,3,8,23.0,22.0,narrow,1.4179722000008042
07,1,3,9,21.0,20.0,narrow,1.449216199998773
07,1,3,10,24.0,23.0,narrow,0.6839251999990665
07,1,3,11,11.0,15.0,narrow,1.601965800000471
07,1,3,12,24.0,24.0,narrow,0.6506326999988232
07,1,3,13,22.0,22.0,narrow,1.2014233999980206
07,1,3,14,11.0,12.0,narrow,0.7678181000010227
07,1,3,15,20.0,19.0,narrow,0.4474267000005056
07,1,3,16,13.0,15.0,narrow,1.4847889999982726
07,1,3,17,17.0,19.0,narrow,0.4002488000005542
07,1,3,18,12.0,13.0,narrow,1.1179667999967933
07,1,3,19,13.0,21.0,narrow,0.4669725999992806
07,1,3,20,16.0,17.0,narrow,0.2167418999997608
07,1,3,21,14.0,15.0,narrow,0.951250499998423
07,1,3,22,18.0,21.0,narrow,1.1677944000002751
07,1,3,23,22.0,24.0,narrow,1.1176829999967597
07,1,3,24,16.0,18.0,narrow,1.0345651999996337
07,1,3,25,25.0,24.0,narrow,1.0513912999995227
07,1,3,26,14.0,19.0,narrow,0.6330886999967333
07,1,3,27,10.0,10.0,narrow,0.4675635999992664
07,1,3,28,10.0,11.0,narrow,1.2177719000028446
07,1,3,29,25.0,24.0,narrow,0.3168679999980668
07,1,3,30,21.0,23.0,narrow,0.0500941000027523
07,1,4,1,11.0,11.0,narrow,0.3002833999998984
07,1,4,2,23.0,20.0,narrow,0.967930900002102
07,1,4,3,25.0,23.0,narrow,1.4015426999976626
07,1,4,4,17.0,19.0,narrow,1.4183283999991545
07,1,4,5,21.0,23.0,narrow,1.251628800000617
07,1,4,6,21.0,22.0,narrow,1.4015240999979142
07,1,4,7,17.0,23.0,narrow,1.3016041000009864
07,1,4,8,10.0,10.0,narrow,0.249633299998095
07,1,4,9,12.0,16.0,narrow,1.6350985999997647
07,1,4,10,20.0,22.0,narrow,1.1011537999984284
07,1,4,11,11.0,14.0,narrow,0.2637345000002824
07,1,4,12,17.0,22.0,narrow,0.1803924999985611
07,1,4,13,16.0,19.0,narrow,1.034680099997786
07,1,4,14,19.0,23.0,narrow,1.2674718000016585
07,1,4,15,20.0,23.0,narrow,1.117890500001522
07,1,4,16,19.0,23.0,narrow,1.2515368000022136
07,1,4,17,17.0,24.0,narrow,0.1669589999983145
07,1,4,18,18.0,18.0,narrow,0.2001694999999017
07,1,4,19,24.0,23.0,narrow,0.6671996000004583
07,1,4,20,13.0,13.0,narrow,0.4001319000017247
07,1,4,21,13.0,13.0,narrow,0.5337244999973336
07,1,4,22,23.0,20.0,narrow,0.8679713000019547
07,1,4,23,14.0,16.0,narrow,1.7683099000023503
07,1,4,24,11.0,12.0,narrow,0.6840176000005158
07,1,4,25,19.0,20.0,narrow,1.1011617999974987
07,1,4,26,11.0,14.0,narrow,1.114620600001217
07,1,4,27,14.0,14.0,narrow,1.251739199997246
07,1,4,28,15.0,18.0,narrow,1.2846678999994765
07,1,4,29,23.0,22.0,narrow,1.6518328999991354
07,1,4,30,15.0,20.0,narrow,0.7174765000017942
07,1,5,1,19.0,23.0,wide,0.9345073000004048
07,1,5,2,36.0,30.0,wide,1.801028199999564
07,1,5,3,13.0,13.0,wide,0.617284899999504
07,1,5,4,14.0,14.0,wide,1.6853991999996651
07,1,5,5,29.0,26.0,wide,1.1346526000015729
07,1,5,6,28.0,27.0,wide,1.568467299999611
07,1,5,7,31.0,26.0,wide,1.2846543999985442
07,1,5,8,25.0,22.0,wide,1.6184459000032805
07,1,5,9,10.0,12.0,wide,1.783085299997765
07,1,5,10,22.0,30.0,wide,0.8340188999973179
07,1,5,11,18.0,21.0,wide,1.6015867000023718
07,1,5,12,29.0,28.0,wide,0.450306200000341
07,1,5,13,22.0,27.0,wide,1.3680046999979822
07,1,5,14,32.0,31.0,wide,0.851014199997735
07,1,5,15,24.0,28.0,wide,1.0939136999986658
07,1,5,16,28.0,27.0,wide,0.5839734000001044
07,1,5,17,19.0,18.0,wide,1.451589199998125
07,1,5,18,32.0,32.0,wide,0.5971575000003213
07,1,5,19,37.0,34.0,wide,0.6972839000009117
07,1,5,20,13.0,14.0,wide,1.767296100002568
07,1,5,21,36.0,30.0,wide,1.3517701999990095
07,1,5,22,21.0,17.0,wide,1.251588700000866
07,1,5,23,20.0,18.0,wide,0.917532499999652
07,1,5,24,35.0,28.0,wide,1.3682497999980114
07,1,5,25,10.0,10.0,wide,0.3329205000009096
07,1,5,26,26.0,25.0,wide,0.4004615000012563
07,1,5,27,10.0,14.0,wide,0.1502298999985214
07,1,5,28,29.0,30.0,wide,2.0855771000024106
07,1,5,29,31.0,27.0,wide,0.9175536000002468
07,1,5,30,26.0,28.0,wide,0.0334707000001799
07,1,6,1,18.0,19.0,wide,1.635240300001897
07,1,6,2,30.0,27.0,wide,1.3812693999971088
07,1,6,3,13.0,18.0,wide,1.335171700000501
07,1,6,4,37.0,31.0,wide,0.4841149999992922
07,1,6,5,20.0,20.0,wide,2.035514899998816
07,1,6,6,28.0,29.0,wide,0.8674409000013839
07,1,6,7,22.0,28.0,wide,1.284893000000011
07,1,6,8,30.0,32.0,wide,1.2180770999984816
07,1,6,9,39.0,31.0,wide,1.8184866000010516
07,1,6,10,20.0,17.0,wide,0.5329867999971611
07,1,6,11,17.0,15.0,wide,1.3181222999992317
07,1,6,12,39.0,31.0,wide,0.3337763999988965
07,1,6,13,37.0,31.0,wide,1.1011943000012252
07,1,6,14,15.0,18.0,wide,0.8011860999977216
07,1,6,15,29.0,22.0,wide,0.6839157000031264
07,1,6,16,19.0,18.0,wide,1.785234299997683
07,1,6,17,16.0,15.0,wide,1.1015163999982178
07,1,6,18,11.0,11.0,wide,1.4683570000015609
07,1,6,19,13.0,14.0,wide,0.0166779999999562
07,1,6,20,25.0,17.0,wide,0.1166847000022244
07,1,6,21,15.0,19.0,wide,0.5669870999990962
07,1,6,22,18.0,20.0,wide,1.6518773999996483
07,1,6,23,21.0,19.0,wide,0.0499643000002834
07,1,6,24,24.0,25.0,wide,1.5184848999997484
07,1,6,25,18.0,22.0,wide,1.0679008000006434
07,1,6,26,12.0,17.0,wide,0.6472408000008727
07,1,6,27,12.0,14.0,wide,1.244066699997347
07,1,6,28,17.0,18.0,wide,0.2669015999999828
07,1,6,29,30.0,28.0,wide,0.8508806999998342
07,1,6,30,24.0,28.0,wide,0.080118300000322
07,1,7,1,31.0,29.0,wide,0.5338226000021677
07,1,7,2,15.0,18.0,wide,0.4967847000007168
07,1,7,3,26.0,24.0,wide,0.0467066999990493
07,1,7,4,27.0,28.0,wide,1.8682801999966616
07,1,7,5,26.0,26.0,wide,0.6475702000025194
07,1,7,6,17.0,16.0,wide,0.3802257000024838
07,1,7,7,17.0,22.0,wide,1.030785700000706
07,1,7,8,18.0,17.0,wide,0.8835275999990699
07,1,7,9,15.0,21.0,wide,0.6005775000012363
07,1,7,10,40.0,31.0,wide,0.9009561000020768
07,1,7,11,40.0,28.0,wide,0.3837103999976534
07,1,7,12,37.0,26.0,wide,1.1847627999995891
07,1,7,13,32.0,26.0,wide,0.250273699999525
07,1,7,14,16.0,13.0,wide,1.4018272000030263
07,1,7,15,14.0,16.0,wide,1.8850396999987424
07,1,7,16,22.0,21.0,wide,0.9832539999988512
07,1,7,17,27.0,27.0,wide,1.217857499999809
07,1,7,18,21.0,22.0,wide,0.3002931999981229
07,1,7,19,32.0,30.0,wide,1.4683498999984297
07,1,7,20,26.0,27.0,wide,1.6681654999993043
07,1,7,21,33.0,31.0,wide,1.4183169999996608
07,1,7,22,20.0,23.0,wide,1.3183387999997649
07,1,7,23,11.0,12.0,wide,0.9668532999967284
07,1,7,24,32.0,30.0,wide,0.7644932999974117
07,1,7,25,31.0,29.0,wide,0.5804127999981574
07,1,7,26,35.0,32.0,wide,0.7475507000017387
07,1,7,27,18.0,23.0,wide,0.8309317999992345
07,1,7,28,22.0,27.0,wide,0.9009848999994574
07,1,7,29,29.0,28.0,wide,1.0943235999984608
07,1,7,30,32.0,29.0,wide,0.7672705999975733
07,1,8,1,28.0,27.0,wide,0.8474676000005275
07,1,8,2,15.0,15.0,wide,1.2676123000019288
07,1,8,3,34.0,32.0,wide,1.2680911000024937
07,1,8,4,33.0,29.0,wide,1.0504123999999138
07,1,8,5,21.0,18.0,wide,1.066778099997464
07,1,8,6,31.0,28.0,wide,1.8518072000006216
07,1,8,7,15.0,18.0,wide,1.034364699997241
07,1,8,8,11.0,10.0,wide,0.7508827999990899
07,1,8,9,31.0,30.0,wide,0.8674194999985048
07,1,8,10,21.0,21.0,wide,0.4838027999976475
07,1,8,11,20.0,17.0,wide,1.1845490999985486
07,1,8,12,12.0,14.0,wide,0.95119540000087
07,1,8,13,24.0,25.0,wide,1.384649100000388
07,1,8,14,30.0,32.0,wide,0.5641474000003655
07,1,8,15,29.0,31.0,wide,0.1305069999980332
07,1,8,16,38.0,30.0,wide,0.3474378999999317
07,1,8,17,34.0,32.0,wide,1.5517100999968534
07,1,8,18,11.0,11.0,wide,0.900605099999666
07,1,8,19,29.0,26.0,wide,0.2169518000009702
07,1,8,20,18.0,18.0,wide,1.5513031000009505
07,1,8,21,38.0,31.0,wide,0.1670128000005206
07,1,8,22,15.0,17.0,wide,0.9509102000010898
07,1,8,23,23.0,25.0,wide,0.1669872999991639
07,1,8,24,10.0,13.0,wide,0.4840119999971648
07,1,8,25,17.0,20.0,wide,2.085786999999982
07,1,8,26,12.0,14.0,wide,1.5348172999983944
07,1,8,27,16.0,18.0,wide,0.3337296999998216
07,1,8,28,34.0,32.0,wide,1.5517335000004095
07,1,8,29,15.0,17.0,wide,0.5336983999986842
07,1,8,30,17.0,24.0,wide,0.2669205000020156
07,2,1,1,21.0,25.0,wide,0.9511232999975618
07,2,1,2,19.0,18.0,wide,0.5673653000012564
07,2,1,3,35.0,29.0,wide,1.1510954000004858
07,2,1,4,14.0,11.0,wide,1.6682574000005843
07,2,1,5,20.0,19.0,wide,1.0834742000006372
07,2,1,6,34.0,35.0,wide,0.99417419999736
07,2,1,7,12.0,21.0,wide,1.401570800000627
07,2,1,8,25.0,25.0,wide,1.1846485999994911
07,2,1,9,28.0,29.0,wide,1.2980912000020908
07,2,1,10,10.0,10.0,wide,0.8307243000017479
07,2,1,11,24.0,22.0,wide,0.3169753000001947
07,2,1,12,40.0,38.0,wide,0.4505190999989281
07,2,1,13,11.0,10.0,wide,0.9010388999995484
07,2,1,14,28.0,25.0,wide,1.3513033999988693
07,2,1,15,17.0,19.0,wide,1.1175781000019924
07,2,1,16,36.0,37.0,wide,0.5506897000013851
07,2,1,17,27.0,31.0,wide,0.700708600001235
07,2,1,18,30.0,35.0,wide,0.4004868000010901
07,2,1,19,13.0,11.0,wide,1.284507599997596
07,2,1,20,20.0,18.0,wide,0.1502306000002136
07,2,1,21,11.0,10.0,wide,0.8008743999998842
07,2,1,22,37.0,40.0,wide,0.9009536000012304
07,2,1,23,39.0,37.0,wide,1.6513212000027124
07,2,1,24,16.0,14.0,wide,0.3336558000009972
07,2,1,25,37.0,34.0,wide,2.0851537000016833
07,2,1,26,33.0,30.0,wide,0.3637282999989111
07,2,1,27,19.0,19.0,wide,1.1311437000003934
07,2,1,28,19.0,18.0,wide,0.6807601000000432
07,2,1,29,12.0,12.0,wide,1.1308680999973149
07,2,1,30,26.0,30.0,wide,0.967618599999696
07,2,2,1,30.0,28.0,wide,1.1515217999985907
07,2,2,2,17.0,16.0,wide,1.0843684999999823
07,2,2,3,13.0,10.0,wide,0.5006482000026153
07,2,2,4,40.0,36.0,wide,1.5681972999991558
07,2,2,5,17.0,18.0,wide,0.2335703000026114
07,2,2,6,25.0,28.0,wide,1.9018704000009168
07,2,2,7,17.0,19.0,wide,0.1636421000002883
07,2,2,8,30.0,30.0,wide,1.5849450999994588
07,2,2,9,33.0,35.0,wide,1.902041299999837
07,2,2,10,30.0,30.0,wide,2.0190712999974494
07,2,2,11,16.0,19.0,wide,0.8973876999989443
07,2,2,12,28.0,28.0,wide,0.9143984000002092
07,2,2,13,37.0,33.0,wide,0.5837036999982956
07,2,2,14,28.0,27.0,wide,1.601903200000379
07,2,2,15,19.0,18.0,wide,0.5504777000023751
07,2,2,16,31.0,34.0,wide,1.034076900003129
07,2,2,17,12.0,12.0,wide,0.3170463000024028
07,2,2,18,27.0,22.0,wide,0.7004029999989143
07,2,2,19,31.0,29.0,wide,1.2009139000001596
07,2,2,20,15.0,13.0,wide,1.6515813000005437
07,2,2,21,20.0,17.0,wide,0.4170821000006981
07,2,2,22,29.0,31.0,wide,1.1849202000012156
07,2,2,23,32.0,38.0,wide,0.5675941000008606
07,2,2,24,18.0,23.0,wide,1.6851501000019198
07,2,2,25,31.0,30.0,wide,1.0008294000035676
07,2,2,26,40.0,39.0,wide,1.0176288000002387
07,2,2,27,22.0,23.0,wide,0.3335835000034421
07,2,2,28,21.0,21.0,wide,0.7268939999994473
07,2,2,29,30.0,31.0,wide,1.218019700001605
07,2,2,30,27.0,29.0,wide,0.3137442000006558
07,2,3,1,22.0,19.0,wide,1.014496899999358
07,2,3,2,18.0,18.0,wide,0.5840672000013001
07,2,3,3,24.0,26.0,wide,0.650607300001866
07,2,3,4,28.0,28.0,wide,0.7673166999993555
07,2,3,5,24.0,24.0,wide,1.1844504999971832
07,2,3,6,27.0,27.0,wide,0.2004573999984131
07,2,3,7,20.0,19.0,wide,0.950895499998296
07,2,3,8,23.0,21.0,wide,1.651567500000965
07,2,3,9,21.0,23.0,wide,0.3669197000017448
07,2,3,10,38.0,36.0,wide,1.2007959000002302
07,2,3,11,18.0,14.0,wide,1.1346205000008922
07,2,3,12,32.0,30.0,wide,1.0510826999998244
07,2,3,13,26.0,28.0,wide,1.3513742000031923
07,2,3,14,26.0,29.0,wide,1.5517690000015136
07,2,3,15,36.0,35.0,wide,0.9176485999996656
07,2,3,16,36.0,35.0,wide,1.3348750999975891
07,2,3,17,31.0,32.0,wide,1.368169500001386
07,2,3,18,36.0,36.0,wide,0.8842554000002565
07,2,3,19,15.0,14.0,wide,0.3503235999996832
07,2,3,20,15.0,15.0,wide,1.6517294000004767
07,2,3,21,30.0,25.0,wide,0.1668967000005068
07,2,3,22,38.0,39.0,wide,0.1500526000017998
07,2,3,23,12.0,17.0,wide,1.8685995999985607
07,2,3,24,25.0,24.0,wide,2.1019264000024123
07,2,3,25,27.0,27.0,wide,0.317087100000208
07,2,3,26,15.0,17.0,wide,1.0674746000004234
07,2,3,27,22.0,26.0,wide,1.2667826999968383
07,2,3,28,22.0,25.0,wide,0.350433299998258
07,2,3,29,11.0,10.0,wide,0.9512237999988428
07,2,3,30,36.0,35.0,wide,0.3337090999993961
07,2,4,1,16.0,17.0,wide,1.600850900002115
07,2,4,2,14.0,15.0,wide,1.5012328999982856
07,2,4,3,31.0,28.0,wide,1.4014367000017955
07,2,4,4,38.0,33.0,wide,1.3180714000009175
07,2,4,5,27.0,29.0,wide,0.6808258999990358
07,2,4,6,40.0,40.0,wide,0.5935816999990493
07,2,4,7,16.0,15.0,wide,1.1678032999989227
07,2,4,8,10.0,10.0,wide,0.5163274000005913
07,2,4,9,11.0,11.0,wide,0.6172625999970478
07,2,4,10,33.0,33.0,wide,0.4672723000003316
07,2,4,11,34.0,35.0,wide,0.450459799998498
07,2,4,12,32.0,31.0,wide,0.1332032999998773
07,2,4,13,26.0,31.0,wide,1.1010706999986724
07,2,4,14,25.0,28.0,wide,1.2013393999986874
07,2,4,15,38.0,40.0,wide,0.666651899999124
07,2,4,16,14.0,11.0,wide,1.168033000001742
07,2,4,17,16.0,17.0,wide,0.1501060000009602
07,2,4,18,14.0,16.0,wide,1.5683628000006138
07,2,4,19,25.0,26.0,wide,1.3012951999990037
07,2,4,20,24.0,28.0,wide,0.6269666999978654
07,2,4,21,38.0,38.0,wide,0.7841562000030535
07,2,4,22,38.0,35.0,wide,1.751841599998443
07,2,4,23,40.0,39.0,wide,1.2271770000006654
07,2,4,24,22.0,19.0,wide,1.568461799997749
07,2,4,25,22.0,27.0,wide,1.0507122000017262
07,2,4,26,28.0,30.0,wide,0.5139606000011554
07,2,4,27,34.0,30.0,wide,1.5183957000008377
07,2,4,28,27.0,27.0,wide,0.5972247999998217
07,2,4,29,14.0,14.0,wide,1.781378900002892
07,2,4,30,31.0,33.0,wide,0.2500666999985697
07,2,5,1,22.0,22.0,narrow,1.418244099997537
07,2,5,2,23.0,22.0,narrow,0.3668455000006361
07,2,5,3,13.0,13.0,narrow,1.417939399998431
