subject,session,mapping,run,trial_nr,orientation,value,reward,response,response_time
10,2,inverse_cdf,5,104,60.0,18.5,47.5,23.0,2.982927000000018
10,2,inverse_cdf,5,105,165.0,41.0,78.5,38.5,1.4759299000002102
10,2,inverse_cdf,5,106,45.0,11.5,42.0,16.5,1.54467300000033
10,2,inverse_cdf,5,107,37.5,7.5,42.0,10.0,2.93578239999988
10,2,inverse_cdf,5,108,52.5,16.0,42.0,17.0,1.3329009999997652
10,2,inverse_cdf,5,109,172.5,41.5,83.0,42.0,1.098672699999952
10,2,inverse_cdf,5,110,15.0,3.0,42.0,5.0,1.9485749000000396
10,2,inverse_cdf,5,111,75.0,21.0,58.0,18.5,1.994870500000161
10,2,inverse_cdf,5,112,127.5,28.0,60.5,25.5,1.699360500000239
10,2,inverse_cdf,5,113,142.5,36.5,52.0,29.5,1.9576968000001216
10,2,inverse_cdf,5,114,90.0,22.0,42.0,22.0,1.615431900000203
10,2,inverse_cdf,5,115,82.5,21.5,0.0,,
10,2,inverse_cdf,6,116,22.5,4.0,42.0,4.5,1.2084300999999869
10,2,inverse_cdf,6,117,97.5,22.5,42.0,23.5,1.91012580000006
10,2,inverse_cdf,6,118,90.0,22.0,51.0,22.5,1.815624200000002
10,2,inverse_cdf,6,119,112.5,24.0,42.0,26.5,2.4525932000001376
10,2,inverse_cdf,6,120,142.5,36.5,42.5,37.0,1.745449799999733
10,2,inverse_cdf,6,121,82.5,21.5,47.0,19.5,2.1697549000000436
10,2,inverse_cdf,6,122,105.0,23.0,48.5,25.5,1.3102567999999335
10,2,inverse_cdf,6,123,52.5,16.0,42.0,7.0,2.310928600000352
10,2,inverse_cdf,6,124,75.0,21.0,42.0,13.5,1.603653299999678
10,2,inverse_cdf,6,125,120.0,25.5,42.0,24.5,2.157653400000072
10,2,inverse_cdf,6,126,60.0,18.5,53.0,20.0,2.1704940999998144
10,2,inverse_cdf,6,127,7.5,2.5,42.0,0.0,1.6154156999996303
10,2,inverse_cdf,6,128,165.0,41.0,53.5,40.0,1.933715099999972
10,2,inverse_cdf,6,129,15.0,3.0,42.0,3.0,2.0043988000002173
10,2,inverse_cdf,6,130,127.5,28.0,0.0,,
10,2,inverse_cdf,6,131,172.5,41.5,64.0,38.0,1.6277317000003677
10,2,inverse_cdf,6,132,157.5,40.0,67.5,33.0,1.40313900000001
10,2,inverse_cdf,6,133,135.0,32.5,49.0,29.5,2.13412900000003
10,2,inverse_cdf,6,134,45.0,11.5,42.0,11.0,2.523287099999834
10,2,inverse_cdf,6,135,37.5,7.5,42.0,7.5,1.7688929000000826
10,2,inverse_cdf,6,136,30.0,5.0,42.0,4.5,1.8509969000001547
10,2,inverse_cdf,6,137,150.0,39.0,47.0,38.5,1.3930012000000715
10,2,inverse_cdf,6,138,67.5,20.0,42.0,19.5,2.3935605000001487
10,2,inverse_cdf,7,139,60.0,18.5,60.0,10.0,1.3488759000001664
10,2,inverse_cdf,7,140,52.5,16.0,53.5,9.5,1.9503523999997017
10,2,inverse_cdf,7,141,75.0,21.0,42.0,20.5,1.7947782999999615
10,2,inverse_cdf,7,142,97.5,22.5,42.0,23.0,1.6627749999997832
10,2,inverse_cdf,7,143,120.0,25.5,42.0,27.5,1.498898399999689
10,2,inverse_cdf,7,144,105.0,23.0,43.5,24.5,2.4182694000000993
10,2,inverse_cdf,7,145,157.5,40.0,61.5,41.0,1.8748107999999777
10,2,inverse_cdf,7,146,165.0,41.0,50.5,41.0,2.936628599999949
10,2,inverse_cdf,7,147,15.0,3.0,42.0,5.0,1.8988601000000929
10,2,inverse_cdf,7,148,150.0,39.0,43.5,38.5,2.146480700000211
10,2,inverse_cdf,7,149,67.5,20.0,49.5,20.0,1.320701900000131
10,2,inverse_cdf,7,150,135.0,32.5,44.5,31.0,1.7450434000002133
10,2,inverse_cdf,7,151,37.5,7.5,42.0,10.5,1.3204864000003909
10,2,inverse_cdf,7,152,45.0,11.5,38.0,18.5,2.169448999999986
10,2,inverse_cdf,7,153,7.5,2.5,42.0,3.5,1.733283499999743
10,2,inverse_cdf,7,154,90.0,22.0,61.5,23.0,2.5350695000006453
10,2,inverse_cdf,7,155,82.5,21.5,42.0,21.0,2.0424026999999114
10,2,inverse_cdf,7,156,30.0,5.0,42.0,19.5,2.4336253000001307
10,2,inverse_cdf,7,157,112.5,24.0,42.0,24.5,2.0879932999996527
10,2,inverse_cdf,7,158,22.5,4.0,42.0,8.0,1.2747055999998338
10,2,inverse_cdf,7,159,127.5,28.0,42.0,23.5,2.1476636000006692
10,2,inverse_cdf,7,160,142.5,36.5,60.5,25.5,2.3227704000000813
10,2,inverse_cdf,7,161,172.5,41.5,78.0,42.0,0.8137434000000212
10,2,inverse_cdf,8,162,120.0,25.5,42.0,23.5,1.639590099999623
10,2,inverse_cdf,8,163,127.5,28.0,42.0,25.0,1.9808898000001136
10,2,inverse_cdf,8,164,165.0,41.0,51.5,39.5,1.7684810000000653
10,2,inverse_cdf,8,165,37.5,7.5,42.0,6.0,2.0163032999998904
10,2,inverse_cdf,8,166,30.0,5.0,42.0,7.5,2.276684800000112
10,2,inverse_cdf,8,167,112.5,24.0,46.0,23.5,1.5216903999998976
10,2,inverse_cdf,8,168,135.0,32.5,42.0,25.5,2.2252997999994477
10,2,inverse_cdf,8,169,97.5,22.5,64.0,23.5,2.051602699999421
10,2,inverse_cdf,8,170,7.5,2.5,42.0,4.5,1.4739561999995203
10,2,inverse_cdf,8,171,22.5,4.0,42.0,8.5,2.2311105000007956
10,2,inverse_cdf,8,172,45.0,11.5,50.5,17.0,1.9806624999991984
10,2,inverse_cdf,8,173,157.5,40.0,76.5,38.5,1.7922459000001254
10,2,inverse_cdf,8,174,105.0,23.0,47.5,24.0,1.7097305999996024
10,2,inverse_cdf,8,175,142.5,36.5,62.5,32.5,1.8993215999998936
10,2,inverse_cdf,8,176,172.5,41.5,48.0,42.0,0.5200764000001072
10,2,inverse_cdf,8,177,67.5,20.0,58.0,19.5,1.6861966999995277
10,2,inverse_cdf,8,178,90.0,22.0,42.0,22.0,2.455898299999717
10,2,inverse_cdf,8,179,150.0,39.0,68.5,34.0,1.9361464000003252
10,2,inverse_cdf,8,180,75.0,21.0,42.0,21.5,1.828173699999752
10,2,inverse_cdf,8,181,82.5,21.5,47.0,21.0,2.5012704999999187
10,2,inverse_cdf,8,182,52.5,16.0,0.0,,
10,2,inverse_cdf,8,183,60.0,18.5,42.0,11.0,1.3442735000007815
10,2,inverse_cdf,8,184,15.0,3.0,42.0,2.0,1.851933399999325
11,1,inverse_cdf,1,1,97.5,22.5,42.0,21.0,2.652829499999825
11,1,inverse_cdf,1,2,45.0,11.5,50.0,16.0,0.9551652000000104
11,1,inverse_cdf,1,3,150.0,39.0,52.0,39.0,2.2758222000002206
11,1,inverse_cdf,1,4,90.0,22.0,56.0,22.0,2.4288258999999925
11,1,inverse_cdf,1,5,15.0,3.0,42.0,3.0,1.9336607999998705
11,1,inverse_cdf,1,6,75.0,21.0,42.0,21.0,1.862952199999654
11,1,inverse_cdf,1,7,112.5,24.0,42.0,25.5,0.9904117999999472
11,1,inverse_cdf,1,8,67.5,20.0,42.0,21.0,1.733270000000175
11,1,inverse_cdf,1,9,105.0,23.0,43.0,23.0,1.862886599999911
11,1,inverse_cdf,1,10,60.0,18.5,42.0,21.0,2.453499400000055
11,1,inverse_cdf,1,11,157.5,40.0,62.5,41.0,2.6292552999998406
11,1,inverse_cdf,1,12,7.5,2.5,42.0,2.5,2.2636185999999725
11,1,inverse_cdf,1,13,120.0,25.5,65.0,24.0,2.287365099999988
11,1,inverse_cdf,1,14,37.5,7.5,0.0,,
11,1,inverse_cdf,1,15,30.0,5.0,42.0,11.5,1.9807918000001337
11,1,inverse_cdf,1,16,127.5,28.0,45.0,28.0,1.780742299999929
11,1,inverse_cdf,1,17,52.5,16.0,42.0,21.0,1.9815086000003248
11,1,inverse_cdf,1,18,172.5,41.5,49.5,41.5,2.1580195999999887
11,1,inverse_cdf,1,19,142.5,36.5,72.0,39.0,2.182474600000205
11,1,inverse_cdf,1,20,22.5,4.0,42.0,5.0,1.6513928999997916
11,1,inverse_cdf,1,21,135.0,32.5,42.0,36.5,1.061432799999693
11,1,inverse_cdf,1,22,82.5,21.5,42.0,21.5,1.5800042999999278
11,1,inverse_cdf,1,23,165.0,41.0,69.5,41.0,2.18145289999984
11,1,inverse_cdf,2,24,67.5,20.0,55.0,21.0,1.4268667000001187
11,1,inverse_cdf,2,25,45.0,11.5,42.0,16.0,1.521001200000228
11,1,inverse_cdf,2,26,15.0,3.0,42.0,4.0,2.6290807000000314
11,1,inverse_cdf,2,27,37.5,7.5,42.0,5.0,1.4503632999999354
11,1,inverse_cdf,2,28,105.0,23.0,43.0,22.5,1.5092257999999674
11,1,inverse_cdf,2,29,90.0,22.0,42.0,22.0,1.4857021999996505
11,1,inverse_cdf,2,30,127.5,28.0,62.0,28.0,1.6153785000001335
11,1,inverse_cdf,2,31,172.5,41.5,75.5,41.5,1.1908518999998703
11,1,inverse_cdf,2,32,60.0,18.5,44.5,20.0,1.8629320000000007
11,1,inverse_cdf,2,33,7.5,2.5,42.0,2.5,2.383998799999972
11,1,inverse_cdf,2,34,120.0,25.5,65.5,26.0,1.9690362999999709
11,1,inverse_cdf,2,35,142.5,36.5,76.0,28.0,1.4620519999998578
11,1,inverse_cdf,2,36,165.0,41.0,67.5,39.0,2.3697000000001935
11,1,inverse_cdf,2,37,97.5,22.5,42.0,22.5,1.8511561999998776
11,1,inverse_cdf,2,38,52.5,16.0,58.0,18.5,2.017171000000417
11,1,inverse_cdf,2,39,135.0,32.5,52.5,32.5,1.0494470000003275
11,1,inverse_cdf,2,40,112.5,24.0,42.0,23.0,2.2286841999998614
11,1,inverse_cdf,2,41,150.0,39.0,61.5,39.0,1.8405375000002095
11,1,inverse_cdf,2,42,30.0,5.0,42.0,7.5,1.995219499999621
11,1,inverse_cdf,2,43,75.0,21.0,60.0,21.5,2.595588300000145
11,1,inverse_cdf,2,44,157.5,40.0,61.5,39.0,1.674316799999815
11,1,inverse_cdf,2,45,22.5,4.0,42.0,4.0,1.4147642999996606
11,1,inverse_cdf,2,46,82.5,21.5,42.0,21.5,1.050680999999713
11,1,inverse_cdf,3,47,157.5,40.0,75.0,39.0,1.6743592999996508
11,1,inverse_cdf,3,48,7.5,2.5,42.0,2.5,2.6408089000001382
11,1,inverse_cdf,3,49,135.0,32.5,42.0,28.0,1.3560272999998233
11,1,inverse_cdf,3,50,105.0,23.0,0.0,,
11,1,inverse_cdf,3,51,127.5,28.0,42.0,25.5,1.7568505999997797
11,1,inverse_cdf,3,52,82.5,21.5,61.5,21.5,2.664619899999707
11,1,inverse_cdf,3,53,67.5,20.0,42.0,20.0,1.7550179999998363
11,1,inverse_cdf,3,54,52.5,16.0,53.0,16.0,1.4743938000001435
11,1,inverse_cdf,3,55,172.5,41.5,57.5,42.0,2.688129499999832
11,1,inverse_cdf,3,56,142.5,36.5,46.0,39.0,1.2854919000001246
11,1,inverse_cdf,3,57,60.0,18.5,41.5,21.0,1.3322699999998804
11,1,inverse_cdf,3,58,22.5,4.0,42.0,4.0,1.6269492999999784
11,1,inverse_cdf,3,59,75.0,21.0,47.5,22.0,2.2401547999998
11,1,inverse_cdf,3,60,120.0,25.5,42.0,23.0,1.7214742999999544
11,1,inverse_cdf,3,61,112.5,24.0,42.0,22.5,2.369897200000196
11,1,inverse_cdf,3,62,45.0,11.5,42.0,18.5,1.8983926999999312
11,1,inverse_cdf,3,63,37.5,7.5,42.0,20.0,1.5337306000001265
11,1,inverse_cdf,3,64,165.0,41.0,49.5,41.0,1.874561299999641
11,1,inverse_cdf,3,65,150.0,39.0,54.5,39.0,2.5702667999998994
11,1,inverse_cdf,3,66,30.0,5.0,36.5,11.5,2.2048328000000765
11,1,inverse_cdf,3,67,15.0,3.0,42.0,2.5,1.615319399999862
11,1,inverse_cdf,3,68,90.0,22.0,45.5,22.0,1.9101519999999257
11,1,inverse_cdf,3,69,97.5,22.5,49.0,22.5,1.5331433999999715
11,1,inverse_cdf,4,70,60.0,18.5,42.0,20.0,1.9335226000002876
11,1,inverse_cdf,4,71,97.5,22.5,58.0,22.5,1.285234500000115
11,1,inverse_cdf,4,72,15.0,3.0,42.0,2.5,1.3092983000001368
11,1,inverse_cdf,4,73,90.0,22.0,42.0,22.0,1.8158026000000973
11,1,inverse_cdf,4,74,82.5,21.5,59.5,21.0,1.8391632000002571
11,1,inverse_cdf,4,75,45.0,11.5,42.0,11.5,2.4996218000001136
11,1,inverse_cdf,4,76,150.0,39.0,42.0,39.0,1.5799943000001804
11,1,inverse_cdf,4,77,112.5,24.0,42.0,22.5,1.569125800000165
11,1,inverse_cdf,4,78,105.0,23.0,42.0,22.5,1.4150934999997844
11,1,inverse_cdf,4,79,157.5,40.0,57.0,39.0,2.5231324999999742
11,1,inverse_cdf,4,80,75.0,21.0,42.0,21.5,2.2283910999999534
11,1,inverse_cdf,4,81,52.5,16.0,42.0,18.0,2.3700294000000213
11,1,inverse_cdf,4,82,30.0,5.0,42.0,5.0,2.499761600000056
11,1,inverse_cdf,4,83,22.5,4.0,42.0,4.0,2.5467349000000468
11,1,inverse_cdf,4,84,120.0,25.5,62.0,24.0,1.8989808999999696
11,1,inverse_cdf,4,85,127.5,28.0,52.0,24.0,1.9222755000000689
11,1,inverse_cdf,4,86,165.0,41.0,70.5,41.0,2.3584617000001344
11,1,inverse_cdf,4,87,172.5,41.5,56.5,41.5,2.3226807999999437
11,1,inverse_cdf,4,88,135.0,32.5,66.0,24.0,1.839882900000248
11,1,inverse_cdf,4,89,7.5,2.5,42.0,2.5,1.0848393999999644
11,1,inverse_cdf,4,90,67.5,20.0,42.0,21.0,1.5800308000002588
11,1,inverse_cdf,4,91,37.5,7.5,42.0,16.0,1.4147812999999587
11,1,inverse_cdf,4,92,142.5,36.5,46.0,39.0,1.9101220999996256
11,1,inverse_cdf,5,93,15.0,3.0,44.5,3.0,1.404141499999696
11,1,inverse_cdf,5,94,52.5,16.0,42.0,18.5,2.428630099999737
11,1,inverse_cdf,5,95,82.5,21.5,42.0,21.5,2.334312999999838
11,1,inverse_cdf,5,96,90.0,22.0,42.0,22.0,1.025939599999674
11,1,inverse_cdf,5,97,37.5,7.5,42.0,11.5,1.8627606999998536
11,1,inverse_cdf,5,98,22.5,4.0,42.0,4.0,2.228407099999913
11,1,inverse_cdf,5,99,127.5,28.0,62.5,32.5,2.6944710000002488
11,1,inverse_cdf,5,100,165.0,41.0,47.0,40.0,2.1812055000000328
11,1,inverse_cdf,5,101,120.0,25.5,47.0,23.0,1.6979098000001611
11,1,inverse_cdf,5,102,172.5,41.5,67.5,41.0,2.794479499999852
11,1,inverse_cdf,5,103,157.5,40.0,54.5,39.0,2.441674400000011
11,1,inverse_cdf,5,104,97.5,22.5,60.5,22.5,2.2991363000001
11,1,inverse_cdf,5,105,7.5,2.5,42.0,2.5,1.2263312000000042
11,1,inverse_cdf,5,106,30.0,5.0,42.0,7.5,2.1103283000002193
11,1,inverse_cdf,5,107,112.5,24.0,42.0,23.0,1.1910235000000284
11,1,inverse_cdf,5,108,75.0,21.0,49.0,21.5,1.6860435000003235
11,1,inverse_cdf,5,109,45.0,11.5,47.5,18.5,2.06340339999997
11,1,inverse_cdf,5,110,60.0,18.5,42.0,18.5,1.6861512999998922
11,1,inverse_cdf,5,111,67.5,20.0,42.0,21.5,1.4503146999995806
11,1,inverse_cdf,5,112,150.0,39.0,50.0,36.5,2.3462761000000683
11,1,inverse_cdf,5,113,135.0,32.5,68.5,36.5,1.3445590999999697
11,1,inverse_cdf,5,114,142.5,36.5,42.0,36.5,1.474094100000002
11,1,inverse_cdf,5,115,105.0,23.0,54.0,23.0,1.5446236999996472
11,1,inverse_cdf,6,116,105.0,23.0,44.0,22.5,1.6625887999998668
11,1,inverse_cdf,6,117,90.0,22.0,42.0,22.0,1.391344000000572
11,1,inverse_cdf,6,118,37.5,7.5,42.0,7.5,1.3442620999994688
11,1,inverse_cdf,6,119,52.5,16.0,42.0,11.5,2.558512900000096
11,1,inverse_cdf,6,120,60.0,18.5,45.5,20.0,1.6860633999995116
11,1,inverse_cdf,6,121,45.0,11.5,53.0,16.0,2.0042372999996587
11,1,inverse_cdf,6,122,165.0,41.0,63.0,41.0,2.3932711999996172
11,1,inverse_cdf,6,123,120.0,25.5,50.5,23.0,2.9357153999999355
11,1,inverse_cdf,6,124,142.5,36.5,43.0,36.5,2.2639594000002035
11,1,inverse_cdf,6,125,135.0,32.5,59.0,32.5,2.004420100000061
11,1,inverse_cdf,6,126,22.5,4.0,42.0,4.0,1.2381438000002165
11,1,inverse_cdf,6,127,150.0,39.0,56.0,39.0,2.499494499999855
11,1,inverse_cdf,6,128,82.5,21.5,42.0,21.5,1.6860811999995349
11,1,inverse_cdf,6,129,157.5,40.0,78.5,39.0,1.7923610999996529
11,1,inverse_cdf,6,130,15.0,3.0,42.0,3.0,1.3796330999994098
11,1,inverse_cdf,6,131,30.0,5.0,42.0,7.5,1.7335454000003665
11,1,inverse_cdf,6,132,112.5,24.0,42.0,23.0,1.804631099999824
11,1,inverse_cdf,6,133,75.0,21.0,42.0,21.5,2.1815065000000686
11,1,inverse_cdf,6,134,67.5,20.0,42.0,21.0,1.710190099999636
11,1,inverse_cdf,6,135,172.5,41.5,69.0,41.5,2.2051934000000983
11,1,inverse_cdf,6,136,97.5,22.5,50.0,22.5,1.7689892999997028
11,1,inverse_cdf,6,137,127.5,28.0,50.0,25.5,1.6748231000001397
11,1,inverse_cdf,6,138,7.5,2.5,43.5,2.5,2.0635387000002083
11,1,inverse_cdf,7,139,165.0,41.0,42.0,40.0,1.7815025999998395
11,1,inverse_cdf,7,140,30.0,5.0,42.0,4.0,1.910956400000032
11,1,inverse_cdf,7,141,150.0,39.0,42.0,25.5,2.063896799999384
11,1,inverse_cdf,7,142,60.0,18.5,53.0,20.0,1.7804415999999037
11,1,inverse_cdf,7,143,142.5,36.5,55.0,39.0,1.7217000000000553
11,1,inverse_cdf,7,144,120.0,25.5,42.0,25.5,2.6645809000001464
11,1,inverse_cdf,7,145,15.0,3.0,42.0,3.0,1.237003000000186
11,1,inverse_cdf,7,146,67.5,20.0,55.0,21.0,2.0283268000002863
11,1,inverse_cdf,7,147,172.5,41.5,81.0,41.5,2.4303343000001405
11,1,inverse_cdf,7,148,45.0,11.5,42.0,11.5,1.546417499999734
11,1,inverse_cdf,7,149,127.5,28.0,44.5,28.0,1.8863540000002104
11,1,inverse_cdf,7,150,112.5,24.0,52.5,23.0,1.4269768999993175
11,1,inverse_cdf,7,151,105.0,23.0,42.0,22.5,2.2989496000000145
11,1,inverse_cdf,7,152,90.0,22.0,42.0,22.0,1.1556095999994795
11,1,inverse_cdf,7,153,97.5,22.5,42.0,22.5,2.310741400000552
11,1,inverse_cdf,7,154,22.5,4.0,42.0,5.5,1.8878851999998003
11,1,inverse_cdf,7,155,75.0,21.0,50.5,21.5,1.3677938999999242
11,1,inverse_cdf,7,156,7.5,2.5,42.0,2.5,1.5814408999995069
11,1,inverse_cdf,7,157,37.5,7.5,47.0,11.5,2.2991936000007627
11,1,inverse_cdf,7,158,52.5,16.0,42.0,16.0,1.5564564999995127
11,1,inverse_cdf,7,159,135.0,32.5,72.0,36.5,2.051626500000566
11,1,inverse_cdf,7,160,157.5,40.0,78.0,39.0,1.686128300000746
11,1,inverse_cdf,7,161,82.5,21.5,42.0,21.5,1.3440534000001207
11,1,inverse_cdf,8,162,30.0,5.0,44.0,5.0,1.8395710999993753
11,1,inverse_cdf,8,163,172.5,41.5,42.0,39.0,2.3461204000004727
11,1,inverse_cdf,8,164,165.0,41.0,82.5,39.0,1.7687037999994573
11,1,inverse_cdf,8,165,157.5,40.0,61.0,39.0,1.3324568000007275
11,1,inverse_cdf,8,166,67.5,20.0,57.5,18.5,1.6978832000004331
11,1,inverse_cdf,8,167,75.0,21.0,42.0,21.5,1.8157789000006233
11,1,inverse_cdf,8,168,105.0,23.0,42.0,22.5,1.1557832999997115
11,1,inverse_cdf,8,169,15.0,3.0,42.0,3.0,1.1927698999998029
11,1,inverse_cdf,8,170,97.5,22.5,42.0,22.5,1.096477600000071
11,1,inverse_cdf,8,171,60.0,18.5,42.0,20.5,1.7102622000002157
11,1,inverse_cdf,8,172,150.0,39.0,73.0,39.0,1.450502200000301
11,1,inverse_cdf,8,173,120.0,25.5,42.0,24.0,1.8393692999998168
11,1,inverse_cdf,8,174,22.5,4.0,43.0,7.5,2.534964299999956
11,1,inverse_cdf,8,175,37.5,7.5,42.0,11.5,1.863135400000829
11,1,inverse_cdf,8,176,82.5,21.5,42.0,21.5,1.875366500000382
11,1,inverse_cdf,8,177,142.5,36.5,49.5,36.5,1.5562467999998262
11,1,inverse_cdf,8,178,90.0,22.0,42.0,22.0,1.5810270000001765
11,1,inverse_cdf,8,179,45.0,11.5,0.0,,
11,1,inverse_cdf,8,180,52.5,16.0,42.0,18.5,1.485841700000492
11,1,inverse_cdf,8,181,135.0,32.5,51.5,36.5,2.3351292999996076
11,1,inverse_cdf,8,182,7.5,2.5,42.0,2.5,1.9225470000001224
11,1,inverse_cdf,8,183,112.5,24.0,53.0,23.0,1.0141382999991038
11,1,inverse_cdf,8,184,127.5,28.0,50.5,24.0,1.7341743999995742
11,2,cdf,1,1,120.0,31.0,42.0,31.0,1.3458889000003182
11,2,cdf,1,2,45.0,12.0,42.0,11.5,1.4856376999996428
11,2,cdf,1,3,15.0,8.0,42.0,10.0,1.603573200000028
11,2,cdf,1,4,60.0,13.0,51.5,13.0,1.2852249999996277
11,2,cdf,1,5,37.5,11.5,42.0,11.5,1.721610700000383
11,2,cdf,1,6,142.5,32.5,42.0,33.0,1.0854322000004686
11,2,cdf,1,7,97.5,25.5,58.5,25.5,1.5564432000001034
11,2,cdf,1,8,52.5,12.5,42.0,12.5,1.3739336000007825
11,2,cdf,1,9,135.0,32.0,54.5,33.0,0.9199736999999004
11,2,cdf,1,10,172.5,38.5,50.0,38.5,2.098749599999792
11,2,cdf,1,11,75.0,16.0,42.0,16.0,1.6153728999997838
11,2,cdf,1,12,112.5,30.0,64.0,31.0,2.8296364999996513
11,2,cdf,1,13,30.0,11.0,48.0,10.0,1.8639724000004207
11,2,cdf,1,14,22.5,10.0,46.0,8.0,2.499516799999583
11,2,cdf,1,15,165.0,36.0,42.0,34.0,2.358084399999825
11,2,cdf,1,16,157.5,34.0,48.5,34.0,1.8864991000000373
11,2,cdf,1,17,7.5,5.5,0.0,,
11,2,cdf,1,18,82.5,18.5,54.5,18.5,1.273485799999435
11,2,cdf,1,19,150.0,33.0,42.0,33.0,1.532701399999496
11,2,cdf,1,20,90.0,22.0,63.0,22.0,1.2976250000001528
11,2,cdf,1,21,67.5,14.0,42.0,14.0,2.039737099999911
11,2,cdf,1,22,105.0,28.0,42.0,28.0,1.5800968000003195
11,2,cdf,1,23,127.5,31.5,72.0,32.0,1.7214813000000504
11,2,cdf,2,24,97.5,25.5,64.0,25.5,1.2029133999994883
11,2,cdf,2,25,135.0,32.0,42.0,32.0,2.240141900000708
11,2,cdf,2,26,120.0,31.0,42.0,31.5,1.356016300000192
11,2,cdf,2,27,82.5,18.5,42.0,18.5,0.86091099999976
11,2,cdf,2,28,157.5,34.0,57.5,34.0,2.0995185000001584
11,2,cdf,2,29,7.5,5.5,42.0,5.5,2.3462648000004265
11,2,cdf,2,30,67.5,14.0,42.0,16.0,1.663462100000288
11,2,cdf,2,31,105.0,28.0,47.5,28.0,1.7686919999996462
11,2,cdf,2,32,165.0,36.0,53.5,36.0,1.6153980999997657
11,2,cdf,2,33,90.0,22.0,51.0,22.0,1.1685575999999855
11,2,cdf,2,34,112.5,30.0,50.0,28.0,1.6161148999999568
11,2,cdf,2,35,127.5,31.5,65.0,30.0,1.591807499999959
11,2,cdf,2,36,37.5,11.5,42.0,11.5,1.851185399999849
11,2,cdf,2,37,15.0,8.0,42.0,5.5,2.5937934000003224
11,2,cdf,2,38,142.5,32.5,65.0,32.5,1.6152432999997473
11,2,cdf,2,39,60.0,13.0,42.0,14.0,1.9099323999998887
11,2,cdf,2,40,150.0,33.0,71.5,36.5,2.523750199999995
11,2,cdf,2,41,172.5,38.5,43.0,38.5,2.2756084000002375
11,2,cdf,2,42,75.0,16.0,49.0,16.0,2.1576559000004636
11,2,cdf,2,43,45.0,12.0,45.0,12.5,1.6293274999998175
11,2,cdf,2,44,22.5,10.0,45.0,10.0,2.0522679000005155
11,2,cdf,2,45,30.0,11.0,42.0,10.0,1.721315599999798
11,2,cdf,2,46,52.5,12.5,42.0,13.0,2.5702088999996704
11,2,cdf,3,47,60.0,13.0,43.0,14.0,1.1812861000007615
11,2,cdf,3,48,45.0,12.0,42.0,12.0,1.3088431000005585
11,2,cdf,3,49,7.5,5.5,45.5,5.5,1.4856767000001128
11,2,cdf,3,50,97.5,25.5,59.0,25.5,2.322689000000537
11,2,cdf,3,51,67.5,14.0,42.0,16.0,0.9676321999995708
11,2,cdf,3,52,75.0,16.0,42.0,16.0,2.251988199999687
11,2,cdf,3,53,22.5,10.0,45.0,10.0,1.8285379000008104
11,2,cdf,3,54,82.5,18.5,48.0,18.5,1.447967800000697
11,2,cdf,3,55,157.5,34.0,71.0,33.0,2.0397963000004893
11,2,cdf,3,56,165.0,36.0,68.0,35.5,2.735270999999557
11,2,cdf,3,57,90.0,22.0,45.5,22.0,1.404822499999682
11,2,cdf,3,58,112.5,30.0,42.0,28.0,1.4631132000004072
11,2,cdf,3,59,105.0,28.0,42.0,28.0,1.473883499999829
11,2,cdf,3,60,150.0,33.0,42.0,30.0,1.65073349999966
11,2,cdf,3,61,30.0,11.0,42.0,11.0,1.7803614000004018
11,2,cdf,3,62,172.5,38.5,66.0,38.5,1.1790240000000267
11,2,cdf,3,63,15.0,8.0,47.0,5.5,1.364415000000008
11,2,cdf,3,64,120.0,31.0,42.0,30.0,1.4395034999997731
11,2,cdf,3,65,142.5,32.5,48.5,32.5,1.6869956000000457
11,2,cdf,3,66,52.5,12.5,42.0,16.0,1.2624782000002597
11,2,cdf,3,67,37.5,11.5,51.5,14.0,1.4505493999995451
11,2,cdf,3,68,127.5,31.5,70.0,32.0,1.3212334999998347
11,2,cdf,3,69,135.0,32.0,60.0,32.0,1.4856684999995196
11,2,cdf,4,70,142.5,32.5,42.0,32.5,1.346404299999449
11,2,cdf,4,71,97.5,25.5,48.0,25.5,1.202837200000431
11,2,cdf,4,72,30.0,11.0,42.0,10.5,2.452421800000593
11,2,cdf,4,73,52.5,12.5,44.5,12.0,1.768633900000168
11,2,cdf,4,74,135.0,32.0,71.0,31.0,1.2027072000000771
11,2,cdf,4,75,75.0,16.0,42.0,18.5,2.1931236000000354
11,2,cdf,4,76,7.5,5.5,42.0,5.5,2.369898199999625
11,2,cdf,4,77,60.0,13.0,48.5,12.0,2.3816171999997096
11,2,cdf,4,78,67.5,14.0,42.0,13.0,1.487196099999892
11,2,cdf,4,79,112.5,30.0,52.5,28.0,1.6626163000000815
11,2,cdf,4,80,90.0,22.0,59.5,22.0,1.839570399999502
11,2,cdf,4,81,172.5,38.5,48.0,38.5,1.8156073000000104
11,2,cdf,4,82,45.0,12.0,42.0,11.5,1.8628921999998056
11,2,cdf,4,83,22.5,10.0,49.5,11.0,0.8727385000001959
11,2,cdf,4,84,157.5,34.0,67.5,33.0,2.2283747999999832
11,2,cdf,4,85,150.0,33.0,42.0,33.0,1.756781800000681
11,2,cdf,4,86,105.0,28.0,42.0,28.0,2.347823000000062
11,2,cdf,4,87,165.0,36.0,53.5,36.0,1.9939012999993793
11,2,cdf,4,88,127.5,31.5,57.0,31.0,1.5209505000002537
11,2,cdf,4,89,82.5,18.5,42.0,18.5,1.9454736999996385
