subject,session,mapping,run,trial_nr,orientation,value,reward,response,response_time
4,2,inverse_cdf,8,184,67.5,20.0,45.5,20.0,1.2619613999995636
5,1,inverse_cdf,1,1,15.0,3.0,0.0,,
5,1,inverse_cdf,1,2,97.5,22.5,42.0,16.5,0.3417430000000081
5,1,inverse_cdf,1,3,7.5,2.5,0.0,,
5,1,inverse_cdf,1,4,75.0,21.0,57.5,20.0,1.3100940999999864
5,1,inverse_cdf,1,5,112.5,24.0,48.5,28.5,2.3826443000000097
5,1,inverse_cdf,1,6,37.5,7.5,42.0,7.5,2.5587115000000153
5,1,inverse_cdf,1,7,157.5,40.0,63.5,36.0,1.2262197999999955
5,1,inverse_cdf,1,8,60.0,18.5,42.0,11.5,2.6408573999999874
5,1,inverse_cdf,1,9,67.5,20.0,0.0,,
5,1,inverse_cdf,1,10,172.5,41.5,44.5,40.0,1.9576189
5,1,inverse_cdf,1,11,142.5,36.5,42.0,35.5,2.464132400000011
5,1,inverse_cdf,1,12,150.0,39.0,0.0,,
5,1,inverse_cdf,1,13,82.5,21.5,49.0,21.5,1.6508327999999892
5,1,inverse_cdf,1,14,52.5,16.0,42.0,16.0,1.6635013999999728
5,1,inverse_cdf,1,15,45.0,11.5,0.0,,
5,1,inverse_cdf,1,16,135.0,32.5,60.0,27.5,2.489813599999991
5,1,inverse_cdf,1,17,90.0,22.0,42.0,22.0,2.13713580000001
5,1,inverse_cdf,1,18,165.0,41.0,50.0,40.0,1.9806965999999877
5,1,inverse_cdf,1,19,22.5,4.0,42.0,4.0,1.214385400000026
5,1,inverse_cdf,1,20,120.0,25.5,57.5,28.5,2.240020099999981
5,1,inverse_cdf,1,21,105.0,23.0,42.0,24.0,1.827597400000002
5,1,inverse_cdf,1,22,127.5,28.0,69.5,26.5,2.6410313999999744
5,1,inverse_cdf,1,23,30.0,5.0,42.0,7.5,1.697725099999957
5,1,inverse_cdf,2,24,157.5,40.0,0.0,,
5,1,inverse_cdf,2,25,15.0,3.0,42.0,5.5,2.110570799999948
5,1,inverse_cdf,2,26,165.0,41.0,67.5,36.0,1.6035689999999931
5,1,inverse_cdf,2,27,127.5,28.0,0.0,,
5,1,inverse_cdf,2,28,172.5,41.5,68.0,39.0,1.391463600000009
5,1,inverse_cdf,2,29,60.0,18.5,45.0,20.0,1.8275886000000128
5,1,inverse_cdf,2,30,90.0,22.0,42.0,22.0,1.9663112999999155
5,1,inverse_cdf,2,31,142.5,36.5,0.0,,
5,1,inverse_cdf,2,32,7.5,2.5,42.0,5.0,1.62784350000004
5,1,inverse_cdf,2,33,120.0,25.5,52.5,24.5,2.2991274000000885
5,1,inverse_cdf,2,34,45.0,11.5,42.0,11.0,1.8746991000000437
5,1,inverse_cdf,2,35,135.0,32.5,42.0,30.0,2.2991200000000163
5,1,inverse_cdf,2,36,22.5,4.0,42.0,7.5,1.4504826999999525
5,1,inverse_cdf,2,37,30.0,5.0,42.0,11.5,1.7572010999999748
5,1,inverse_cdf,2,38,97.5,22.5,63.0,23.0,2.3589852000000064
5,1,inverse_cdf,2,39,105.0,23.0,44.5,23.0,2.563049699999965
5,1,inverse_cdf,2,40,52.5,16.0,42.0,16.0,2.0424737000000732
5,1,inverse_cdf,2,41,150.0,39.0,78.0,36.0,2.452381800000012
5,1,inverse_cdf,2,42,112.5,24.0,42.0,25.0,2.228451899999982
5,1,inverse_cdf,2,43,37.5,7.5,42.0,11.5,1.792238700000098
5,1,inverse_cdf,2,44,67.5,20.0,42.0,20.0,2.688108100000022
5,1,inverse_cdf,2,45,82.5,21.5,60.0,21.5,2.2519823000000088
5,1,inverse_cdf,2,46,75.0,21.0,63.0,20.0,1.803834800000004
5,1,inverse_cdf,3,47,15.0,3.0,42.0,7.5,2.0987127000000783
5,1,inverse_cdf,3,48,37.5,7.5,42.0,11.5,1.9938730999999736
5,1,inverse_cdf,3,49,120.0,25.5,45.0,25.5,2.0280824999999822
5,1,inverse_cdf,3,50,135.0,32.5,46.0,33.0,2.558465200000001
5,1,inverse_cdf,3,51,75.0,21.0,42.0,20.0,2.063362600000005
5,1,inverse_cdf,3,52,105.0,23.0,43.0,23.0,2.1458589000000075
5,1,inverse_cdf,3,53,157.5,40.0,73.5,40.0,2.039852699999983
5,1,inverse_cdf,3,54,45.0,11.5,42.0,18.0,2.440576999999962
5,1,inverse_cdf,3,55,150.0,39.0,70.0,38.0,2.440743999999995
5,1,inverse_cdf,3,56,142.5,36.5,63.5,35.0,2.440627500000005
5,1,inverse_cdf,3,57,90.0,22.0,42.0,22.0,2.3697045000000116
5,1,inverse_cdf,3,58,82.5,21.5,42.0,21.5,2.1814108000000942
5,1,inverse_cdf,3,59,7.5,2.5,42.0,2.5,1.603531299999986
5,1,inverse_cdf,3,60,52.5,16.0,0.0,,
5,1,inverse_cdf,3,61,67.5,20.0,50.5,20.0,2.606139399999961
5,1,inverse_cdf,3,62,30.0,5.0,42.0,11.5,1.8632422000000588
5,1,inverse_cdf,3,63,22.5,4.0,42.0,5.0,2.36984659999996
5,1,inverse_cdf,3,64,172.5,41.5,42.0,41.0,1.9926351999999952
5,1,inverse_cdf,3,65,165.0,41.0,42.0,40.0,2.829658600000016
5,1,inverse_cdf,3,66,97.5,22.5,60.5,23.5,2.947591500000044
5,1,inverse_cdf,3,67,112.5,24.0,42.0,23.0,1.898279900000034
5,1,inverse_cdf,3,68,60.0,18.5,44.0,20.0,2.181912300000022
5,1,inverse_cdf,3,69,127.5,28.0,59.5,25.0,2.5465523000000303
5,1,inverse_cdf,4,70,22.5,4.0,45.5,7.5,2.4670571999999993
5,1,inverse_cdf,4,71,112.5,24.0,44.0,25.0,1.6038259000001744
5,1,inverse_cdf,4,72,75.0,21.0,42.0,20.0,2.22826299999997
5,1,inverse_cdf,4,73,120.0,25.5,42.0,25.5,2.487592199999881
5,1,inverse_cdf,4,74,127.5,28.0,42.0,28.0,2.5818651000001864
5,1,inverse_cdf,4,75,105.0,23.0,47.5,23.0,2.546671999999944
5,1,inverse_cdf,4,76,150.0,39.0,0.0,,
5,1,inverse_cdf,4,77,45.0,11.5,49.5,16.0,2.181070500000033
5,1,inverse_cdf,4,78,67.5,20.0,49.0,20.0,2.310894999999846
5,1,inverse_cdf,4,79,90.0,22.0,42.0,22.0,1.8157705999999507
5,1,inverse_cdf,4,80,157.5,40.0,79.0,40.0,2.2284607999999935
5,1,inverse_cdf,4,81,52.5,16.0,42.0,18.0,1.7334210000001349
5,1,inverse_cdf,4,82,142.5,36.5,54.0,35.0,2.7000150000001213
5,1,inverse_cdf,4,83,135.0,32.5,73.0,32.5,2.534912200000008
5,1,inverse_cdf,4,84,82.5,21.5,44.5,21.5,1.6433508999998594
5,1,inverse_cdf,4,85,37.5,7.5,42.0,11.0,2.0900808999999754
5,1,inverse_cdf,4,86,165.0,41.0,78.0,41.0,2.0407990999999583
5,1,inverse_cdf,4,87,172.5,41.5,72.5,42.0,2.087251199999855
5,1,inverse_cdf,4,88,15.0,3.0,42.0,2.5,2.3823606999999356
5,1,inverse_cdf,4,89,7.5,2.5,42.0,2.5,2.416995000000042
5,1,inverse_cdf,4,90,97.5,22.5,42.0,22.5,1.7684661000000688
5,1,inverse_cdf,4,91,30.0,5.0,42.0,7.5,2.311077399999931
5,1,inverse_cdf,4,92,60.0,18.5,53.0,16.0,2.640856800000165
5,1,inverse_cdf,5,93,67.5,20.0,43.0,24.5,2.291529399999945
5,1,inverse_cdf,5,94,105.0,23.0,42.0,23.0,2.431011699999999
5,1,inverse_cdf,5,95,15.0,3.0,42.0,2.5,2.3344736999999895
5,1,inverse_cdf,5,96,165.0,41.0,58.5,41.0,2.4407684000000245
5,1,inverse_cdf,5,97,60.0,18.5,52.0,20.0,2.322822899999892
5,1,inverse_cdf,5,98,45.0,11.5,51.5,16.0,2.2166228000000956
5,1,inverse_cdf,5,99,142.5,36.5,42.0,36.0,2.0044443000001593
5,1,inverse_cdf,5,100,157.5,40.0,42.0,36.5,2.1459100000001854
5,1,inverse_cdf,5,101,52.5,16.0,42.0,16.5,2.1695168999999623
5,1,inverse_cdf,5,102,120.0,25.5,42.0,25.5,2.2283947999999327
5,1,inverse_cdf,5,103,82.5,21.5,42.0,21.5,2.0398514000000887
5,1,inverse_cdf,5,104,37.5,7.5,42.0,5.0,2.8650076999999783
5,1,inverse_cdf,5,105,135.0,32.5,42.0,35.0,2.1694734000000153
5,1,inverse_cdf,5,106,90.0,22.0,42.0,22.0,2.19291730000009
5,1,inverse_cdf,5,107,97.5,22.5,60.0,22.5,2.1692895999999564
5,1,inverse_cdf,5,108,172.5,41.5,67.0,41.5,1.7215346999998928
5,1,inverse_cdf,5,109,112.5,24.0,51.0,25.0,2.2871737999998913
5,1,inverse_cdf,5,110,30.0,5.0,42.0,11.0,2.535068500000079
5,1,inverse_cdf,5,111,150.0,39.0,42.0,38.0,2.0042526000002
5,1,inverse_cdf,5,112,7.5,2.5,42.0,3.0,2.216602599999987
5,1,inverse_cdf,5,113,127.5,28.0,49.5,25.0,2.2871822000001885
5,1,inverse_cdf,5,114,75.0,21.0,42.0,20.5,2.381810600000108
5,1,inverse_cdf,5,115,22.5,4.0,42.0,5.0,2.593880399999989
5,1,inverse_cdf,6,116,120.0,25.5,42.0,25.5,2.6418206000000737
5,1,inverse_cdf,6,117,37.5,7.5,44.0,11.5,2.3344878000000335
5,1,inverse_cdf,6,118,157.5,40.0,47.5,38.5,1.9572520000001532
5,1,inverse_cdf,6,119,7.5,2.5,42.0,2.5,1.3795799999998053
5,1,inverse_cdf,6,120,22.5,4.0,42.0,5.0,2.2755813000001126
5,1,inverse_cdf,6,121,142.5,36.5,72.0,36.0,2.098546899999974
5,1,inverse_cdf,6,122,90.0,22.0,58.0,22.0,2.257435199999918
5,1,inverse_cdf,6,123,105.0,23.0,42.0,22.5,2.2050142000000506
5,1,inverse_cdf,6,124,127.5,28.0,55.0,25.0,1.9690775999999912
5,1,inverse_cdf,6,125,172.5,41.5,76.0,41.5,1.7806166000000303
5,1,inverse_cdf,6,126,135.0,32.5,42.0,35.0,1.992473000000018
5,1,inverse_cdf,6,127,82.5,21.5,47.5,21.5,1.8158204000001208
5,1,inverse_cdf,6,128,67.5,20.0,0.0,,
5,1,inverse_cdf,6,129,97.5,22.5,61.5,22.5,2.417011400000092
5,1,inverse_cdf,6,130,75.0,21.0,45.5,21.0,2.0633711999998923
5,1,inverse_cdf,6,131,60.0,18.5,42.0,20.5,2.0639198999999735
5,1,inverse_cdf,6,132,15.0,3.0,42.0,4.0,2.146260600000005
5,1,inverse_cdf,6,133,112.5,24.0,54.5,25.0,2.9831410000001597
5,1,inverse_cdf,6,134,45.0,11.5,42.0,11.5,2.9592710000001716
5,1,inverse_cdf,6,135,30.0,5.0,42.0,7.5,2.3460918000000675
5,1,inverse_cdf,6,136,165.0,41.0,51.5,39.0,1.945348999999851
5,1,inverse_cdf,6,137,52.5,16.0,42.0,16.0,1.8747525000001133
5,1,inverse_cdf,6,138,150.0,39.0,78.5,35.0,2.428775099999939
5,1,inverse_cdf,7,139,172.5,41.5,51.0,40.0,2.1393020000000433
5,1,inverse_cdf,7,140,37.5,7.5,42.0,11.5,1.5493609000000106
5,1,inverse_cdf,7,141,142.5,36.5,67.5,35.5,2.134450900000047
5,1,inverse_cdf,7,142,60.0,18.5,42.0,18.0,2.2282219999997324
5,1,inverse_cdf,7,143,120.0,25.5,42.0,26.0,2.216614700000264
5,1,inverse_cdf,7,144,90.0,22.0,49.0,22.0,2.0749823999999535
5,1,inverse_cdf,7,145,7.5,2.5,42.0,2.5,1.6447622999999112
5,1,inverse_cdf,7,146,157.5,40.0,73.0,39.0,1.8987472000003436
5,1,inverse_cdf,7,147,105.0,23.0,42.0,23.0,1.4741725000003498
5,1,inverse_cdf,7,148,82.5,21.5,42.0,21.5,1.8984737999999195
5,1,inverse_cdf,7,149,135.0,32.5,41.5,35.5,2.1113815999997314
5,1,inverse_cdf,7,150,15.0,3.0,42.0,5.0,2.3586193999999523
5,1,inverse_cdf,7,151,127.5,28.0,64.5,25.0,1.6038573999999244
5,1,inverse_cdf,7,152,112.5,24.0,47.5,23.0,2.0869385999999395
5,1,inverse_cdf,7,153,52.5,16.0,55.0,16.0,2.3109544999997524
5,1,inverse_cdf,7,154,97.5,22.5,42.0,22.5,2.442240799999581
5,1,inverse_cdf,7,155,22.5,4.0,42.0,7.5,1.9273642000002835
5,1,inverse_cdf,7,156,45.0,11.5,41.0,16.0,1.899048700000094
5,1,inverse_cdf,7,157,30.0,5.0,37.0,11.5,1.9460008000000928
5,1,inverse_cdf,7,158,75.0,21.0,42.0,20.0,2.7117686999999933
5,1,inverse_cdf,7,159,150.0,39.0,44.0,40.0,2.6290885999997045
5,1,inverse_cdf,7,160,67.5,20.0,42.0,20.0,2.169478999999683
5,1,inverse_cdf,7,161,165.0,41.0,49.5,41.5,1.7449046000001545
5,1,inverse_cdf,8,162,82.5,21.5,45.5,21.5,2.444808700000067
5,1,inverse_cdf,8,163,45.0,11.5,43.0,16.0,1.9808661000001848
5,1,inverse_cdf,8,164,22.5,4.0,42.0,11.5,1.8392086999997448
5,1,inverse_cdf,8,165,67.5,20.0,42.0,20.0,1.7214642999997525
5,1,inverse_cdf,8,166,105.0,23.0,51.5,23.0,2.299453800000265
5,1,inverse_cdf,8,167,142.5,36.5,56.5,36.5,2.2990146000001914
5,1,inverse_cdf,8,168,75.0,21.0,42.0,20.0,2.2235939000001963
5,1,inverse_cdf,8,169,30.0,5.0,42.0,7.5,1.6155234999996535
5,1,inverse_cdf,8,170,172.5,41.5,54.5,41.5,1.379578699999911
5,1,inverse_cdf,8,171,120.0,25.5,42.0,25.0,2.076383699999951
5,1,inverse_cdf,8,172,127.5,28.0,42.0,32.5,2.3937347000000955
5,1,inverse_cdf,8,173,90.0,22.0,42.0,22.0,1.874890399999913
5,1,inverse_cdf,8,174,37.5,7.5,42.0,11.5,1.910072600000149
5,1,inverse_cdf,8,175,97.5,22.5,59.5,22.5,2.14587900000015
5,1,inverse_cdf,8,176,15.0,3.0,42.0,4.0,1.898144599999796
5,1,inverse_cdf,8,177,165.0,41.0,79.0,40.0,1.664321100000052
5,1,inverse_cdf,8,178,60.0,18.5,42.0,20.0,1.8408705000001648
5,1,inverse_cdf,8,179,135.0,32.5,42.0,36.0,1.5125898000001143
5,1,inverse_cdf,8,180,7.5,2.5,42.0,2.5,2.1458572999999888
5,1,inverse_cdf,8,181,52.5,16.0,42.0,16.0,2.052311599999939
5,1,inverse_cdf,8,182,157.5,40.0,58.5,40.0,1.888023399999838
5,1,inverse_cdf,8,183,150.0,39.0,48.5,39.5,2.405414899999869
5,1,inverse_cdf,8,184,112.5,24.0,42.0,25.0,2.240722700000333
5,2,cdf,1,1,15.0,8.0,42.0,8.0,1.7096743999991304
5,2,cdf,1,2,30.0,11.0,42.0,10.0,2.0751252000000022
5,2,cdf,1,3,127.5,31.5,47.5,32.0,1.6154028000000835
5,2,cdf,1,4,67.5,14.0,42.0,16.0,2.4879285999995773
5,2,cdf,1,5,120.0,31.0,54.0,31.5,2.476189500000146
5,2,cdf,1,6,82.5,18.5,42.0,18.5,2.475809099999424
5,2,cdf,1,7,157.5,34.0,67.5,34.0,2.676654399999279
5,2,cdf,1,8,52.5,12.5,50.0,12.5,2.3948583000001236
5,2,cdf,1,9,45.0,12.0,47.5,12.0,2.866564500000095
5,2,cdf,1,10,165.0,36.0,71.5,36.0,2.6056305000001885
5,2,cdf,1,11,150.0,33.0,70.5,32.5,2.4993845999997575
5,2,cdf,1,12,135.0,32.0,0.0,,
5,2,cdf,1,13,142.5,32.5,63.0,32.0,1.6271636000001308
5,2,cdf,1,14,22.5,10.0,42.0,10.0,2.0396123000000443
5,2,cdf,1,15,90.0,22.0,63.5,22.0,1.6051476000002367
5,2,cdf,1,16,172.5,38.5,80.0,38.5,2.1372605000005933
5,2,cdf,1,17,75.0,16.0,42.0,16.0,1.8040908000002671
5,2,cdf,1,18,37.5,11.5,48.0,11.5,1.8159538999998404
5,2,cdf,1,19,60.0,13.0,53.5,13.0,2.6526495000007344
5,2,cdf,1,20,105.0,28.0,52.0,28.0,1.82759999999962
5,2,cdf,1,21,97.5,25.5,42.0,25.5,1.9926206000000093
5,2,cdf,1,22,112.5,30.0,70.5,28.0,2.098898199999894
5,2,cdf,1,23,7.5,5.5,42.0,5.5,1.8157646999998176
5,2,cdf,2,24,90.0,22.0,63.0,22.0,1.9519348000003447
5,2,cdf,2,25,112.5,30.0,0.0,,
5,2,cdf,2,26,127.5,31.5,42.0,31.0,1.1325429000007716
5,2,cdf,2,27,67.5,14.0,42.0,16.0,1.6998063000000911
5,2,cdf,2,28,22.5,10.0,42.0,10.0,1.8746058999995512
5,2,cdf,2,29,15.0,8.0,42.0,8.0,1.6507925999994768
5,2,cdf,2,30,172.5,38.5,49.0,38.5,1.037747500000478
5,2,cdf,2,31,75.0,16.0,52.5,16.0,1.780587000000196
5,2,cdf,2,32,135.0,32.0,59.5,32.0,2.182005799999388
5,2,cdf,2,33,30.0,11.0,52.0,11.5,2.794233499999791
5,2,cdf,2,34,142.5,32.5,60.0,32.5,1.9808584000002156
5,2,cdf,2,35,165.0,36.0,68.5,33.5,2.3462884999999005
5,2,cdf,2,36,105.0,28.0,47.0,28.0,2.1944345000001704
5,2,cdf,2,37,120.0,31.0,42.0,28.0,2.971131499999501
5,2,cdf,2,38,37.5,11.5,0.0,,
5,2,cdf,2,39,157.5,34.0,65.0,34.0,2.570957100000669
5,2,cdf,2,40,7.5,5.5,42.0,5.5,1.4644076000004134
5,2,cdf,2,41,52.5,12.5,42.0,12.5,2.7366128999992725
5,2,cdf,2,42,45.0,12.0,42.0,12.5,2.7837361000001692
5,2,cdf,2,43,60.0,13.0,42.0,15.5,2.6650331000000733
5,2,cdf,2,44,82.5,18.5,42.0,18.5,1.8631759999998392
5,2,cdf,2,45,150.0,33.0,69.0,32.5,2.052107000000433
5,2,cdf,2,46,97.5,25.5,42.0,25.5,2.145874800000456
5,2,cdf,3,47,90.0,22.0,42.0,22.0,2.083778799999891
5,2,cdf,3,48,157.5,34.0,42.0,34.0,2.456645500000377
5,2,cdf,3,49,60.0,13.0,48.5,14.0,2.2522307999997793
5,2,cdf,3,50,45.0,12.0,43.5,12.5,2.334453499999654
5,2,cdf,3,51,150.0,33.0,71.5,32.0,2.2165788000002067
5,2,cdf,3,52,135.0,32.0,59.5,31.5,2.440438699999504
5,2,cdf,3,53,30.0,11.0,42.0,10.0,1.895748099999764
5,2,cdf,3,54,97.5,25.5,42.0,25.5,2.3360412000001816
5,2,cdf,3,55,112.5,30.0,42.0,28.0,2.1696181999996043
5,2,cdf,3,56,82.5,18.5,42.0,18.5,2.004520699999375
5,2,cdf,3,57,172.5,38.5,47.0,38.5,2.098750499999369
5,2,cdf,3,58,127.5,31.5,57.5,31.0,1.8040878000001612
5,2,cdf,3,59,142.5,32.5,47.0,31.5,2.0987226999995983
5,2,cdf,3,60,75.0,16.0,42.0,16.0,1.9336450999999215
5,2,cdf,3,61,37.5,11.5,43.0,12.5,1.8395682000000304
5,2,cdf,3,62,120.0,31.0,48.5,31.0,1.879879300000539
5,2,cdf,3,63,15.0,8.0,42.0,8.0,2.666582400000152
5,2,cdf,3,64,22.5,10.0,42.0,10.0,2.0882253999998284
5,2,cdf,3,65,52.5,12.5,41.5,14.0,1.6755880000000616
5,2,cdf,3,66,105.0,28.0,42.0,25.5,2.5938467000005403
5,2,cdf,3,67,67.5,14.0,42.0,16.0,1.886475799999971
5,2,cdf,3,68,165.0,36.0,42.0,36.0,2.346100200000365
5,2,cdf,3,69,7.5,5.5,42.0,5.5,1.4036777999999686
5,2,cdf,4,70,127.5,31.5,42.0,30.5,1.9501068999998097
5,2,cdf,4,71,120.0,31.0,42.0,30.0,2.2048744000003353
5,2,cdf,4,72,90.0,22.0,42.0,22.0,2.1575825999998415
5,2,cdf,4,73,67.5,14.0,42.0,16.0,2.134111200000006
5,2,cdf,4,74,7.5,5.5,42.0,5.5,2.098692699999446
5,2,cdf,4,75,37.5,11.5,42.0,11.5,2.4288142999994307
5,2,cdf,4,76,60.0,13.0,42.0,12.5,2.181621499999892
5,2,cdf,4,77,45.0,12.0,42.0,12.5,1.7226304999994682
5,2,cdf,4,78,165.0,36.0,64.0,34.0,2.393816199999492
5,2,cdf,4,79,135.0,32.0,42.0,32.0,2.606068099999902
5,2,cdf,4,80,52.5,12.5,42.0,14.0,2.773300300000301
5,2,cdf,4,81,15.0,8.0,0.0,,
5,2,cdf,4,82,75.0,16.0,55.0,18.5,1.6522110999994766
5,2,cdf,4,83,150.0,33.0,51.5,32.5,1.28551570000036
5,2,cdf,4,84,97.5,25.5,45.5,25.5,1.7338221999998495
5,2,cdf,4,85,112.5,30.0,42.0,28.0,2.723260100000516
5,2,cdf,4,86,30.0,11.0,52.0,12.0,2.4523074999997334
5,2,cdf,4,87,82.5,18.5,42.0,18.5,2.2992855000002237
5,2,cdf,4,88,22.5,10.0,42.0,10.0,1.921927299999879
5,2,cdf,4,89,172.5,38.5,47.5,38.5,2.487695400000121
5,2,cdf,4,90,157.5,34.0,52.5,33.5,2.723704699999871
5,2,cdf,4,91,105.0,28.0,57.0,28.0,2.405208400000447
5,2,cdf,4,92,142.5,32.5,73.5,31.5,1.367789000000812
5,2,cdf,5,93,135.0,32.0,51.0,31.5,1.8442040999998424
5,2,cdf,5,94,45.0,12.0,49.5,12.5,1.7450654999993276
5,2,cdf,5,95,30.0,11.0,42.0,12.0,2.8419174000000567
5,2,cdf,5,96,60.0,13.0,42.0,14.0,1.6623552999999447
5,2,cdf,5,97,82.5,18.5,42.0,18.5,2.135171800000535
5,2,cdf,5,98,165.0,36.0,42.0,38.5,2.5358788000003187
5,2,cdf,5,99,67.5,14.0,42.0,16.0,1.910179700000299
5,2,cdf,5,100,90.0,22.0,58.0,22.0,2.0868995000000723
5,2,cdf,5,101,75.0,16.0,48.5,16.0,2.3816486999994595
5,2,cdf,5,102,127.5,31.5,49.0,31.0,1.8511842000007164
5,2,cdf,5,103,97.5,25.5,56.0,25.5,1.9101356999999552
5,2,cdf,5,104,150.0,33.0,42.0,32.5,2.1693720999992365
5,2,cdf,5,105,120.0,31.0,67.0,31.0,2.5706196000001
5,2,cdf,5,106,112.5,30.0,0.0,,
5,2,cdf,5,107,37.5,11.5,53.5,11.5,2.240529400000014
5,2,cdf,5,108,172.5,38.5,50.0,38.5,2.0987821999997323
5,2,cdf,5,109,52.5,12.5,42.0,14.0,2.4885692999996536
5,2,cdf,5,110,157.5,34.0,75.0,34.0,2.2645933000003424
5,2,cdf,5,111,142.5,32.5,59.0,32.0,2.4050726999994367
5,2,cdf,5,112,15.0,8.0,42.0,10.0,1.3678565000000162
5,2,cdf,5,113,22.5,10.0,42.0,10.0,1.650820999999269
5,2,cdf,5,114,105.0,28.0,47.0,25.5,2.1576193000000785
5,2,cdf,5,115,7.5,5.5,42.0,5.5,1.7686101999997843
5,2,cdf,6,116,172.5,38.5,68.5,38.5,2.0397398000004614
5,2,cdf,6,117,67.5,14.0,42.0,16.0,1.8276667999998608
5,2,cdf,6,118,37.5,11.5,52.0,12.5,2.2755232999998043
5,2,cdf,6,119,165.0,36.0,63.5,36.0,2.2637910999992528
5,2,cdf,6,120,120.0,31.0,61.5,31.0,1.9454476999999315
5,2,cdf,6,121,7.5,5.5,42.0,5.5,2.0284036000002743
5,2,cdf,6,122,157.5,34.0,70.0,34.0,1.9297386999996888
5,2,cdf,6,123,60.0,13.0,42.0,16.0,2.4995378000003257
5,2,cdf,6,124,82.5,18.5,42.0,18.5,2.4995028000003003
5,2,cdf,6,125,75.0,16.0,0.0,,
5,2,cdf,6,126,135.0,32.0,67.0,31.5,1.4855694999996558
5,2,cdf,6,127,150.0,33.0,54.0,32.0,2.5819180999997116
5,2,cdf,6,128,127.5,31.5,46.5,31.5,1.4855985000003784
5,2,cdf,6,129,90.0,22.0,54.0,22.0,2.416860500000439
5,2,cdf,6,130,15.0,8.0,42.0,8.0,1.969027599999208
5,2,cdf,6,131,97.5,25.5,42.0,25.5,1.9379828000001
5,2,cdf,6,132,105.0,28.0,61.5,25.5,2.381734900000083
5,2,cdf,6,133,142.5,32.5,51.5,32.0,2.4641897999999856
5,2,cdf,6,134,52.5,12.5,42.0,14.0,2.34625589999996
5,2,cdf,6,135,22.5,10.0,42.0,10.0,2.2049599999991187
5,2,cdf,6,136,45.0,12.0,42.0,12.5,2.2989632000007987
5,2,cdf,6,137,30.0,11.0,52.5,11.5,1.6269554999998943
5,2,cdf,6,138,112.5,30.0,65.5,28.0,2.688217699999768
5,2,cdf,7,139,165.0,36.0,65.0,36.0,2.371001000000433
5,2,cdf,7,140,30.0,11.0,42.0,11.5,1.957192799999575
5,2,cdf,7,141,52.5,12.5,42.0,14.0,1.6625569999996517
5,2,cdf,7,142,97.5,25.5,42.0,25.5,1.8509836000002904
5,2,cdf,7,143,67.5,14.0,45.0,16.0,2.086898999999903
5,2,cdf,7,144,82.5,18.5,58.5,18.5,2.228448500000013
5,2,cdf,7,145,142.5,32.5,49.5,32.0,2.291862500000206
5,2,cdf,7,146,127.5,31.5,67.5,31.5,2.727489899999455
5,2,cdf,7,147,90.0,22.0,42.0,22.0,2.1702037000004566
5,2,cdf,7,148,75.0,16.0,42.0,18.5,1.497486199999912
5,2,cdf,7,149,157.5,34.0,66.0,34.0,2.6056219000001875
5,2,cdf,7,150,135.0,32.0,46.0,32.0,2.0044277999995757
5,2,cdf,7,151,60.0,13.0,50.0,14.0,1.721446699999433
5,2,cdf,7,152,7.5,5.5,42.0,8.0,2.6312581000001956
5,2,cdf,7,153,172.5,38.5,68.5,38.5,2.4173286000004737
5,2,cdf,7,154,120.0,31.0,42.0,31.0,2.0751075000007404
5,2,cdf,7,155,15.0,8.0,41.5,10.0,2.2521271999994497
5,2,cdf,7,156,37.5,11.5,42.0,12.5,1.4159524999995483
5,2,cdf,7,157,105.0,28.0,44.0,28.0,1.485532400000011
5,2,cdf,7,158,150.0,33.0,42.0,32.5,1.8981406000002607
5,2,cdf,7,159,112.5,30.0,71.5,28.0,1.709663300000102
5,2,cdf,7,160,45.0,12.0,45.0,12.5,2.181366199999502
5,2,cdf,7,161,22.5,10.0,41.5,11.5,2.0633832000003167
5,2,cdf,8,162,127.5,31.5,42.0,31.0,2.2529881000000387
5,2,cdf,8,163,165.0,36.0,44.0,36.5,2.381655199999841
5,2,cdf,8,164,135.0,32.0,42.0,32.0,2.298977399999785
5,2,cdf,8,165,67.5,14.0,42.0,16.0,2.4288605000001553
5,2,cdf,8,166,120.0,31.0,71.5,30.0,2.334436899999673
5,2,cdf,8,167,52.5,12.5,52.5,14.0,1.7223739000000933
5,2,cdf,8,168,15.0,8.0,42.0,10.0,2.326780299999882
5,2,cdf,8,169,82.5,18.5,47.5,18.5,2.145855999999185
5,2,cdf,8,170,172.5,38.5,58.5,38.5,2.5585543999995934
5,2,cdf,8,171,37.5,11.5,42.0,11.5,2.169446500000049
5,2,cdf,8,172,7.5,5.5,42.0,8.0,1.8399884999998903
5,2,cdf,8,173,30.0,11.0,42.0,10.0,2.5230704999994487
5,2,cdf,8,174,112.5,30.0,42.0,30.0,1.9113134999997785
5,2,cdf,8,175,22.5,10.0,42.0,10.0,2.5822071000002325
5,2,cdf,8,176,97.5,25.5,47.0,25.5,1.7813900999999532
5,2,cdf,8,177,45.0,12.0,42.0,14.0,1.886536199999682
5,2,cdf,8,178,157.5,34.0,45.5,34.0,2.523089600000276
5,2,cdf,8,179,90.0,22.0,42.0,22.0,1.8988688999997976
5,2,cdf,8,180,142.5,32.5,48.5,32.5,1.9225820999999996
5,2,cdf,8,181,75.0,16.0,42.0,16.0,1.6979715000006763
