subject,run,trial_nr,n1,n2,p1,p2,risky_first,choice,rt
130,7.0,226.0,13.6,52.46,1.0,0.55,False,True,0.7571064999997361
130,7.0,228.0,16.47,19.47,1.0,0.55,False,False,0.8750081999996837
130,7.0,230.0,6.64,10.98,1.0,0.55,False,False,0.8160662999998749
130,7.0,232.0,5.57,21.29,1.0,0.55,False,True,0.8750048000001698
130,7.0,234.0,18.63,41.26,1.0,0.55,False,True,1.2522679000003336
130,7.0,236.0,6.7,19.85,1.0,0.55,False,True,1.5470463999999993
130,7.0,238.0,5.49,18.33,1.0,0.55,False,True,0.8750264000000243
130,7.0,240.0,7.26,10.33,1.0,0.55,False,False,0.7335849999999482
130,7.0,242.0,20.75,36.92,1.0,0.55,False,False,0.8043336000000636
130,7.0,244.0,18.26,46.0,1.0,0.55,False,True,0.7807178999996722
130,7.0,246.0,15.04,30.13,1.0,0.55,False,True,0.8043468000000757
130,7.0,248.0,5.89,10.95,1.0,0.55,False,False,1.276091599999745
130,7.0,250.0,20.58,55.07,1.0,0.55,False,True,0.9456688999998732
130,7.0,252.0,25.12,84.15,1.0,0.55,False,True,0.7925491999999394
130,7.0,254.0,13.93,25.6,1.0,0.55,False,False,0.9338826999996854
130,7.0,256.0,11.03,31.23,1.0,0.55,False,True,1.0046501000001626
130,8.0,225.0,69.82,18.43,0.55,1.0,True,False,0.8632426999997733
130,8.0,227.0,31.87,15.1,0.55,1.0,True,False,0.7925250000002961
130,8.0,229.0,34.89,12.02,0.55,1.0,True,False,1.028247900000224
130,8.0,231.0,27.52,16.76,0.55,1.0,True,True,0.8397039000001314
130,8.0,233.0,57.69,20.17,0.55,1.0,True,False,0.8278956999997718
130,8.0,235.0,54.0,15.41,0.55,1.0,True,False,0.9456325000001016
130,8.0,237.0,12.95,5.03,0.55,1.0,True,False,0.8868979999997464
130,8.0,239.0,10.68,5.76,0.55,1.0,True,True,1.2995301000000836
130,8.0,241.0,33.64,20.33,0.55,1.0,True,True,1.028273800000079
130,8.0,243.0,54.05,17.14,0.55,1.0,True,False,0.8868735000000925
130,8.0,245.0,30.0,14.84,0.55,1.0,True,True,1.6531960000002073
130,8.0,247.0,79.62,20.7,0.55,1.0,True,False,0.8043993999999657
130,8.0,249.0,71.35,18.86,0.55,1.0,True,False,0.8043277000001581
130,8.0,251.0,25.06,7.57,0.55,1.0,True,False,0.7807843999999022
130,8.0,253.0,22.64,11.8,0.55,1.0,True,True,0.9692931999998108
130,8.0,255.0,70.89,21.4,0.55,1.0,True,False,1.205153200000041
130,8.0,226.0,26.69,68.12,1.0,0.55,False,True,1.205422200000157
130,8.0,228.0,10.23,15.79,1.0,0.55,False,False,0.8633166999998139
130,8.0,230.0,16.87,23.81,1.0,0.55,False,False,1.0754640000000109
130,8.0,232.0,24.85,48.54,1.0,0.55,False,True,1.3820983999999044
130,8.0,234.0,7.4,22.21,1.0,0.55,False,True,0.957518500000333
130,8.0,236.0,5.94,9.11,1.0,0.55,False,False,0.8632910000001175
130,8.0,238.0,14.98,41.4,1.0,0.55,False,True,0.8397024000000783
130,8.0,240.0,20.8,67.49,1.0,0.55,False,True,0.901031200000034
130,8.0,242.0,7.81,26.7,1.0,0.55,False,True,1.004700700000285
130,8.0,244.0,26.63,43.2,1.0,0.55,False,False,0.9102747000001729
130,8.0,246.0,6.21,23.54,1.0,0.55,False,True,0.8162279999996827
130,8.0,248.0,5.99,22.91,1.0,0.55,False,True,0.8043807999993078
130,8.0,250.0,18.06,25.67,1.0,0.55,False,False,0.8279783999996653
130,8.0,252.0,5.69,16.18,1.0,0.55,False,True,0.8397439000000304
130,8.0,254.0,10.26,33.26,1.0,0.55,False,True,0.8869031000003815
130,8.0,256.0,5.39,16.93,1.0,0.55,False,True,0.7336236999999528
131,1.0,225.0,18.41,59.63,1.0,0.55,False,True,2.2375511000000188
131,1.0,227.0,7.9,14.41,1.0,0.55,False,True,1.8874035999999703
131,1.0,229.0,9.11,35.14,1.0,0.55,False,True,1.7370588999999654
131,1.0,231.0,8.96,27.53,1.0,0.55,False,False,1.870660300000054
131,1.0,233.0,26.43,43.73,1.0,0.55,False,False,1.320162499999924
131,1.0,235.0,12.35,44.54,1.0,0.55,False,True,1.2367005999999492
131,1.0,237.0,18.35,45.38,1.0,0.55,False,False,1.220151999999871
131,1.0,239.0,10.13,35.64,1.0,0.55,False,False,1.4201689999999871
131,1.0,241.0,6.38,20.42,1.0,0.55,False,True,0.7362384999998994
131,1.0,243.0,13.79,40.21,1.0,0.55,False,True,1.2200159999999869
131,1.0,245.0,10.0,32.86,1.0,0.55,False,False,1.220036700000037
131,1.0,247.0,15.83,31.59,1.0,0.55,False,False,1.053189199999906
131,1.0,249.0,6.95,17.68,1.0,0.55,False,True,1.703803900000139
131,1.0,251.0,12.84,24.7,1.0,0.55,False,True,2.220989099999997
131,1.0,253.0,18.87,49.43,1.0,0.55,False,False,1.18665830000009
131,1.0,255.0,5.1,19.66,1.0,0.55,False,True,1.0365571999998338
131,1.0,226.0,30.51,13.44,0.55,1.0,True,True,1.8206436000000392
131,1.0,228.0,58.27,20.09,0.55,1.0,True,True,1.7872671999998602
131,1.0,230.0,29.84,8.06,0.55,1.0,True,False,1.5035933999999995
131,1.0,232.0,5.19,5.04,0.55,1.0,True,True,2.521212500000047
131,1.0,234.0,45.72,15.77,0.55,1.0,True,True,1.9042041999998671
131,1.0,236.0,17.91,16.79,0.55,1.0,True,True,2.0374621999999363
131,1.0,238.0,25.46,8.76,0.55,1.0,True,False,1.8206396000000495
131,1.0,240.0,88.4,27.9,0.55,1.0,True,False,2.471208899999965
131,1.0,242.0,15.44,5.78,0.55,1.0,True,False,1.8878010999999333
131,1.0,244.0,26.9,15.7,0.55,1.0,True,True,1.436926000000085
131,1.0,246.0,14.65,12.02,0.55,1.0,True,True,1.5036698999999771
131,1.0,248.0,18.86,12.29,0.55,1.0,True,True,1.1866789000000608
131,1.0,250.0,19.21,17.2,0.55,1.0,True,True,1.153505700000096
131,1.0,252.0,19.65,8.03,0.55,1.0,True,False,1.5204181999999946
131,1.0,254.0,25.75,7.11,0.55,1.0,True,False,1.4202708000000257
131,1.0,256.0,20.61,7.24,0.55,1.0,True,False,1.2033466999998836
131,2.0,225.0,12.35,32.2,1.0,0.55,False,False,1.2535580999999638
131,2.0,227.0,14.2,46.48,1.0,0.55,False,True,1.78729229999999
131,2.0,229.0,9.29,19.75,1.0,0.55,False,False,1.8372908999999709
131,2.0,231.0,15.97,59.1,1.0,0.55,False,True,1.6871562999999696
131,2.0,233.0,27.88,65.13,1.0,0.55,False,True,2.921656100000064
131,2.0,235.0,9.27,17.62,1.0,0.55,False,False,1.1032818999999563
131,2.0,237.0,23.02,66.33,1.0,0.55,False,True,1.3537880999999743
131,2.0,239.0,8.31,31.42,1.0,0.55,False,True,1.3535107999998672
131,2.0,241.0,11.33,38.29,1.0,0.55,False,True,1.4869800999999825
131,2.0,243.0,15.37,27.83,1.0,0.55,False,False,1.320160800000167
131,2.0,245.0,20.19,74.7,1.0,0.55,False,True,1.1867944999999054
131,2.0,247.0,9.16,10.13,1.0,0.55,False,False,1.00334799999996
131,2.0,249.0,7.17,23.17,1.0,0.55,False,False,1.1699822000000497
131,2.0,251.0,13.97,52.99,1.0,0.55,False,False,1.3701628000001165
131,2.0,253.0,13.54,38.57,1.0,0.55,False,False,1.236734800000022
131,2.0,255.0,8.87,13.09,1.0,0.55,False,False,1.2033799999999246
131,2.0,226.0,84.22,23.49,0.55,1.0,True,True,1.5037459000000126
131,2.0,228.0,9.92,6.48,0.55,1.0,True,True,2.30445050000003
131,2.0,230.0,27.15,19.57,0.55,1.0,True,True,1.1533275000001595
131,2.0,232.0,17.3,6.47,0.55,1.0,True,True,1.5038432999999714
131,2.0,234.0,23.82,22.35,0.55,1.0,True,True,1.2699181999998927
131,2.0,236.0,19.6,6.3,0.55,1.0,True,False,1.4536808000000292
131,2.0,238.0,12.72,5.83,0.55,1.0,True,False,1.4202671000000464
131,2.0,240.0,95.04,23.84,0.55,1.0,True,False,1.1534372000000983
131,2.0,242.0,67.86,20.42,0.55,1.0,True,True,1.2200831999998627
131,2.0,244.0,27.01,7.29,0.55,1.0,True,True,1.670827299999928
131,2.0,246.0,36.91,10.95,0.55,1.0,True,True,0.7529981000002408
131,2.0,248.0,63.43,22.31,0.55,1.0,True,True,1.0368154000002503
131,2.0,250.0,19.48,7.81,0.55,1.0,True,True,1.4870161000003463
131,2.0,252.0,10.56,5.64,0.55,1.0,True,False,1.8874009000001024
131,2.0,254.0,51.45,13.0,0.55,1.0,True,False,2.0211880000001656
131,2.0,256.0,15.4,5.43,0.55,1.0,True,True,1.5371460000001207
131,3.0,225.0,44.77,22.52,0.55,1.0,True,True,1.5537679999997636
131,3.0,227.0,90.85,26.8,0.55,1.0,True,False,1.2369820000003529
131,3.0,229.0,24.71,13.58,0.55,1.0,True,True,1.2034498000002714
131,3.0,231.0,17.84,9.48,0.55,1.0,True,True,1.1699383000000123
131,3.0,233.0,27.37,8.14,0.55,1.0,True,True,1.6872068999996372
131,3.0,235.0,40.96,21.69,0.55,1.0,True,True,1.5538064000002123
131,3.0,237.0,29.2,7.44,0.55,1.0,True,False,1.370344500000101
131,3.0,239.0,78.17,22.91,0.55,1.0,True,False,1.153390500000114
131,3.0,241.0,13.8,5.31,0.55,1.0,True,False,1.4870680999997603
131,3.0,243.0,33.31,13.25,0.55,1.0,True,False,1.1199752000002263
131,3.0,245.0,7.23,5.27,0.55,1.0,True,True,0.6863613999998961
131,3.0,247.0,96.35,24.17,0.55,1.0,True,False,0.8030868999999257
131,3.0,249.0,30.58,10.26,0.55,1.0,True,True,1.3368712000001324
131,3.0,251.0,59.12,16.98,0.55,1.0,True,True,0.8864686000001711
131,3.0,253.0,16.5,9.8,0.55,1.0,True,True,1.1033696999998028
131,3.0,255.0,93.09,27.03,0.55,1.0,True,True,0.6195792999997138
131,3.0,226.0,7.41,17.12,1.0,0.55,False,False,1.5538191999999071
131,3.0,228.0,23.76,37.19,1.0,0.55,False,False,0.8366837000003216
131,3.0,230.0,9.23,14.07,1.0,0.55,False,False,1.0032357000000047
131,3.0,232.0,5.72,13.72,1.0,0.55,False,False,0.7698408999999629
131,3.0,234.0,14.18,24.42,1.0,0.55,False,False,0.9197959000002812
131,3.0,236.0,6.41,14.37,1.0,0.55,False,False,1.036649099999977
131,3.0,238.0,5.5,7.07,1.0,0.55,False,False,0.9700991999998224
131,3.0,240.0,14.48,23.94,1.0,0.55,False,False,1.6038555000000088
131,3.0,242.0,9.65,14.46,1.0,0.55,False,False,1.0533602000000428
131,3.0,244.0,9.87,25.78,1.0,0.55,False,False,1.1367465000002994
131,3.0,246.0,20.26,28.64,1.0,0.55,False,False,0.8366891000000578
131,3.0,248.0,15.53,27.0,1.0,0.55,False,False,0.7530845999999656
131,3.0,250.0,24.28,24.85,1.0,0.55,False,False,0.7199022000004334
131,3.0,252.0,5.03,13.44,1.0,0.55,False,False,0.8364848000001075
131,3.0,254.0,27.81,70.87,1.0,0.55,False,False,0.8031436999999642
131,3.0,256.0,6.69,14.78,1.0,0.55,False,False,0.9198093999998492
131,4.0,225.0,17.26,41.42,1.0,0.55,False,True,1.2869387000000645
131,4.0,227.0,8.71,16.22,1.0,0.55,False,True,1.3536001000002216
131,4.0,229.0,22.54,87.01,1.0,0.55,False,True,1.2202123000001848
131,4.0,231.0,10.78,14.4,1.0,0.55,False,True,1.5038423999999395
131,4.0,233.0,18.18,69.69,1.0,0.55,False,True,1.3202940999999555
131,4.0,235.0,5.98,22.74,1.0,0.55,False,True,1.2702405999998518
131,4.0,237.0,15.46,39.77,1.0,0.55,False,True,1.637482799999816
131,4.0,239.0,6.26,14.18,1.0,0.55,False,True,1.9209045000002336
131,4.0,241.0,8.19,32.02,1.0,0.55,False,True,0.9699928
131,4.0,243.0,10.3,27.17,1.0,0.55,False,True,1.2369674999999916
131,4.0,245.0,5.82,6.72,1.0,0.55,False,False,1.9042140000001384
131,4.0,247.0,5.5,18.46,1.0,0.55,False,True,1.0700080000001435
131,4.0,249.0,17.7,19.32,1.0,0.55,False,False,1.187043200000062
131,4.0,251.0,27.81,98.66,1.0,0.55,False,True,1.0702673999999206
131,4.0,253.0,5.58,9.95,1.0,0.55,False,False,2.154578700000002
131,4.0,255.0,9.11,27.41,1.0,0.55,False,True,1.1367778999997429
131,4.0,226.0,18.44,8.4,0.55,1.0,True,True,1.8041451999997664
131,4.0,228.0,34.07,10.44,0.55,1.0,True,True,1.3703209999998762
131,4.0,230.0,70.5,18.76,0.55,1.0,True,False,0.8203057999999146
131,4.0,232.0,10.81,5.72,0.55,1.0,True,False,2.0209773999999925
131,4.0,234.0,60.94,20.35,0.55,1.0,True,True,2.288174699999672
131,4.0,236.0,41.32,21.5,0.55,1.0,True,True,0.8532064000000901
131,4.0,238.0,21.25,8.7,0.55,1.0,True,False,1.5539307000003646
131,4.0,240.0,93.61,23.91,0.55,1.0,True,False,0.8198896999997487
131,4.0,242.0,26.83,7.84,0.55,1.0,True,False,1.7206350000001294
131,4.0,244.0,36.61,9.64,0.55,1.0,True,False,1.954287999999906
131,4.0,246.0,23.37,7.78,0.55,1.0,True,False,1.32042360000014
131,4.0,248.0,19.63,6.91,0.55,1.0,True,False,1.4371905000002698
131,4.0,250.0,25.9,7.97,0.55,1.0,True,False,1.6540132000000085
131,4.0,252.0,64.16,20.4,0.55,1.0,True,True,2.721721399999751
131,4.0,254.0,10.14,6.91,0.55,1.0,True,True,1.937729500000387
131,4.0,256.0,20.0,6.74,0.55,1.0,True,True,1.7541030000002138
131,5.0,225.0,80.56,26.3,0.55,1.0,True,False,1.4204776999999922
131,5.0,227.0,17.9,5.8,0.55,1.0,True,False,1.7207484999998996
131,5.0,229.0,47.22,13.37,0.55,1.0,True,False,1.6372882999999092
131,5.0,231.0,32.86,13.78,0.55,1.0,True,True,0.8532970999999634
131,5.0,233.0,16.69,5.76,0.55,1.0,True,False,1.3036772000000385
131,5.0,235.0,95.64,24.2,0.55,1.0,True,False,2.1879258999997546
131,5.0,237.0,10.54,9.0,0.55,1.0,True,True,1.2369134000000486
131,5.0,239.0,30.24,19.15,0.55,1.0,True,True,1.3703849000003174
131,5.0,241.0,15.18,8.06,0.55,1.0,True,True,0.6864465999997265
131,5.0,243.0,37.21,25.05,0.55,1.0,True,True,0.7867028000000573
131,5.0,245.0,17.53,7.24,0.55,1.0,True,True,1.8542108999999984
131,5.0,247.0,7.7,5.86,0.55,1.0,True,True,1.1368549999997413
131,5.0,249.0,24.55,8.75,0.55,1.0,True,False,2.0213206000003083
131,5.0,251.0,12.51,5.95,0.55,1.0,True,True,1.1202729999999974
131,5.0,253.0,21.5,16.82,0.55,1.0,True,True,0.7531812000001992
131,5.0,255.0,86.99,22.6,0.55,1.0,True,False,1.1034894000003987
131,5.0,226.0,23.24,53.37,1.0,0.55,False,False,1.5873123999999734
131,5.0,228.0,20.74,63.82,1.0,0.55,False,True,0.8368338000000222
131,5.0,230.0,5.17,6.7,1.0,0.55,False,False,1.437133299999914
131,5.0,232.0,21.59,52.68,1.0,0.55,False,True,0.8699589000002561
131,5.0,234.0,8.22,23.41,1.0,0.55,False,True,0.7032110000000102
131,5.0,236.0,6.65,22.88,1.0,0.55,False,True,0.7198665000000801
131,5.0,238.0,15.74,23.98,1.0,0.55,False,False,1.1868897000003926
131,5.0,240.0,6.19,9.91,1.0,0.55,False,False,1.0868043000000398
131,5.0,242.0,8.23,31.78,1.0,0.55,False,True,0.986663199999839
131,5.0,244.0,5.84,13.76,1.0,0.55,False,False,1.1537123000002794
131,5.0,246.0,8.89,22.69,1.0,0.55,False,True,1.0367888999999195
131,5.0,248.0,5.59,17.27,1.0,0.55,False,True,1.5039278999997805
131,5.0,250.0,27.46,92.42,1.0,0.55,False,True,1.4371878999995715
131,5.0,252.0,16.98,63.5,1.0,0.55,False,True,0.8701093999998193
131,5.0,254.0,26.6,35.49,1.0,0.55,False,False,1.0534246000001986
131,5.0,256.0,10.48,39.54,1.0,0.55,False,True,0.9367252000001828
131,6.0,225.0,10.46,36.19,1.0,0.55,False,True,1.3205701000001682
131,6.0,227.0,19.35,51.69,1.0,0.55,False,True,1.2537044999999123
131,6.0,229.0,12.22,46.71,1.0,0.55,False,True,0.8533363999999892
131,6.0,231.0,10.39,19.31,1.0,0.55,False,False,0.9700340999997934
131,6.0,233.0,11.28,13.34,1.0,0.55,False,False,0.7366150000002563
131,6.0,235.0,19.77,40.78,1.0,0.55,False,True,1.003536300000178
131,6.0,237.0,9.4,11.02,1.0,0.55,False,False,1.0033103999999184
131,6.0,239.0,23.44,29.12,1.0,0.55,False,False,1.120238999999856
131,6.0,241.0,7.52,23.26,1.0,0.55,False,True,0.9700189000000136
131,6.0,243.0,15.94,43.61,1.0,0.55,False,True,1.120319500000278
131,6.0,245.0,15.52,51.57,1.0,0.55,False,True,0.8866913000001659
131,6.0,247.0,27.52,58.3,1.0,0.55,False,False,0.9701177000001736
131,6.0,249.0,18.97,32.13,1.0,0.55,False,True,1.1203097000002344
131,6.0,251.0,15.57,38.11,1.0,0.55,False,True,1.1867006999996192
131,6.0,253.0,15.3,17.59,1.0,0.55,False,False,0.9056572999998024
131,6.0,255.0,22.2,80.42,1.0,0.55,False,True,0.9867984000002252
131,6.0,226.0,40.27,12.55,0.55,1.0,True,False,1.771201900000051
131,6.0,228.0,24.87,23.67,0.55,1.0,True,True,1.8375750999998672
131,6.0,230.0,26.84,7.61,0.55,1.0,True,False,1.120240499999909
131,6.0,232.0,11.44,9.44,0.55,1.0,True,True,0.870169999999689
131,6.0,234.0,8.99,7.43,0.55,1.0,True,True,1.0201200000001336
131,6.0,236.0,61.86,19.36,0.55,1.0,True,False,1.5206817000002957
131,6.0,238.0,11.1,10.36,0.55,1.0,True,True,1.720935300000292
131,6.0,240.0,10.46,5.75,0.55,1.0,True,True,2.021208200000274
131,6.0,242.0,31.32,8.81,0.55,1.0,True,False,1.320457599999827
131,6.0,244.0,60.28,15.33,0.55,1.0,True,True,2.037782100000186
131,6.0,246.0,18.63,7.25,0.55,1.0,True,True,1.7711334000000534
131,6.0,248.0,63.77,19.62,0.55,1.0,True,False,1.2870812000001024
131,6.0,250.0,7.26,6.71,0.55,1.0,True,True,1.6541429000003518
131,6.0,252.0,54.31,13.74,0.55,1.0,True,False,2.087963200000104
131,6.0,254.0,90.02,23.01,0.55,1.0,True,False,1.2536877000002278
131,6.0,256.0,7.44,5.41,0.55,1.0,True,True,0.7198530999999093
131,7.0,225.0,6.74,6.58,0.55,1.0,True,True,1.7878359000001185
131,7.0,227.0,21.28,5.39,0.55,1.0,True,False,1.4372475999998642
131,7.0,229.0,13.08,6.2,0.55,1.0,True,True,1.4205323000001044
131,7.0,231.0,38.38,23.67,0.55,1.0,True,True,0.9201639000002616
131,7.0,233.0,26.19,25.99,0.55,1.0,True,True,1.3871875999998338
131,7.0,235.0,17.88,5.33,0.55,1.0,True,False,1.604147600000033
131,7.0,237.0,106.96,27.04,0.55,1.0,True,False,1.1369187999998758
131,7.0,239.0,28.9,13.36,0.55,1.0,True,False,1.6708536999999524
131,7.0,241.0,7.55,7.06,0.55,1.0,True,True,1.2037655999997696
131,7.0,243.0,20.83,5.4,0.55,1.0,True,False,1.8543806000002403
131,7.0,245.0,34.73,21.55,0.55,1.0,True,True,0.7201189999996132
131,7.0,247.0,56.63,25.09,0.55,1.0,True,False,1.0868875999999543
131,7.0,249.0,29.29,9.66,0.55,1.0,True,False,1.020318899999893
131,7.0,251.0,34.4,23.02,0.55,1.0,True,True,1.220450599999822
131,7.0,253.0,7.49,6.04,0.55,1.0,True,False,1.4540609000000586
131,7.0,255.0,15.91,5.81,0.55,1.0,True,False,1.437342400000034
131,7.0,226.0,20.67,69.21,1.0,0.55,False,True,1.0871114000001398
131,7.0,228.0,5.03,8.81,1.0,0.55,False,True,1.2370951000002606
131,7.0,230.0,7.72,17.47,1.0,0.55,False,False,1.0536572000000888
131,7.0,232.0,6.29,20.25,1.0,0.55,False,False,1.4373163000000204
131,7.0,234.0,23.94,86.17,1.0,0.55,False,True,1.003514399999858
131,7.0,236.0,7.7,29.76,1.0,0.55,False,True,0.9701927000000978
131,7.0,238.0,7.8,8.84,1.0,0.55,False,False,1.5707962999999836
131,7.0,240.0,11.16,44.23,1.0,0.55,False,True,0.8867892999996911
131,7.0,242.0,10.88,12.5,1.0,0.55,False,False,1.070298299999649
131,7.0,244.0,6.98,25.63,1.0,0.55,False,True,0.9200926999997135
131,7.0,246.0,5.89,12.2,1.0,0.55,False,False,1.1536866999999802
131,7.0,248.0,8.25,26.55,1.0,0.55,False,True,0.8702745999999024
131,7.0,250.0,5.34,15.08,1.0,0.55,False,True,0.9534386999998788
131,7.0,252.0,5.13,6.19,1.0,0.55,False,False,1.470752899999752
131,7.0,254.0,5.25,5.88,1.0,0.55,False,False,1.0036836999997831
131,7.0,256.0,10.57,18.79,1.0,0.55,False,False,1.170376699999906
131,8.0,225.0,29.13,19.52,0.55,1.0,True,True,2.154770500000268
131,8.0,227.0,27.23,6.9,0.55,1.0,True,False,0.9535338000000592
131,8.0,229.0,57.07,23.72,0.55,1.0,True,False,1.7375397000000703
131,8.0,231.0,55.89,23.71,0.55,1.0,True,True,0.8868219000000863
131,8.0,233.0,12.26,5.35,0.55,1.0,True,False,1.6208455999999387
131,8.0,235.0,27.25,8.32,0.55,1.0,True,False,1.2705581999998683
131,8.0,237.0,36.92,20.75,0.55,1.0,True,True,0.7869531000001189
131,8.0,239.0,75.32,20.1,0.55,1.0,True,False,1.0202595999999176
131,8.0,241.0,29.45,13.93,0.55,1.0,True,True,1.7543470000000525
131,8.0,243.0,28.71,9.26,0.55,1.0,True,False,2.0547160000000986
131,8.0,245.0,11.11,6.56,0.55,1.0,True,True,0.8202290000003813
131,8.0,247.0,13.71,7.01,0.55,1.0,True,True,1.153784000000087
131,8.0,249.0,13.04,8.94,0.55,1.0,True,True,0.8201402000004236
131,8.0,251.0,24.81,12.49,0.55,1.0,True,True,0.936974800000371
131,8.0,253.0,23.61,9.24,0.55,1.0,True,False,1.4039798999997402
131,8.0,255.0,37.54,16.32,0.55,1.0,True,True,0.8868889999998828
131,8.0,226.0,26.69,78.96,1.0,0.55,False,True,0.9200132000000848
131,8.0,228.0,19.96,39.29,1.0,0.55,False,False,0.953489399999853
131,8.0,230.0,7.16,14.78,1.0,0.55,False,False,0.9199822000000496
131,8.0,232.0,12.09,21.48,1.0,0.55,False,True,0.3863003000001299
131,8.0,234.0,14.56,36.87,1.0,0.55,False,True,0.8701811000000816
131,8.0,236.0,22.71,24.52,1.0,0.55,False,False,1.287219699999696
131,8.0,238.0,10.37,25.0,1.0,0.55,False,True,0.9058569000003444
131,8.0,240.0,23.72,57.08,1.0,0.55,False,False,1.704299799999717
131,8.0,242.0,8.65,10.28,1.0,0.55,False,False,0.9868336999998064
131,8.0,244.0,6.48,22.94,1.0,0.55,False,True,1.3039177999999083
131,8.0,246.0,12.87,16.15,1.0,0.55,False,False,0.9200369000000136
131,8.0,248.0,17.75,44.67,1.0,0.55,False,True,1.05373469999995
131,8.0,250.0,8.13,20.49,1.0,0.55,False,True,1.370625100000325
131,8.0,252.0,7.69,29.17,1.0,0.55,False,True,0.9058812000002944
131,8.0,254.0,7.78,20.45,1.0,0.55,False,False,2.0551519999999073
131,8.0,256.0,21.52,22.54,1.0,0.55,False,False,0.8869033000000854
132,1.0,225.0,23.76,89.02,1.0,0.55,False,True,1.629187200000004
132,1.0,227.0,15.53,47.81,1.0,0.55,False,True,1.7823186999999905
132,1.0,229.0,19.88,48.56,1.0,0.55,False,True,1.2638164000000245
132,1.0,231.0,20.37,70.01,1.0,0.55,False,True,1.181274500000001
132,1.0,233.0,7.72,22.77,1.0,0.55,False,True,1.2755261000000075
132,1.0,235.0,8.02,26.04,1.0,0.55,False,True,1.110505999999987
132,1.0,237.0,6.19,23.52,1.0,0.55,False,True,1.2165086999999914
132,1.0,239.0,12.03,22.12,1.0,0.55,False,True,1.3935364000000163
132,1.0,241.0,26.37,32.36,1.0,0.55,False,False,1.0631659999999954
132,1.0,243.0,9.22,21.07,1.0,0.55,False,True,1.652935800000023
132,1.0,245.0,25.38,37.69,1.0,0.55,False,False,1.1221227999999996
132,1.0,247.0,6.52,21.88,1.0,0.55,False,True,1.0161125999999854
132,1.0,249.0,19.93,69.56,1.0,0.55,False,True,1.1103564000000006
132,1.0,251.0,9.56,16.55,1.0,0.55,False,False,1.169391399999995
132,1.0,253.0,11.95,36.76,1.0,0.55,False,True,0.957268899999974
132,1.0,255.0,23.4,49.38,1.0,0.55,False,True,1.2165236000000164
132,1.0,226.0,68.32,17.79,0.55,1.0,True,False,0.90030059999998
132,1.0,228.0,13.1,7.87,0.55,1.0,True,True,1.181043299999999
132,1.0,230.0,5.67,5.17,0.55,1.0,True,True,1.4404913999999849
132,1.0,232.0,37.55,19.11,0.55,1.0,True,False,1.5116542000000095
132,1.0,234.0,42.31,11.56,0.55,1.0,True,False,0.9216951999999878
132,1.0,236.0,14.61,6.67,0.55,1.0,True,False,1.157540499999982
132,1.0,238.0,50.28,13.78,0.55,1.0,True,False,0.8392381000000455
132,1.0,240.0,38.66,11.64,0.55,1.0,True,False,0.9218720999999732
132,1.0,242.0,50.77,15.37,0.55,1.0,True,False,1.0396404999999618
132,1.0,244.0,32.71,8.2,0.55,1.0,True,False,1.027920999999992
132,1.0,246.0,17.31,5.78,0.55,1.0,True,False,1.205088499999988
132,1.0,248.0,26.82,11.59,0.55,1.0,True,False,1.145843900000045
132,1.0,250.0,34.26,25.51,0.55,1.0,True,True,1.2282963000000109
132,1.0,252.0,18.83,8.37,0.55,1.0,True,False,1.2754536000000485
132,1.0,254.0,23.43,9.88,0.55,1.0,True,False,1.0397771000000375
132,1.0,256.0,16.57,5.49,0.55,1.0,True,False,1.5112597000000392
132,2.0,225.0,63.01,16.38,0.55,1.0,True,False,1.0042585999999574
132,2.0,227.0,50.87,22.4,0.55,1.0,True,False,1.0986080999999783
132,2.0,229.0,10.8,5.1,0.55,1.0,True,True,1.263691300000005
132,2.0,231.0,9.09,5.01,0.55,1.0,True,True,1.9474711999999952
132,2.0,233.0,6.74,5.54,0.55,1.0,True,True,1.5701990000000023
132,2.0,235.0,18.53,16.68,0.55,1.0,True,True,1.4994848000000047
132,2.0,237.0,24.2,9.61,0.55,1.0,True,False,1.063368799999978
132,2.0,239.0,87.8,24.88,0.55,1.0,True,False,1.087043499999993
132,2.0,241.0,38.62,21.8,0.55,1.0,True,False,1.275431499999968
132,2.0,243.0,14.15,6.73,0.55,1.0,True,False,1.2872482000000218
132,2.0,245.0,13.48,8.55,0.55,1.0,True,True,1.0042786999999862
132,2.0,247.0,29.66,11.25,0.55,1.0,True,False,1.1340637000000695
132,2.0,249.0,31.82,13.49,0.55,1.0,True,False,1.240097999999989
132,2.0,251.0,53.74,17.89,0.55,1.0,True,False,0.9807598999999528
132,2.0,253.0,25.33,18.72,0.55,1.0,True,True,1.0750236000000086
132,2.0,255.0,28.3,8.64,0.55,1.0,True,False,1.145850800000062
132,2.0,226.0,5.61,13.92,1.0,0.55,False,True,1.299051500000019
132,2.0,228.0,13.47,14.79,1.0,0.55,False,False,1.2990859999999884
132,2.0,230.0,5.57,14.93,1.0,0.55,False,True,1.157714800000008
132,2.0,232.0,15.48,53.33,1.0,0.55,False,True,0.8159739000000172
132,2.0,234.0,18.5,67.16,1.0,0.55,False,True,1.0514766999999663
132,2.0,236.0,19.23,65.99,1.0,0.55,False,True,0.9101565999999366
132,2.0,238.0,6.79,23.13,1.0,0.55,False,True,1.0986213999999563
132,2.0,240.0,26.04,34.0,1.0,0.55,False,False,1.1105659999999489
