subject,session,run,trial_nr,n1,n2,p1,p2,choice,rt
10,7t2,5,98,10.0,29.0,1.0,0.55,True,0.9916106000000582
10,7t2,5,99,5.0,12.0,1.0,0.55,True,0.8744468000004417
10,7t2,5,100,20.0,44.0,1.0,0.55,True,0.9918075000005048
10,7t2,5,101,5.0,9.0,1.0,0.55,True,0.8919152999997237
10,7t2,5,102,20.0,28.0,1.0,0.55,False,0.9405499999993764
10,7t2,5,103,10.0,19.0,1.0,0.55,True,0.9913629000002544
10,7t2,5,104,7.0,17.0,1.0,0.55,True,1.1236234000006815
10,7t2,5,105,20.0,38.0,1.0,0.55,False,1.2250916000002403
10,7t2,5,106,7.0,17.0,1.0,0.55,True,1.1089104000002408
10,7t2,5,107,20.0,80.0,1.0,0.55,True,0.9352251000000252
10,7t2,5,108,14.0,23.0,1.0,0.55,True,1.3902505999995185
10,7t2,5,109,12.0,5.0,0.55,1.0,False,1.0234276999999563
10,7t2,5,110,26.0,14.0,0.55,1.0,True,1.2577738000000522
10,7t2,5,111,17.0,7.0,0.55,1.0,False,1.1913918999998714
10,7t2,5,112,80.0,20.0,0.55,1.0,False,1.3082658000002994
10,7t2,5,113,19.0,10.0,0.55,1.0,True,1.457797500000197
10,7t2,5,114,9.0,7.0,0.55,1.0,True,1.0914996999999858
10,7t2,5,115,11.0,5.0,0.55,1.0,False,1.0404214000000138
10,7t2,5,116,62.0,28.0,0.55,1.0,True,0.973754700000427
10,7t2,5,117,24.0,7.0,0.55,1.0,False,1.4916322999997649
10,7t2,5,118,39.0,28.0,0.55,1.0,True,0.8920595000000162
10,7t2,5,119,20.0,5.0,0.55,1.0,False,1.442252400000143
10,7t2,5,120,38.0,20.0,0.55,1.0,True,0.9745177999993756
10,7t2,6,121,20.0,5.0,0.55,1.0,False,0.860694599999988
10,7t2,6,122,20.0,7.0,0.55,1.0,True,1.3420700000006036
10,7t2,6,123,19.0,14.0,0.55,1.0,True,1.1406256000000496
10,7t2,6,124,112.0,28.0,0.55,1.0,False,1.0246337999997197
10,7t2,6,125,7.0,5.0,0.55,1.0,True,1.5234018000001015
10,7t2,6,126,28.0,7.0,0.55,1.0,False,1.474122699999498
10,7t2,6,127,14.0,10.0,0.55,1.0,True,0.7905798000001738
10,7t2,6,128,17.0,5.0,0.55,1.0,False,1.007719299999735
10,7t2,6,129,17.0,5.0,0.55,1.0,False,0.9740617000007036
10,7t2,6,130,96.0,28.0,0.55,1.0,True,1.4254031000000396
10,7t2,6,131,13.0,7.0,0.55,1.0,False,1.0216284999996788
10,7t2,6,132,80.0,20.0,0.55,1.0,False,1.374980399999913
10,7t2,6,133,28.0,53.0,1.0,0.55,True,1.3239614000003428
10,7t2,6,134,7.0,11.0,1.0,0.55,False,1.3409623999996256
10,7t2,6,135,14.0,56.0,1.0,0.55,True,1.373116400000043
10,7t2,6,136,20.0,51.0,1.0,0.55,False,1.0902333000003352
10,7t2,6,137,28.0,112.0,1.0,0.55,True,1.0081708999996408
10,7t2,6,138,10.0,22.0,1.0,0.55,True,1.091309600000386
10,7t2,6,139,5.0,17.0,1.0,0.55,True,0.8569947000004845
10,7t2,6,140,20.0,80.0,1.0,0.55,True,0.9317461000000548
10,7t2,6,141,7.0,13.0,1.0,0.55,False,1.3246599999992554
10,7t2,6,142,7.0,9.0,1.0,0.55,False,1.3585895999995046
10,7t2,6,143,14.0,23.0,1.0,0.55,False,1.8258236000001489
10,7t2,6,144,7.0,15.0,1.0,0.55,True,1.1915705999999773
10,7t2,7,145,71.0,28.0,0.55,1.0,True,0.8931209000002127
10,7t2,7,146,11.0,7.0,0.55,1.0,True,1.492204700000002
10,7t2,7,147,35.0,14.0,0.55,1.0,True,1.4241802000005777
10,7t2,7,148,25.0,10.0,0.55,1.0,True,1.6409123000002808
10,7t2,7,149,14.0,10.0,0.55,1.0,True,1.6252287000006618
10,7t2,7,150,9.0,7.0,0.55,1.0,True,1.1251554999998774
10,7t2,7,151,22.0,10.0,0.55,1.0,True,1.391799200000591
10,7t2,7,152,46.0,28.0,0.55,1.0,True,0.9076681000005776
10,7t2,7,153,28.0,7.0,0.55,1.0,False,1.2403059999997197
10,7t2,7,154,53.0,28.0,0.55,1.0,True,1.124097700000675
10,7t2,7,155,19.0,14.0,0.55,1.0,True,1.27510970000003
10,7t2,7,156,48.0,14.0,0.55,1.0,False,1.3248060000005069
10,7t2,7,157,20.0,69.0,1.0,0.55,True,1.0709948000003635
10,7t2,7,158,10.0,22.0,1.0,0.55,True,1.0577208999993672
10,7t2,7,159,5.0,20.0,1.0,0.55,True,1.1420458000002327
10,7t2,7,160,20.0,51.0,1.0,0.55,False,1.1400069000001167
10,7t2,7,161,10.0,19.0,1.0,0.55,False,1.057108199999675
10,7t2,7,162,7.0,28.0,1.0,0.55,True,0.974285399999644
10,7t2,7,163,14.0,31.0,1.0,0.55,False,1.378309900000204
10,7t2,7,164,10.0,14.0,1.0,0.55,False,1.3583914999999251
10,7t2,7,165,20.0,44.0,1.0,0.55,False,1.5584809000000632
10,7t2,7,166,7.0,15.0,1.0,0.55,True,1.124727299999904
10,7t2,7,167,7.0,11.0,1.0,0.55,False,1.4081626999995365
10,7t2,7,168,14.0,19.0,1.0,0.55,True,1.4751111999994464
10,7t2,8,169,14.0,26.0,1.0,0.55,False,1.3762810999996766
10,7t2,8,170,28.0,71.0,1.0,0.55,True,1.00492870000015
10,7t2,8,171,10.0,40.0,1.0,0.55,False,1.4082386999998562
10,7t2,8,172,5.0,20.0,1.0,0.55,True,1.1591811999996935
10,7t2,8,173,20.0,32.0,1.0,0.55,False,1.558569299999334
10,7t2,8,174,7.0,13.0,1.0,0.55,True,1.5083257999995254
10,7t2,8,175,14.0,41.0,1.0,0.55,True,1.2403616000001136
10,7t2,8,176,10.0,25.0,1.0,0.55,True,1.5242492000006962
10,7t2,8,177,28.0,46.0,1.0,0.55,True,1.4920571000002385
10,7t2,8,178,14.0,35.0,1.0,0.55,True,1.7248140000001513
10,7t2,8,179,10.0,25.0,1.0,0.55,True,1.7415387999999157
10,7t2,8,180,7.0,28.0,1.0,0.55,True,1.0580948999995885
10,7t2,8,181,20.0,7.0,0.55,1.0,False,3.840603800000281
10,7t2,8,182,31.0,14.0,0.55,1.0,False,1.2409115000000952
10,7t2,8,183,62.0,28.0,0.55,1.0,True,0.9403699999993478
10,7t2,8,184,29.0,10.0,0.55,1.0,False,0.8911636000002261
10,7t2,8,185,11.0,7.0,0.55,1.0,True,1.0415497000003595
10,7t2,8,186,8.0,5.0,0.55,1.0,False,1.3261203000001842
10,7t2,8,187,44.0,20.0,0.55,1.0,True,1.14158419999967
10,7t2,8,188,22.0,10.0,0.55,1.0,False,1.0084593000001405
10,7t2,8,189,7.0,5.0,0.55,1.0,False,1.707917100000543
10,7t2,8,190,16.0,10.0,0.55,1.0,True,1.041469099999631
10,7t2,8,191,9.0,5.0,0.55,1.0,False,1.2588895999996907
10,7t2,8,192,34.0,10.0,0.55,1.0,False,1.2252767999999037
11,3t2,1,1,100.0,28.0,0.55,1.0,True,0.8113629836643526
11,3t2,1,2,20.0,7.0,0.55,1.0,False,1.0086728831356595
11,3t2,1,3,45.0,14.0,0.55,1.0,False,0.6567635681058164
11,3t2,1,4,11.0,5.0,0.55,1.0,True,0.6567949086129374
11,3t2,1,5,36.0,10.0,0.55,1.0,False,0.7406578915251885
11,3t2,1,6,65.0,20.0,0.55,1.0,False,0.8405060407312703
11,3t2,1,7,56.0,28.0,0.55,1.0,True,0.8572252981794009
11,3t2,1,8,72.0,20.0,0.55,1.0,True,0.6903069531635992
11,3t2,1,9,36.0,10.0,0.55,1.0,True,2.3103774150640106
11,3t2,1,10,53.0,20.0,0.55,1.0,True,0.9906951837165252
11,3t2,1,11,37.0,14.0,0.55,1.0,True,1.2926655072679123
11,3t2,1,12,91.0,28.0,0.55,1.0,True,1.0407709885730867
11,3t2,1,13,7.0,18.0,1.0,0.55,False,0.9906743904957692
11,3t2,1,14,5.0,14.0,1.0,0.55,True,0.6736235564895026
11,3t2,1,15,28.0,91.0,1.0,0.55,False,0.7910935095296736
11,3t2,1,16,7.0,15.0,1.0,0.55,False,1.2413375888118026
11,3t2,1,17,10.0,29.0,1.0,0.55,False,1.7254255001444108
11,3t2,1,18,28.0,51.0,1.0,0.55,False,0.8575263478760462
11,3t2,1,19,28.0,68.0,1.0,0.55,False,0.8409722308024925
11,3t2,1,20,5.0,18.0,1.0,0.55,True,1.1746956128408783
11,3t2,1,21,10.0,18.0,1.0,0.55,False,1.2078065591468317
11,3t2,1,22,10.0,22.0,1.0,0.55,True,1.258127362403684
11,3t2,1,23,7.0,14.0,1.0,0.55,False,1.058669131316492
11,3t2,1,24,7.0,22.0,1.0,0.55,True,1.241318905047592
11,3t2,2,25,28.0,68.0,1.0,0.55,False,1.1969332106618786
11,3t2,2,26,5.0,10.0,1.0,0.55,True,0.7915973684830533
11,3t2,2,27,10.0,26.0,1.0,0.55,False,1.7588362907426929
11,3t2,2,28,5.0,12.0,1.0,0.55,True,0.7067417352209162
11,3t2,2,29,28.0,75.0,1.0,0.55,True,1.45936477007308
11,3t2,2,30,20.0,53.0,1.0,0.55,False,0.8412271737888801
11,3t2,2,31,28.0,91.0,1.0,0.55,False,0.9583189312634062
11,3t2,2,32,10.0,26.0,1.0,0.55,False,0.9740985761454796
11,3t2,2,33,20.0,44.0,1.0,0.55,True,1.3414033134740748
11,3t2,2,34,14.0,50.0,1.0,0.55,True,1.325202379828596
11,3t2,2,35,10.0,29.0,1.0,0.55,True,1.726031215748634
11,3t2,2,36,28.0,75.0,1.0,0.55,False,1.158680010090421
11,3t2,2,37,45.0,14.0,0.55,1.0,False,0.8906746617103636
11,3t2,2,38,51.0,28.0,0.55,1.0,True,0.7905233533493288
11,3t2,2,39,13.0,5.0,0.55,1.0,True,1.3918268774395983
11,3t2,2,40,16.0,5.0,0.55,1.0,False,1.1246812835997844
11,3t2,2,41,50.0,14.0,0.55,1.0,True,2.4278054803089617
11,3t2,2,42,12.0,7.0,0.55,1.0,True,1.9760971362920827
11,3t2,2,43,20.0,10.0,0.55,1.0,True,0.9073909056478442
11,3t2,2,44,25.0,7.0,0.55,1.0,False,0.991032094187176
11,3t2,2,45,29.0,10.0,0.55,1.0,False,0.7405548294682376
11,3t2,2,46,37.0,14.0,0.55,1.0,False,1.158018243189872
11,3t2,2,47,26.0,10.0,0.55,1.0,True,0.924485947849405
11,3t2,2,48,26.0,10.0,0.55,1.0,True,1.6086956652762296
11,3t2,3,49,20.0,72.0,1.0,0.55,True,1.6134762982892497
11,3t2,3,50,10.0,20.0,1.0,0.55,False,1.1257046717546473
11,3t2,3,51,14.0,28.0,1.0,0.55,False,1.3416489145802188
11,3t2,3,52,5.0,16.0,1.0,0.55,True,1.375045541677537
11,3t2,3,53,28.0,61.0,1.0,0.55,False,1.1086747213775965
11,3t2,3,54,20.0,53.0,1.0,0.55,False,1.2919600444675012
11,3t2,3,55,14.0,34.0,1.0,0.55,False,0.973997623546893
11,3t2,3,56,10.0,18.0,1.0,0.55,False,1.2081748101263798
11,3t2,3,57,5.0,9.0,1.0,0.55,False,0.923903436276305
11,3t2,3,58,20.0,59.0,1.0,0.55,True,1.3086829181266069
11,3t2,3,59,5.0,12.0,1.0,0.55,False,1.241453307613483
11,3t2,3,60,14.0,41.0,1.0,0.55,False,1.0410364788459106
11,3t2,3,61,18.0,5.0,0.55,1.0,False,1.0244052159050625
11,3t2,3,62,17.0,7.0,0.55,1.0,False,0.8743809119423247
11,3t2,3,63,75.0,28.0,0.55,1.0,True,1.024184626938279
11,3t2,3,64,14.0,7.0,0.55,1.0,False,1.5589655100720847
11,3t2,3,65,14.0,7.0,0.55,1.0,False,1.4417182554553278
11,3t2,3,66,72.0,20.0,0.55,1.0,True,0.8239009953322238
11,3t2,3,67,41.0,14.0,0.55,1.0,False,1.5756172648834763
11,3t2,3,68,22.0,7.0,0.55,1.0,False,1.0410774625870545
11,3t2,3,69,15.0,7.0,0.55,1.0,False,1.9094675157120944
11,3t2,3,70,28.0,14.0,0.55,1.0,True,0.7068999445218083
11,3t2,3,71,32.0,10.0,0.55,1.0,False,1.0581306169951858
11,3t2,3,72,44.0,20.0,0.55,1.0,True,0.791453021329346
11,3t2,4,73,61.0,28.0,0.55,1.0,True,1.6802764835574564
11,3t2,4,74,59.0,20.0,0.55,1.0,True,1.642161301764645
11,3t2,4,75,9.0,5.0,0.55,1.0,True,1.1581276336200972
11,3t2,4,76,18.0,10.0,0.55,1.0,True,1.491638261819375
11,3t2,4,77,18.0,7.0,0.55,1.0,False,1.008293180817418
11,3t2,4,78,17.0,7.0,0.55,1.0,False,1.2914697463129556
11,3t2,4,79,13.0,5.0,0.55,1.0,False,0.8073818349803474
11,3t2,4,80,22.0,7.0,0.55,1.0,False,1.27513742361225
11,3t2,4,81,20.0,7.0,0.55,1.0,False,1.692539663072239
11,3t2,4,82,41.0,14.0,0.55,1.0,True,1.892612348943686
11,3t2,4,83,22.0,10.0,0.55,1.0,True,0.7904404818127091
11,3t2,4,84,100.0,28.0,0.55,1.0,True,1.1578473771460267
11,3t2,4,85,14.0,25.0,1.0,0.55,False,0.7239588245975028
11,3t2,4,86,14.0,34.0,1.0,0.55,False,1.0411012693220982
11,3t2,4,87,7.0,20.0,1.0,0.55,True,1.4256351500680182
11,3t2,4,88,20.0,48.0,1.0,0.55,False,1.3923726241864642
11,3t2,4,89,10.0,20.0,1.0,0.55,True,1.8095958611229437
11,3t2,4,90,10.0,36.0,1.0,0.55,True,1.0911629106776672
11,3t2,4,91,7.0,12.0,1.0,0.55,False,0.7570366222881262
11,3t2,4,92,14.0,30.0,1.0,0.55,False,0.85747150198398
11,3t2,4,93,5.0,13.0,1.0,0.55,False,1.325034527297248
11,3t2,4,94,20.0,65.0,1.0,0.55,True,1.1587264181507635
11,3t2,4,95,7.0,20.0,1.0,0.55,False,1.3418767359708
11,3t2,4,96,14.0,41.0,1.0,0.55,False,1.4919185182934598
11,3t2,5,97,7.0,14.0,1.0,0.55,True,1.6959853109437972
11,3t2,5,98,7.0,18.0,1.0,0.55,True,1.358329297741875
11,3t2,5,99,14.0,28.0,1.0,0.55,False,0.908388377614756
11,3t2,5,100,10.0,32.0,1.0,0.55,True,1.2244369180352803
11,3t2,5,101,10.0,24.0,1.0,0.55,False,0.8407212053789408
11,3t2,5,102,14.0,45.0,1.0,0.55,True,1.70907328827343
11,3t2,5,103,28.0,61.0,1.0,0.55,False,1.2922972562883217
11,3t2,5,104,20.0,36.0,1.0,0.55,False,0.8907530129836232
11,3t2,5,105,28.0,83.0,1.0,0.55,True,1.3586930284545815
11,3t2,5,106,14.0,37.0,1.0,0.55,False,1.107774887152118
11,3t2,5,107,20.0,48.0,1.0,0.55,False,0.9747506998119206
11,3t2,5,108,7.0,17.0,1.0,0.55,False,1.3916566140979114
11,3t2,5,109,65.0,20.0,0.55,1.0,True,1.358150295220156
11,3t2,5,110,12.0,5.0,0.55,1.0,False,0.974212788192716
11,3t2,5,111,59.0,20.0,0.55,1.0,False,1.2578558451114077
11,3t2,5,112,25.0,7.0,0.55,1.0,False,1.1246348755375948
11,3t2,5,113,91.0,28.0,0.55,1.0,True,1.2079831508617644
11,3t2,5,114,30.0,14.0,0.55,1.0,True,1.391361892774512
11,3t2,5,115,10.0,5.0,0.55,1.0,False,1.4422531535637972
11,3t2,5,116,14.0,5.0,0.55,1.0,False,1.057773516004147
11,3t2,5,117,61.0,28.0,0.55,1.0,True,1.10820822995629
11,3t2,5,118,20.0,10.0,0.55,1.0,True,1.675533519426608
11,3t2,5,119,10.0,5.0,0.55,1.0,False,1.5752779436043056
11,3t2,5,120,36.0,20.0,0.55,1.0,True,0.7904456047799044
11,3t2,6,121,7.0,22.0,1.0,0.55,True,1.1130141764569998
11,3t2,6,122,20.0,72.0,1.0,0.55,False,1.4933463195538863
11,3t2,6,123,28.0,100.0,1.0,0.55,False,1.075112351203643
11,3t2,6,124,5.0,10.0,1.0,0.55,True,1.6927017899343042
11,3t2,6,125,28.0,56.0,1.0,0.55,True,1.5424626226758846
11,3t2,6,126,14.0,30.0,1.0,0.55,False,1.1247192538303352
11,3t2,6,127,20.0,65.0,1.0,0.55,True,1.927046829048777
11,3t2,6,128,7.0,17.0,1.0,0.55,True,2.059683478941224
11,3t2,6,129,10.0,36.0,1.0,0.55,False,1.1081853272771696
11,3t2,6,130,7.0,12.0,1.0,0.55,False,1.0578786875194055
11,3t2,6,131,20.0,59.0,1.0,0.55,False,1.0247409209696627
11,3t2,6,132,20.0,40.0,1.0,0.55,False,1.04089635060879
11,3t2,6,133,28.0,14.0,0.55,1.0,True,1.5081718870223997
11,3t2,6,134,30.0,14.0,0.55,1.0,True,1.9592721046264785
11,3t2,6,135,68.0,28.0,0.55,1.0,True,1.1243995203694794
11,3t2,6,136,32.0,10.0,0.55,1.0,False,0.9241113684984156
11,3t2,6,137,48.0,20.0,0.55,1.0,True,1.325092688048244
11,3t2,6,138,83.0,28.0,0.55,1.0,True,1.1912075407672091
11,3t2,6,139,12.0,5.0,0.55,1.0,False,0.8740539460559376
11,3t2,6,140,75.0,28.0,0.55,1.0,True,1.2582231920368372
11,3t2,6,141,34.0,14.0,0.55,1.0,False,1.40843885391223
11,3t2,6,142,68.0,28.0,0.55,1.0,True,0.924163200878013
11,3t2,6,143,53.0,20.0,0.55,1.0,True,1.1077661479721428
11,3t2,6,144,22.0,10.0,0.55,1.0,False,1.5091175266079515
11,3t2,7,145,5.0,18.0,1.0,0.55,True,1.545771457173032
11,3t2,7,146,7.0,25.0,1.0,0.55,True,1.6088231367702974
11,3t2,7,147,7.0,25.0,1.0,0.55,False,1.7263789748576528
11,3t2,7,148,5.0,16.0,1.0,0.55,True,1.909468721118188
11,3t2,7,149,10.0,22.0,1.0,0.55,False,
11,3t2,7,150,28.0,51.0,1.0,0.55,True,1.275202515438636
11,3t2,7,151,14.0,25.0,1.0,0.55,False,1.2416305020306169
11,3t2,7,152,7.0,15.0,1.0,0.55,False,1.0243566983845085
11,3t2,7,153,20.0,36.0,1.0,0.55,False,1.5254625060533726
11,3t2,7,154,14.0,37.0,1.0,0.55,False,1.308155855145742
11,3t2,7,155,28.0,56.0,1.0,0.55,True,1.3755135398533014
11,3t2,7,156,20.0,44.0,1.0,0.55,False,0.7903768967426004
11,3t2,7,157,56.0,28.0,0.55,1.0,True,0.9242897683179764
11,3t2,7,158,24.0,10.0,0.55,1.0,True,1.6589097902633227
11,3t2,7,159,40.0,20.0,0.55,1.0,True,0.840896893039826
11,3t2,7,160,11.0,5.0,0.55,1.0,False,1.0243964767250873
11,3t2,7,161,48.0,20.0,0.55,1.0,True,1.4752932823721494
11,3t2,7,162,51.0,28.0,0.55,1.0,True,0.9075470054904144
11,3t2,7,163,50.0,14.0,0.55,1.0,True,1.809544028745222
11,3t2,7,164,83.0,28.0,0.55,1.0,True,2.1097891175505197
11,3t2,7,165,18.0,7.0,0.55,1.0,True,1.4251852329562098
11,3t2,7,166,24.0,10.0,0.55,1.0,True,2.1266876788704394
11,3t2,7,167,44.0,20.0,0.55,1.0,True,0.8740099488022679
11,3t2,7,168,18.0,10.0,0.55,1.0,False,1.2248250581833986
11,3t2,8,169,12.0,7.0,0.55,1.0,True,1.3292820703063626
11,3t2,8,170,25.0,14.0,0.55,1.0,True,1.4751540581892186
11,3t2,8,171,25.0,14.0,0.55,1.0,True,2.0262672640237724
11,3t2,8,172,15.0,7.0,0.55,1.0,False,1.2589141899880048
11,3t2,8,173,16.0,5.0,0.55,1.0,False,0.7236610897634819
11,3t2,8,174,40.0,20.0,0.55,1.0,True,1.0075780747829697
11,3t2,8,175,34.0,14.0,0.55,1.0,True,1.34161667001716
11,3t2,8,176,36.0,20.0,0.55,1.0,False,1.3583681720265304
11,3t2,8,177,29.0,10.0,0.55,1.0,False,0.790736408540397
11,3t2,8,178,14.0,5.0,0.55,1.0,False,1.1245504972448828
11,3t2,8,179,9.0,5.0,0.55,1.0,False,1.1913196433579571
11,3t2,8,180,18.0,5.0,0.55,1.0,True,2.5272898988041845
11,3t2,8,181,10.0,24.0,1.0,0.55,False,1.1411037102644173
11,3t2,8,182,14.0,45.0,1.0,0.55,True,1.592003228071917
11,3t2,8,183,5.0,9.0,1.0,0.55,True,1.475394536324529
11,3t2,8,184,14.0,50.0,1.0,0.55,True,1.810097309265984
11,3t2,8,185,28.0,83.0,1.0,0.55,False,1.0417319970638346
11,3t2,8,186,5.0,13.0,1.0,0.55,False,1.1914633878059249
11,3t2,8,187,28.0,100.0,1.0,0.55,True,1.0253861135624902
11,3t2,8,188,20.0,40.0,1.0,0.55,False,1.0583307140914258
11,3t2,8,189,5.0,14.0,1.0,0.55,True,1.091238851140588
11,3t2,8,190,10.0,32.0,1.0,0.55,False,1.258287078459034
11,3t2,8,191,5.0,11.0,1.0,0.55,False,1.291646338027931
11,3t2,8,192,5.0,11.0,1.0,0.55,True,1.4419909781517504
11,7t2,1,1,12.0,5.0,0.55,1.0,False,0.6440804000012577
11,7t2,1,2,48.0,20.0,0.55,1.0,True,0.8929300999734622
11,7t2,1,3,29.0,10.0,0.55,1.0,False,0.8748320000013337
11,7t2,1,4,112.0,28.0,0.55,1.0,False,1.24261070007924
11,7t2,1,5,82.0,28.0,0.55,1.0,False,1.142534999991767
11,7t2,1,6,72.0,20.0,0.55,1.0,False,1.0723198000341512
11,7t2,1,7,45.0,14.0,0.55,1.0,True,1.35866979998535
11,7t2,1,8,65.0,20.0,0.55,1.0,True,0.8416606000391766
11,7t2,1,9,18.0,5.0,0.55,1.0,False,0.9083417999790696
11,7t2,1,10,26.0,10.0,0.55,1.0,True,0.8251755000092089
11,7t2,1,11,101.0,28.0,0.55,1.0,True,0.9904037000378878
11,7t2,1,12,61.0,28.0,0.55,1.0,True,0.6244220000226335
11,7t2,1,13,7.0,18.0,1.0,0.55,True,1.7907236999599547
11,7t2,1,14,7.0,25.0,1.0,0.55,True,1.2911571000004187
11,7t2,1,15,20.0,65.0,1.0,0.55,False,1.3217101000482216
11,7t2,1,16,10.0,29.0,1.0,0.55,False,1.4593190999003127
11,7t2,1,17,14.0,50.0,1.0,0.55,True,0.9911529000383156
11,7t2,1,18,14.0,37.0,1.0,0.55,False,0.9903504999820144
11,7t2,1,19,7.0,15.0,1.0,0.55,True,1.524426699965261
11,7t2,1,20,20.0,59.0,1.0,0.55,True,0.7550354000414359
11,7t2,1,21,14.0,33.0,1.0,0.55,False,1.3413376000243602
11,7t2,1,22,7.0,20.0,1.0,0.55,False,1.6068493999773636
11,7t2,1,23,5.0,18.0,1.0,0.55,True,1.3424843000248077
11,7t2,1,24,28.0,61.0,1.0,0.55,False,1.0546683999709785
11,7t2,2,25,14.0,45.0,1.0,0.55,True,1.745005800039511
11,7t2,2,26,5.0,20.0,1.0,0.55,True,0.6586131000658355
11,7t2,2,27,5.0,16.0,1.0,0.55,True,0.7078108999412649
11,7t2,2,28,10.0,21.0,1.0,0.55,True,1.257560500060208
11,7t2,2,29,20.0,43.0,1.0,0.55,False,0.790462699951604
11,7t2,2,30,20.0,48.0,1.0,0.55,False,0.6048599999630682
11,7t2,2,31,14.0,41.0,1.0,0.55,True,0.8079596000025191
11,7t2,2,32,20.0,80.0,1.0,0.55,True,0.8343520000343858
11,7t2,2,33,28.0,61.0,1.0,0.55,False,0.6720897000050172
11,7t2,2,34,28.0,67.0,1.0,0.55,True,0.7035088000120879
11,7t2,2,35,28.0,55.0,1.0,0.55,False,0.7065280000679195
11,7t2,2,36,20.0,80.0,1.0,0.55,True,0.7674053999362798
11,7t2,2,37,59.0,20.0,0.55,1.0,False,1.1729924000101164
11,7t2,2,38,20.0,7.0,0.55,1.0,True,1.325080499984324
11,7t2,2,39,13.0,7.0,0.55,1.0,False,0.99199000000948
11,7t2,2,40,33.0,14.0,0.55,1.0,False,0.9935639000031528
11,7t2,2,41,50.0,14.0,0.55,1.0,True,1.3064534999429611
11,7t2,2,42,18.0,7.0,0.55,1.0,False,0.8417754000984132
11,7t2,2,43,13.0,7.0,0.55,1.0,False,0.8081579999998212
11,7t2,2,44,41.0,14.0,0.55,1.0,True,0.9741167000029236
11,7t2,2,45,112.0,28.0,0.55,1.0,True,0.8584306000266224
11,7t2,2,46,74.0,28.0,0.55,1.0,True,0.7257382000097437
11,7t2,2,47,80.0,20.0,0.55,1.0,True,1.1251128000440076
11,7t2,2,48,25.0,7.0,0.55,1.0,False,0.8240244999760762
11,7t2,3,49,20.0,5.0,0.55,1.0,False,0.860583100002259
11,7t2,3,50,24.0,10.0,0.55,1.0,True,1.0090189999900758
11,7t2,3,51,9.0,5.0,0.55,1.0,True,1.5413607999216907
11,7t2,3,52,30.0,14.0,0.55,1.0,True,0.9570601999294012
11,7t2,3,53,91.0,28.0,0.55,1.0,True,0.7920913000125438
11,7t2,3,54,48.0,20.0,0.55,1.0,True,0.7251618000445887
11,7t2,3,55,9.0,5.0,0.55,1.0,True,1.1923417000798509
11,7t2,3,56,28.0,7.0,0.55,1.0,False,1.3567364000482345
11,7t2,3,57,24.0,10.0,0.55,1.0,True,0.6573323000921221
11,7t2,3,58,30.0,14.0,0.55,1.0,True,0.77499139995777
11,7t2,3,59,27.0,14.0,0.55,1.0,True,1.0750575000419929
11,7t2,3,60,18.0,5.0,0.55,1.0,False,0.858946799999103
11,7t2,3,61,5.0,12.0,1.0,0.55,True,1.1759402999888096
11,7t2,3,62,5.0,16.0,1.0,0.55,True,0.942084900103481
11,7t2,3,63,10.0,24.0,1.0,0.55,False,0.7919276000466198
11,7t2,3,64,7.0,25.0,1.0,0.55,True,0.9419945999979972
11,7t2,3,65,7.0,18.0,1.0,0.55,True,1.141113300109282
11,7t2,3,66,5.0,10.0,1.0,0.55,True,1.5080708999885246
11,7t2,3,67,14.0,33.0,1.0,0.55,False,1.0232184999622973
11,7t2,3,68,28.0,101.0,1.0,0.55,False,0.911707099992782
11,7t2,3,69,20.0,53.0,1.0,0.55,False,0.7243305000011446
11,7t2,3,70,20.0,39.0,1.0,0.55,False,0.8422778000822859
11,7t2,3,71,10.0,32.0,1.0,0.55,False,0.9417155999690294
11,7t2,3,72,28.0,112.0,1.0,0.55,True,0.4754175000124974
11,7t2,4,73,10.0,19.0,1.0,0.55,False,0.7772554999683052
11,7t2,4,74,28.0,74.0,1.0,0.55,True,0.8033532000845298
11,7t2,4,75,14.0,45.0,1.0,0.55,False,0.7760701000224799
11,7t2,4,76,10.0,26.0,1.0,0.55,False,0.6420688000507582
11,7t2,4,77,5.0,14.0,1.0,0.55,True,0.8420763999456398
11,7t2,4,78,10.0,24.0,1.0,0.55,True,1.190745400032
11,7t2,4,79,14.0,50.0,1.0,0.55,False,1.24158739997074
11,7t2,4,80,14.0,30.0,1.0,0.55,False,1.0744971999665722
11,7t2,4,81,10.0,32.0,1.0,0.55,True,1.4754043000284582
11,7t2,4,82,5.0,12.0,1.0,0.55,False,1.3076437000417798
11,7t2,4,83,20.0,72.0,1.0,0.55,True,0.8324829000048339
11,7t2,4,84,20.0,59.0,1.0,0.55,True,1.27447039994874
11,7t2,4,85,15.0,7.0,0.55,1.0,True,0.8406297999899834
11,7t2,4,86,26.0,10.0,0.55,1.0,True,1.295012699905783
11,7t2,4,87,14.0,5.0,0.55,1.0,False,0.8083050999557884
11,7t2,4,88,16.0,7.0,0.55,1.0,True,1.075186699978076
11,7t2,4,89,82.0,28.0,0.55,1.0,True,0.892174799926579
11,7t2,4,90,33.0,14.0,0.55,1.0,False,0.7757165000075474
11,7t2,4,91,16.0,5.0,0.55,1.0,False,0.6252896999940276
11,7t2,4,92,10.0,5.0,0.55,1.0,False,0.525018599932082
11,7t2,4,93,16.0,5.0,0.55,1.0,False,1.3075837999350028
