subject,session,stimulation_condition,run,trial_nr,n1,n2,p1,p2,choice,rt
45,3,vertex,4,72,7.0,28.0,1.0,0.55,2.0,0.8890985999996985
45,3,vertex,4,73,10.0,40.0,1.0,0.55,2.0,0.8220898999998099
45,3,vertex,4,74,14.0,45.0,1.0,0.55,2.0,2.407027400000487
45,3,vertex,4,75,10.0,36.0,1.0,0.55,2.0,3.941754800000126
45,3,vertex,4,76,10.0,32.0,1.0,0.55,2.0,1.3059218999997029
45,3,vertex,4,77,28.0,87.0,1.0,0.55,2.0,0.29298949999974866
45,3,vertex,4,78,14.0,56.0,1.0,0.55,2.0,1.1557776999998168
45,3,vertex,4,79,28.0,101.0,1.0,0.55,2.0,0.6298389999993219
45,3,vertex,4,80,10.0,34.0,1.0,0.55,2.0,1.155871400000251
45,3,vertex,5,81,76.0,20.0,0.55,1.0,1.0,1.6436649000006547
45,3,vertex,5,82,34.0,10.0,0.55,1.0,2.0,1.673819500000711
45,3,vertex,5,83,22.0,7.0,0.55,1.0,1.0,0.8722189000000071
45,3,vertex,5,84,21.0,7.0,0.55,1.0,2.0,0.07129119999990507
45,3,vertex,5,85,62.0,20.0,0.55,1.0,1.0,2.3236431999994096
45,3,vertex,5,86,38.0,10.0,0.55,1.0,1.0,0.7387922000007308
45,3,vertex,5,87,65.0,20.0,0.55,1.0,1.0,1.1891327000003002
45,3,vertex,5,88,65.0,20.0,0.55,1.0,1.0,1.022480300000126
45,3,vertex,5,89,112.0,28.0,0.55,1.0,1.0,0.872428900000159
45,3,vertex,5,90,48.0,14.0,0.55,1.0,1.0,0.7887897000000521
45,3,vertex,5,91,7.0,28.0,1.0,0.55,2.0,1.9400119999990864
45,3,vertex,5,92,10.0,32.0,1.0,0.55,2.0,0.8889318999999887
45,3,vertex,5,93,7.0,21.0,1.0,0.55,2.0,2.490430499999974
45,3,vertex,5,94,20.0,62.0,1.0,0.55,2.0,3.758357799999459
45,3,vertex,5,95,10.0,38.0,1.0,0.55,2.0,2.440262600000068
45,3,vertex,5,96,7.0,24.0,1.0,0.55,2.0,0.6087249000001975
45,3,vertex,5,97,14.0,53.0,1.0,0.55,2.0,0.8721851000000242
45,3,vertex,5,98,14.0,48.0,1.0,0.55,2.0,0.6083373000001302
45,3,vertex,5,99,20.0,76.0,1.0,0.55,2.0,0.8526783000006617
45,3,vertex,5,100,20.0,68.0,1.0,0.55,2.0,0.8377467000000252
45,3,vertex,6,101,26.0,7.0,0.55,1.0,1.0,0.90946660000008
45,3,vertex,6,102,76.0,20.0,0.55,1.0,1.0,0.05472100000042701
45,3,vertex,6,103,25.0,7.0,0.55,1.0,1.0,2.9574289000001954
45,3,vertex,6,104,28.0,7.0,0.55,1.0,1.0,0.5385115999997652
45,3,vertex,6,105,106.0,28.0,0.55,1.0,1.0,0.35514599999986274
45,3,vertex,6,106,26.0,7.0,0.55,1.0,1.0,2.3734975999996095
45,3,vertex,6,107,36.0,10.0,0.55,1.0,1.0,0.9057440999995379
45,3,vertex,6,108,43.0,14.0,0.55,1.0,1.0,0.7386988000007477
45,3,vertex,6,109,80.0,20.0,0.55,1.0,1.0,0.40484980000019277
45,3,vertex,6,110,36.0,10.0,0.55,1.0,1.0,0.6720009999999093
45,3,vertex,6,111,28.0,112.0,1.0,0.55,2.0,0.6774660999999753
45,3,vertex,6,112,14.0,43.0,1.0,0.55,2.0,1.1558112000002438
45,3,vertex,6,113,7.0,24.0,1.0,0.55,2.0,1.4560873000000356
45,3,vertex,6,114,14.0,50.0,1.0,0.55,2.0,0.8888611000001845
45,3,vertex,6,115,20.0,72.0,1.0,0.55,2.0,0.5947708000003047
45,3,vertex,6,116,14.0,48.0,1.0,0.55,2.0,1.3062762999998085
45,3,vertex,6,117,7.0,25.0,1.0,0.55,2.0,2.590621700000156
45,3,vertex,6,118,20.0,80.0,1.0,0.55,2.0,1.01838940000016
45,3,vertex,6,119,20.0,76.0,1.0,0.55,2.0,2.3040768000000753
45,3,vertex,6,120,10.0,31.0,1.0,0.55,2.0,1.0056242000000566
46,1,baseline,1,1,26.0,10.0,0.55,1.0,1.0,0.7146835000003549
46,1,baseline,1,2,31.0,20.0,0.55,1.0,2.0,0.6249004000000866
46,1,baseline,1,3,30.0,14.0,0.55,1.0,2.0,0.7686775000000523
46,1,baseline,1,4,18.0,7.0,0.55,1.0,2.0,1.6217996999994853
46,1,baseline,1,5,52.0,28.0,0.55,1.0,2.0,0.9149425000005067
46,1,baseline,1,6,22.0,14.0,0.55,1.0,1.0,1.195367400000535
46,1,baseline,1,7,72.0,28.0,0.55,1.0,2.0,0.8341055000000779
46,1,baseline,1,8,26.0,14.0,0.55,1.0,1.0,0.7177471000004658
46,1,baseline,1,9,11.0,7.0,0.55,1.0,2.0,1.153292699999838
46,1,baseline,1,10,18.0,7.0,0.55,1.0,1.0,0.9453769000001557
46,1,baseline,1,11,20.0,72.0,1.0,0.55,2.0,0.7952746999999363
46,1,baseline,1,12,10.0,30.0,1.0,0.55,2.0,0.6713214999999764
46,1,baseline,1,13,7.0,11.0,1.0,0.55,1.0,0.7194037999997533
46,1,baseline,1,14,7.0,21.0,1.0,0.55,2.0,0.6029874999993865
46,1,baseline,1,15,14.0,36.0,1.0,0.55,2.0,1.3973496999997224
46,1,baseline,1,16,7.0,13.0,1.0,0.55,1.0,1.1529193000005478
46,1,baseline,1,17,20.0,72.0,1.0,0.55,2.0,0.7772376000002623
46,1,baseline,1,18,20.0,44.0,1.0,0.55,1.0,0.7309105000004479
46,1,baseline,1,19,7.0,18.0,1.0,0.55,1.0,1.8755770999996457
46,1,baseline,1,20,7.0,25.0,1.0,0.55,2.0,0.8526329999995141
46,1,baseline,2,21,14.0,42.0,1.0,0.55,2.0,0.9842325999998138
46,1,baseline,2,22,10.0,15.0,1.0,0.55,1.0,1.1518044000004082
46,1,baseline,2,23,14.0,36.0,1.0,0.55,2.0,1.809114600000612
46,1,baseline,2,24,14.0,50.0,1.0,0.55,2.0,1.0981574999996155
46,1,baseline,2,25,28.0,72.0,1.0,0.55,1.0,0.7790495000008377
46,1,baseline,2,26,20.0,52.0,1.0,0.55,1.0,1.155297000000246
46,1,baseline,2,27,10.0,18.0,1.0,0.55,1.0,1.7697201000001002
46,1,baseline,2,28,10.0,26.0,1.0,0.55,2.0,0.48710810000009985
46,1,baseline,2,29,28.0,52.0,1.0,0.55,1.0,0.6959871999997631
46,1,baseline,2,30,10.0,30.0,1.0,0.55,1.0,0.9259021999996548
46,1,baseline,2,31,52.0,20.0,0.55,1.0,1.0,1.1539161000000604
46,1,baseline,2,32,30.0,10.0,0.55,1.0,1.0,1.2194033999994645
46,1,baseline,2,33,15.0,10.0,0.55,1.0,2.0,0.566773399999903
46,1,baseline,2,34,36.0,14.0,0.55,1.0,2.0,1.040258999999395
46,1,baseline,2,35,22.0,10.0,0.55,1.0,2.0,0.5622758999998041
46,1,baseline,2,36,25.0,7.0,0.55,1.0,2.0,1.0777177999998173
46,1,baseline,2,37,18.0,10.0,0.55,1.0,2.0,1.2320197999997617
46,1,baseline,2,38,61.0,28.0,0.55,1.0,1.0,1.7501373000004605
46,1,baseline,2,39,13.0,7.0,0.55,1.0,2.0,1.0158088999996835
46,1,baseline,2,40,30.0,14.0,0.55,1.0,2.0,0.7933812000001126
46,1,baseline,3,41,7.0,25.0,1.0,0.55,2.0,0.7898549999999958
46,1,baseline,3,42,20.0,31.0,1.0,0.55,1.0,0.7783441999999923
46,1,baseline,3,43,10.0,15.0,1.0,0.55,1.0,0.7712036000002698
46,1,baseline,3,44,14.0,26.0,1.0,0.55,2.0,0.8036460999992414
46,1,baseline,3,45,7.0,13.0,1.0,0.55,1.0,1.0808601999997336
46,1,baseline,3,46,10.0,26.0,1.0,0.55,2.0,0.8862269000001248
46,1,baseline,3,47,28.0,61.0,1.0,0.55,1.0,0.6812137000006118
46,1,baseline,3,48,14.0,30.0,1.0,0.55,2.0,0.8053602999998333
46,1,baseline,3,49,7.0,15.0,1.0,0.55,1.0,1.1140869000000748
46,1,baseline,3,50,28.0,61.0,1.0,0.55,1.0,0.9000066999996932
46,1,baseline,3,51,11.0,7.0,0.55,1.0,1.0,1.3420943999999224
46,1,baseline,3,52,101.0,28.0,0.55,1.0,2.0,0.7815777000005255
46,1,baseline,3,53,36.0,10.0,0.55,1.0,2.0,0.8444278999995731
46,1,baseline,3,54,15.0,10.0,0.55,1.0,1.0,2.4217295999997077
46,1,baseline,3,55,22.0,14.0,0.55,1.0,2.0,1.0678692999999555
46,1,baseline,3,56,15.0,7.0,0.55,1.0,2.0,0.7700294000005954
46,1,baseline,3,57,26.0,14.0,0.55,1.0,1.0,0.7303590999999869
46,1,baseline,3,58,61.0,28.0,0.55,1.0,2.0,0.820173299999567
46,1,baseline,3,59,44.0,20.0,0.55,1.0,2.0,0.5288769999997385
46,1,baseline,3,60,50.0,14.0,0.55,1.0,1.0,1.2275083999993512
46,1,baseline,4,61,14.0,22.0,1.0,0.55,1.0,1.1862503000002107
46,1,baseline,4,62,7.0,15.0,1.0,0.55,2.0,0.5604053999995813
46,1,baseline,4,63,28.0,72.0,1.0,0.55,1.0,0.5704457000001568
46,1,baseline,4,64,14.0,26.0,1.0,0.55,2.0,0.4882090999999633
46,1,baseline,4,65,10.0,18.0,1.0,0.55,1.0,0.6053144000006796
46,1,baseline,4,66,14.0,42.0,1.0,0.55,2.0,0.885438599999361
46,1,baseline,4,67,20.0,31.0,1.0,0.55,1.0,0.8204770000002242
46,1,baseline,4,68,20.0,37.0,1.0,0.55,2.0,0.726208300000522
46,1,baseline,4,69,28.0,44.0,1.0,0.55,1.0,0.9910415000003923
46,1,baseline,4,70,10.0,36.0,1.0,0.55,2.0,0.5198958999999661
46,1,baseline,4,71,85.0,28.0,0.55,1.0,2.0,0.7389356000003318
46,1,baseline,4,72,44.0,28.0,0.55,1.0,1.0,0.6775626999996973
46,1,baseline,4,73,42.0,14.0,0.55,1.0,1.0,0.9345210999999551
46,1,baseline,4,74,44.0,20.0,0.55,1.0,2.0,0.487614399999984
46,1,baseline,4,75,13.0,7.0,0.55,1.0,2.0,1.050030399999713
46,1,baseline,4,76,72.0,28.0,0.55,1.0,2.0,0.7625886000005266
46,1,baseline,4,77,18.0,10.0,0.55,1.0,1.0,0.6554451000001791
46,1,baseline,4,78,31.0,20.0,0.55,1.0,2.0,0.7300352000002022
46,1,baseline,4,79,61.0,20.0,0.55,1.0,1.0,1.0828675000002477
46,1,baseline,4,80,101.0,28.0,0.55,1.0,1.0,0.7467394000004788
46,1,baseline,5,81,72.0,20.0,0.55,1.0,1.0,0.882084599999871
46,1,baseline,5,82,42.0,14.0,0.55,1.0,2.0,0.5993911999994452
46,1,baseline,5,83,21.0,7.0,0.55,1.0,1.0,0.6470473999997921
46,1,baseline,5,84,52.0,20.0,0.55,1.0,1.0,0.582825700000285
46,1,baseline,5,85,22.0,10.0,0.55,1.0,2.0,0.5299976999995124
46,1,baseline,5,86,21.0,7.0,0.55,1.0,1.0,0.7529976999994403
46,1,baseline,5,87,72.0,20.0,0.55,1.0,2.0,0.8533077000001867
46,1,baseline,5,88,36.0,10.0,0.55,1.0,1.0,0.9339199999994889
46,1,baseline,5,89,85.0,28.0,0.55,1.0,2.0,0.8145270000004246
46,1,baseline,5,90,25.0,7.0,0.55,1.0,1.0,0.8263711000008698
46,1,baseline,5,91,14.0,22.0,1.0,0.55,1.0,0.9311536000004708
46,1,baseline,5,92,14.0,50.0,1.0,0.55,2.0,0.8173581999999442
46,1,baseline,5,93,10.0,22.0,1.0,0.55,1.0,1.1463586999998654
46,1,baseline,5,94,7.0,18.0,1.0,0.55,2.0,0.6682414999995672
46,1,baseline,5,95,20.0,61.0,1.0,0.55,2.0,0.9467045999999755
46,1,baseline,5,96,10.0,22.0,1.0,0.55,1.0,1.3342090999994412
46,1,baseline,5,97,28.0,44.0,1.0,0.55,1.0,0.7909335999993345
46,1,baseline,5,98,20.0,52.0,1.0,0.55,2.0,0.5238178999997558
46,1,baseline,5,99,20.0,44.0,1.0,0.55,1.0,2.0222831000000383
46,1,baseline,5,100,28.0,101.0,1.0,0.55,1.0,1.2650317999996332
46,1,baseline,6,101,30.0,10.0,0.55,1.0,1.0,0.9050458000001527
46,1,baseline,6,102,37.0,20.0,0.55,1.0,2.0,0.6792159999995491
46,1,baseline,6,103,61.0,20.0,0.55,1.0,1.0,1.2544947999995202
46,1,baseline,6,104,15.0,7.0,0.55,1.0,2.0,0.522402300000067
46,1,baseline,6,105,52.0,28.0,0.55,1.0,2.0,0.9871206999996502
46,1,baseline,6,106,37.0,20.0,0.55,1.0,2.0,0.8870860999995784
46,1,baseline,6,107,50.0,14.0,0.55,1.0,1.0,0.6131622999992032
46,1,baseline,6,108,26.0,10.0,0.55,1.0,1.0,1.8140655999995943
46,1,baseline,6,109,36.0,14.0,0.55,1.0,1.0,1.5117451999994955
46,1,baseline,6,110,44.0,28.0,0.55,1.0,2.0,0.8952787999997156
46,1,baseline,6,111,28.0,85.0,1.0,0.55,2.0,1.366448799999489
46,1,baseline,6,112,10.0,36.0,1.0,0.55,1.0,1.2817113999999492
46,1,baseline,6,113,28.0,85.0,1.0,0.55,2.0,0.8279851999996026
46,1,baseline,6,114,20.0,61.0,1.0,0.55,1.0,0.9533763000000022
46,1,baseline,6,115,28.0,101.0,1.0,0.55,1.0,0.4111282999992909
46,1,baseline,6,116,28.0,52.0,1.0,0.55,1.0,1.0387030999999922
46,1,baseline,6,117,20.0,37.0,1.0,0.55,1.0,0.9564441000002546
46,1,baseline,6,118,7.0,11.0,1.0,0.55,1.0,0.8497316000002684
46,1,baseline,6,119,14.0,30.0,1.0,0.55,2.0,1.0142147000004798
46,1,baseline,6,120,7.0,21.0,1.0,0.55,1.0,1.0217724000004296
46,2,vertex,1,1,7.0,11.0,1.0,0.55,1.0,0.7602240999985952
46,2,vertex,1,2,28.0,61.0,1.0,0.55,1.0,0.755731500001275
46,2,vertex,1,3,20.0,37.0,1.0,0.55,2.0,0.6097319000000425
46,2,vertex,1,4,28.0,72.0,1.0,0.55,2.0,0.8366251999977976
46,2,vertex,1,5,7.0,15.0,1.0,0.55,1.0,1.5564725999975053
46,2,vertex,1,6,14.0,26.0,1.0,0.55,1.0,1.306242700000439
46,2,vertex,1,7,14.0,26.0,1.0,0.55,2.0,0.7054795000003367
46,2,vertex,1,8,14.0,42.0,1.0,0.55,2.0,0.5553417999981178
46,2,vertex,1,9,14.0,50.0,1.0,0.55,2.0,0.5887148000001332
46,2,vertex,1,10,20.0,61.0,1.0,0.55,2.0,0.8556701999987126
46,2,vertex,1,11,36.0,10.0,0.55,1.0,2.0,1.6233290000018599
46,2,vertex,1,12,31.0,20.0,0.55,1.0,2.0,1.1895861000011507
46,2,vertex,1,13,37.0,20.0,0.55,1.0,1.0,1.5064765999996155
46,2,vertex,1,14,72.0,20.0,0.55,1.0,1.0,0.5554520000005141
46,2,vertex,1,15,22.0,10.0,0.55,1.0,1.0,0.6225006999993639
46,2,vertex,1,16,52.0,28.0,0.55,1.0,2.0,0.9726828999991994
46,2,vertex,1,17,52.0,20.0,0.55,1.0,1.0,0.9057780000002822
46,2,vertex,1,18,30.0,14.0,0.55,1.0,1.0,0.955835599997954
46,2,vertex,1,19,42.0,14.0,0.55,1.0,1.0,1.3729691000007733
46,2,vertex,1,20,11.0,7.0,0.55,1.0,1.0,1.1064220999978716
46,2,vertex,2,21,36.0,14.0,0.55,1.0,1.0,0.743898700002319
46,2,vertex,2,22,50.0,14.0,0.55,1.0,1.0,0.9394156999987899
46,2,vertex,2,23,36.0,14.0,0.55,1.0,1.0,0.8893719000006968
46,2,vertex,2,24,52.0,20.0,0.55,1.0,1.0,0.8897313000015856
46,2,vertex,2,25,50.0,14.0,0.55,1.0,1.0,1.0726795000009588
46,2,vertex,2,26,25.0,7.0,0.55,1.0,2.0,0.8902607000017895
46,2,vertex,2,27,61.0,28.0,0.55,1.0,2.0,1.2727898999983296
46,2,vertex,2,28,101.0,28.0,0.55,1.0,1.0,0.7727439999980703
46,2,vertex,2,29,72.0,28.0,0.55,1.0,2.0,1.5734840000004624
46,2,vertex,2,30,44.0,20.0,0.55,1.0,2.0,0.7226335999985167
46,2,vertex,2,31,7.0,18.0,1.0,0.55,2.0,1.8571310999977868
46,2,vertex,2,32,7.0,18.0,1.0,0.55,2.0,0.9229517999992822
46,2,vertex,2,33,20.0,31.0,1.0,0.55,1.0,0.5553461000017705
46,2,vertex,2,34,28.0,44.0,1.0,0.55,2.0,1.123058699999092
46,2,vertex,2,35,7.0,13.0,1.0,0.55,1.0,1.006278900000325
46,2,vertex,2,36,20.0,31.0,1.0,0.55,1.0,1.2063797999980181
46,2,vertex,2,37,28.0,61.0,1.0,0.55,1.0,0.6392076000011002
46,2,vertex,2,38,20.0,44.0,1.0,0.55,2.0,0.5723061999997299
46,2,vertex,2,39,28.0,85.0,1.0,0.55,2.0,0.9333370000022114
46,2,vertex,2,40,10.0,36.0,1.0,0.55,1.0,1.1063949999988836
46,2,vertex,3,41,14.0,30.0,1.0,0.55,1.0,0.9099060000007739
46,2,vertex,3,42,14.0,36.0,1.0,0.55,2.0,0.5225522999971872
46,2,vertex,3,43,10.0,22.0,1.0,0.55,2.0,0.8224606000003405
46,2,vertex,3,44,14.0,22.0,1.0,0.55,1.0,0.9058447999996133
46,2,vertex,3,45,7.0,15.0,1.0,0.55,2.0,0.6553910999973596
46,2,vertex,3,46,28.0,52.0,1.0,0.55,1.0,0.6221242999999959
46,2,vertex,3,47,28.0,101.0,1.0,0.55,2.0,0.6298797999989034
46,2,vertex,3,48,20.0,61.0,1.0,0.55,1.0,0.7722458999996888
46,2,vertex,3,49,14.0,50.0,1.0,0.55,2.0,0.7222832000006747
46,2,vertex,3,50,10.0,30.0,1.0,0.55,1.0,1.890043200000946
46,2,vertex,3,51,18.0,10.0,0.55,1.0,2.0,0.6394910000017546
46,2,vertex,3,52,36.0,10.0,0.55,1.0,1.0,0.9225769999975455
46,2,vertex,3,53,18.0,7.0,0.55,1.0,1.0,0.6722423999999876
46,2,vertex,3,54,15.0,10.0,0.55,1.0,2.0,0.5720965999972236
46,2,vertex,3,55,13.0,7.0,0.55,1.0,2.0,0.5555228000011994
46,2,vertex,3,56,85.0,28.0,0.55,1.0,2.0,1.0394882000000791
46,2,vertex,3,57,72.0,20.0,0.55,1.0,1.0,0.5553283000008378
46,2,vertex,3,58,22.0,14.0,0.55,1.0,2.0,0.5889503000034892
46,2,vertex,3,59,85.0,28.0,0.55,1.0,1.0,1.6233511999998882
46,2,vertex,3,60,31.0,20.0,0.55,1.0,2.0,0.755806199998915
46,2,vertex,4,61,20.0,44.0,1.0,0.55,2.0,0.5767360999998346
46,2,vertex,4,62,7.0,25.0,1.0,0.55,2.0,0.9058092999985092
46,2,vertex,4,63,10.0,26.0,1.0,0.55,2.0,1.0728162000014052
46,2,vertex,4,64,10.0,15.0,1.0,0.55,1.0,0.7399332999993931
46,2,vertex,4,65,7.0,21.0,1.0,0.55,2.0,0.5554728999995717
46,2,vertex,4,66,20.0,52.0,1.0,0.55,1.0,1.0395013999986986
46,2,vertex,4,67,7.0,25.0,1.0,0.55,2.0,0.88946980000037
46,2,vertex,4,68,28.0,52.0,1.0,0.55,1.0,0.655752400001802
46,2,vertex,4,69,7.0,11.0,1.0,0.55,1.0,1.072823899998184
46,2,vertex,4,70,7.0,21.0,1.0,0.55,2.0,0.6393384000002698
46,2,vertex,4,71,15.0,7.0,0.55,1.0,2.0,1.4061873999999648
46,2,vertex,4,72,72.0,28.0,0.55,1.0,1.0,1.2230510000008223
46,2,vertex,4,73,37.0,20.0,0.55,1.0,2.0,0.9562971999985166
46,2,vertex,4,74,15.0,10.0,0.55,1.0,2.0,1.0893816999996488
46,2,vertex,4,75,26.0,14.0,0.55,1.0,2.0,0.6723477000014384
46,2,vertex,4,76,101.0,28.0,0.55,1.0,1.0,0.6554154000005212
46,2,vertex,4,77,22.0,14.0,0.55,1.0,2.0,1.373217500000493
46,2,vertex,4,78,52.0,28.0,0.55,1.0,1.0,1.0062230000003183
46,2,vertex,4,79,21.0,7.0,0.55,1.0,1.0,0.7393507000015234
46,2,vertex,4,80,61.0,28.0,0.55,1.0,2.0,0.5222150999979931
46,2,vertex,5,81,10.0,22.0,1.0,0.55,2.0,1.0768113000012818
46,2,vertex,5,82,28.0,72.0,1.0,0.55,2.0,0.6698680000008679
46,2,vertex,5,83,28.0,44.0,1.0,0.55,1.0,0.7397606000013184
46,2,vertex,5,84,20.0,72.0,1.0,0.55,2.0,0.6200308000006771
46,2,vertex,5,85,10.0,15.0,1.0,0.55,1.0,1.2560430000012275
46,2,vertex,5,86,14.0,36.0,1.0,0.55,2.0,0.8723858000011973
46,2,vertex,5,87,28.0,85.0,1.0,0.55,2.0,0.6667059999999623
46,2,vertex,5,88,10.0,18.0,1.0,0.55,1.0,0.7389971999982521
46,2,vertex,5,89,20.0,52.0,1.0,0.55,2.0,0.4716568000003747
46,2,vertex,5,90,20.0,72.0,1.0,0.55,2.0,0.5643001999997068
46,2,vertex,5,91,25.0,7.0,0.55,1.0,1.0,0.8724227999991854
46,2,vertex,5,92,44.0,28.0,0.55,1.0,2.0,0.7889071000026604
46,2,vertex,5,93,44.0,28.0,0.55,1.0,2.0,0.789014199999599
46,2,vertex,5,94,30.0,10.0,0.55,1.0,2.0,0.8555994000016653
46,2,vertex,5,95,61.0,20.0,0.55,1.0,1.0,0.5553167000034591
46,2,vertex,5,96,22.0,10.0,0.55,1.0,2.0,0.7889897999993991
46,2,vertex,5,97,30.0,10.0,0.55,1.0,1.0,1.0559515999993891
46,2,vertex,5,98,44.0,20.0,0.55,1.0,2.0,1.0394229000012274
46,2,vertex,5,99,15.0,7.0,0.55,1.0,1.0,0.8725099000002956
46,2,vertex,5,100,21.0,7.0,0.55,1.0,1.0,0.9225212000019383
46,2,vertex,6,101,30.0,14.0,0.55,1.0,2.0,0.6124177999990934
46,2,vertex,6,102,61.0,20.0,0.55,1.0,1.0,0.45583009999973
46,2,vertex,6,103,42.0,14.0,0.55,1.0,1.0,0.6891380999986723
46,2,vertex,6,104,18.0,10.0,0.55,1.0,2.0,0.8223904000005859
46,2,vertex,6,105,26.0,14.0,0.55,1.0,2.0,0.722264100000757
46,2,vertex,6,106,11.0,7.0,0.55,1.0,1.0,0.805636000000959
46,2,vertex,6,107,26.0,10.0,0.55,1.0,1.0,0.7389521000004606
46,2,vertex,6,108,13.0,7.0,0.55,1.0,2.0,1.523007499999963
46,2,vertex,6,109,18.0,7.0,0.55,1.0,1.0,1.6899102999996103
46,2,vertex,6,110,26.0,10.0,0.55,1.0,1.0,0.9890611999981047
46,2,vertex,6,111,28.0,101.0,1.0,0.55,2.0,0.8298097000006237
46,2,vertex,6,112,14.0,42.0,1.0,0.55,2.0,0.805930499998766
46,2,vertex,6,113,10.0,36.0,1.0,0.55,1.0,1.3564194000027783
46,2,vertex,6,114,14.0,22.0,1.0,0.55,1.0,0.805820000001404
46,2,vertex,6,115,14.0,30.0,1.0,0.55,1.0,0.8057249999983185
46,2,vertex,6,116,10.0,18.0,1.0,0.55,1.0,0.9559982000027958
46,2,vertex,6,117,10.0,26.0,1.0,0.55,2.0,1.106026299999968
46,2,vertex,6,118,7.0,13.0,1.0,0.55,1.0,1.022568800002773
46,2,vertex,6,119,10.0,30.0,1.0,0.55,2.0,0.6722343000001274
46,2,vertex,6,120,20.0,37.0,1.0,0.55,1.0,0.7056541999991168
46,3,ips,1,1,85.0,28.0,0.55,1.0,1.0,0.8105606999997832
46,3,ips,1,2,18.0,7.0,0.55,1.0,2.0,0.7733860999996693
46,3,ips,1,3,52.0,28.0,0.55,1.0,1.0,1.1560045999995054
46,3,ips,1,4,11.0,7.0,0.55,1.0,2.0,0.6723452999994777
46,3,ips,1,5,72.0,20.0,0.55,1.0,2.0,0.6083374999998341
46,3,ips,1,6,25.0,7.0,0.55,1.0,1.0,1.2726290999999037
46,3,ips,1,7,85.0,28.0,0.55,1.0,1.0,0.6083457000004415
46,3,ips,1,8,36.0,10.0,0.55,1.0,1.0,0.6886907999996765
46,3,ips,1,9,42.0,14.0,0.55,1.0,1.0,0.6051749999987805
46,3,ips,1,10,52.0,28.0,0.55,1.0,2.0,0.6386466000003566
46,3,ips,1,11,20.0,37.0,1.0,0.55,1.0,0.8891468000001908
46,3,ips,1,12,20.0,52.0,1.0,0.55,2.0,0.6721888000010665
46,3,ips,1,13,28.0,85.0,1.0,0.55,2.0,0.5591629999998986
46,3,ips,1,14,20.0,31.0,1.0,0.55,1.0,0.772262799999254
46,3,ips,1,15,14.0,50.0,1.0,0.55,2.0,0.6387807999999495
46,3,ips,1,16,7.0,15.0,1.0,0.55,1.0,0.8058098000001053
46,3,ips,1,17,14.0,22.0,1.0,0.55,2.0,0.722114900001543
46,3,ips,1,18,10.0,15.0,1.0,0.55,1.0,0.8722073000008095
46,3,ips,1,19,20.0,61.0,1.0,0.55,2.0,0.7555303999997705
46,3,ips,1,20,14.0,42.0,1.0,0.55,1.0,1.105980300000681
46,3,ips,2,21,10.0,15.0,1.0,0.55,1.0,1.0096082000000024
46,3,ips,2,22,7.0,25.0,1.0,0.55,2.0,0.6393428000010459
46,3,ips,2,23,28.0,61.0,1.0,0.55,2.0,0.6553055999993447
46,3,ips,2,24,10.0,22.0,1.0,0.55,1.0,0.7054236000003584
46,3,ips,2,25,20.0,72.0,1.0,0.55,1.0,0.7537862000008175
46,3,ips,2,26,28.0,52.0,1.0,0.55,1.0,0.7554655999992974
46,3,ips,2,27,20.0,61.0,1.0,0.55,2.0,0.6216823000013392
46,3,ips,2,28,14.0,36.0,1.0,0.55,2.0,0.6887613999988389
46,3,ips,2,29,7.0,13.0,1.0,0.55,2.0,0.5719088000005286
46,3,ips,2,30,28.0,101.0,1.0,0.55,2.0,0.8467058000005636
46,3,ips,2,31,50.0,14.0,0.55,1.0,1.0,0.7056337000013286
46,3,ips,2,32,37.0,20.0,0.55,1.0,2.0,0.6383695000003797
46,3,ips,2,33,72.0,28.0,0.55,1.0,1.0,0.7886873999996169
46,3,ips,2,34,15.0,10.0,0.55,1.0,1.0,1.1558635000001516
46,3,ips,2,35,15.0,7.0,0.55,1.0,2.0,0.9723911000000669
46,3,ips,2,36,61.0,20.0,0.55,1.0,1.0,0.9223448000011558
46,3,ips,2,37,101.0,28.0,0.55,1.0,1.0,0.6887090000000455
46,3,ips,2,38,44.0,28.0,0.55,1.0,2.0,0.6719465000005584
46,3,ips,2,39,36.0,14.0,0.55,1.0,1.0,0.8555835999995907
46,3,ips,2,40,30.0,10.0,0.55,1.0,1.0,1.1058565999992425
46,3,ips,3,41,7.0,13.0,1.0,0.55,1.0,1.3765550000007458
46,3,ips,3,42,10.0,18.0,1.0,0.55,2.0,1.1230993000008382
46,3,ips,3,43,20.0,44.0,1.0,0.55,2.0,0.6384186999985104
46,3,ips,3,44,10.0,30.0,1.0,0.55,1.0,0.9555892999997013
46,3,ips,3,45,10.0,26.0,1.0,0.55,2.0,0.8887438000001566
46,3,ips,3,46,20.0,31.0,1.0,0.55,1.0,0.6387725000003996
46,3,ips,3,47,14.0,30.0,1.0,0.55,2.0,0.8892433000001034
46,3,ips,3,48,14.0,30.0,1.0,0.55,1.0,0.9056237000004188
46,3,ips,3,49,28.0,44.0,1.0,0.55,2.0,0.9057302000001073
46,3,ips,3,50,10.0,18.0,1.0,0.55,1.0,1.1391834999994899
46,3,ips,3,51,22.0,10.0,0.55,1.0,1.0,0.7053360999998688
46,3,ips,3,52,52.0,20.0,0.55,1.0,1.0,0.538782100000418
46,3,ips,3,53,61.0,28.0,0.55,1.0,1.0,1.8896913999997196
46,3,ips,3,54,21.0,7.0,0.55,1.0,1.0,0.7721633999989876
