subject,session,stimulation_condition,run,trial_nr,n1,n2,p1,p2,choice,rt
5,3,ips,4,65,59.0,28.0,0.55,1.0,2.0,0.8321687999996357
5,3,ips,4,66,47.0,20.0,0.55,1.0,1.0,0.6855537999999655
5,3,ips,4,67,46.0,14.0,0.55,1.0,1.0,0.7095523999996232
5,3,ips,4,68,23.0,10.0,0.55,1.0,1.0,0.6254360000002634
5,3,ips,4,69,53.0,20.0,0.55,1.0,1.0,1.3080440000012459
5,3,ips,4,70,18.0,7.0,0.55,1.0,1.0,0.5839611999999761
5,3,ips,4,71,20.0,53.0,1.0,0.55,2.0,0.6144502000006185
5,3,ips,4,72,10.0,18.0,1.0,0.55,1.0,0.6650713999988511
5,3,ips,4,73,20.0,37.0,1.0,0.55,2.0,1.1945200999998349
5,3,ips,4,74,14.0,41.0,1.0,0.55,2.0,0.5930214999989403
5,3,ips,4,75,14.0,41.0,1.0,0.55,2.0,0.59099229999984
5,3,ips,4,76,14.0,26.0,1.0,0.55,2.0,1.030987299998742
5,3,ips,4,77,14.0,33.0,1.0,0.55,2.0,0.9847475000005943
5,3,ips,4,78,14.0,29.0,1.0,0.55,2.0,1.6055842999994638
5,3,ips,4,79,7.0,18.0,1.0,0.55,2.0,0.4689087999995536
5,3,ips,4,80,20.0,47.0,1.0,0.55,2.0,0.6756286999989243
5,3,ips,5,81,92.0,28.0,0.55,1.0,1.0,0.576436400000599
5,3,ips,5,82,37.0,20.0,0.55,1.0,1.0,0.7865664000000905
5,3,ips,5,83,26.0,14.0,0.55,1.0,1.0,0.6501775999986492
5,3,ips,5,84,37.0,20.0,0.55,1.0,2.0,0.6867173999999068
5,3,ips,5,85,74.0,28.0,0.55,1.0,1.0,1.4379795000004378
5,3,ips,5,86,29.0,14.0,0.55,1.0,1.0,0.5501626999994187
5,3,ips,5,87,33.0,14.0,0.55,1.0,1.0,0.591689900000361
5,3,ips,5,88,37.0,14.0,0.55,1.0,1.0,0.5116897000007157
5,3,ips,5,89,14.0,7.0,0.55,1.0,1.0,0.9253957999990234
5,3,ips,5,90,66.0,28.0,0.55,1.0,1.0,0.6793761999997514
5,3,ips,5,91,20.0,53.0,1.0,0.55,1.0,1.1760420999998757
5,3,ips,5,92,10.0,21.0,1.0,0.55,1.0,0.7368879000005393
5,3,ips,5,93,14.0,37.0,1.0,0.55,2.0,1.3322719000007055
5,3,ips,5,94,28.0,92.0,1.0,0.55,2.0,0.5457174000002851
5,3,ips,5,95,7.0,13.0,1.0,0.55,2.0,0.35984559999997145
5,3,ips,5,96,10.0,23.0,1.0,0.55,1.0,1.5124550000000454
5,3,ips,5,97,20.0,59.0,1.0,0.55,2.0,0.8415316000009625
5,3,ips,5,98,28.0,59.0,1.0,0.55,2.0,0.7783982999990258
5,3,ips,5,99,14.0,26.0,1.0,0.55,1.0,1.4797350999998002
5,3,ips,5,100,28.0,83.0,1.0,0.55,2.0,0.7823587999992014
5,3,ips,6,101,13.0,7.0,0.55,1.0,1.0,0.7658222000009118
5,3,ips,6,102,18.0,7.0,0.55,1.0,1.0,0.8949020000000019
5,3,ips,6,103,21.0,10.0,0.55,1.0,1.0,0.8214117999996233
5,3,ips,6,104,26.0,14.0,0.55,1.0,2.0,0.835376199998791
5,3,ips,6,105,20.0,7.0,0.55,1.0,1.0,0.7450482000003831
5,3,ips,6,106,23.0,7.0,0.55,1.0,1.0,0.7095988000000801
5,3,ips,6,107,41.0,14.0,0.55,1.0,1.0,0.7999056000007698
5,3,ips,6,108,16.0,7.0,0.55,1.0,1.0,0.5282136000005409
5,3,ips,6,109,14.0,7.0,0.55,1.0,1.0,0.6550545999998576
5,3,ips,6,110,59.0,20.0,0.55,1.0,1.0,0.7161555999991833
5,3,ips,6,111,7.0,23.0,1.0,0.55,2.0,0.39019690000165497
5,3,ips,6,112,7.0,14.0,1.0,0.55,2.0,0.6317311999992228
5,3,ips,6,113,20.0,47.0,1.0,0.55,2.0,0.5098660999993001
5,3,ips,6,114,10.0,33.0,1.0,0.55,2.0,0.6173982000000535
5,3,ips,6,115,7.0,18.0,1.0,0.55,1.0,1.520894100000021
5,3,ips,6,116,20.0,42.0,1.0,0.55,2.0,0.6675973999990674
5,3,ips,6,117,7.0,14.0,1.0,0.55,2.0,0.634207700000843
5,3,ips,6,118,28.0,59.0,1.0,0.55,2.0,0.7986610000007204
5,3,ips,6,119,20.0,66.0,1.0,0.55,2.0,0.4648095000011381
5,3,ips,6,120,14.0,46.0,1.0,0.55,2.0,0.5466445000002409
6,1,baseline,1,1,28.0,42.0,1.0,0.55,1.0,0.5129917000012902
6,1,baseline,1,2,7.0,8.0,1.0,0.55,1.0,0.754896999998877
6,1,baseline,1,3,7.0,22.0,1.0,0.55,2.0,0.6181355999979132
6,1,baseline,1,4,20.0,62.0,1.0,0.55,1.0,0.8208419000002465
6,1,baseline,1,5,14.0,34.0,1.0,0.55,2.0,0.5611635000022943
6,1,baseline,1,6,7.0,28.0,1.0,0.55,2.0,0.7832846999990295
6,1,baseline,1,7,28.0,88.0,1.0,0.55,1.0,0.6695117999988867
6,1,baseline,1,8,28.0,54.0,1.0,0.55,1.0,1.1486498000012944
6,1,baseline,1,9,10.0,15.0,1.0,0.55,2.0,0.5865307999993377
6,1,baseline,1,10,20.0,38.0,1.0,0.55,1.0,0.9723860999983742
6,1,baseline,1,11,22.0,7.0,0.55,1.0,1.0,1.3539152000012393
6,1,baseline,1,12,88.0,28.0,0.55,1.0,2.0,0.6136828000016976
6,1,baseline,1,13,13.0,7.0,0.55,1.0,1.0,0.9489369999974429
6,1,baseline,1,14,44.0,14.0,0.55,1.0,2.0,0.6449644999993325
6,1,baseline,1,15,34.0,14.0,0.55,1.0,1.0,1.564881099999127
6,1,baseline,1,16,27.0,14.0,0.55,1.0,1.0,0.6752565999995568
6,1,baseline,1,17,12.0,10.0,0.55,1.0,2.0,1.1574791999992442
6,1,baseline,1,18,13.0,7.0,0.55,1.0,2.0,0.552686499999254
6,1,baseline,1,19,40.0,10.0,0.55,1.0,2.0,0.8754952000017511
6,1,baseline,1,20,16.0,14.0,0.55,1.0,2.0,0.500444299999856
6,1,baseline,2,21,20.0,24.0,1.0,0.55,1.0,0.4529015999978583
6,1,baseline,2,22,20.0,49.0,1.0,0.55,2.0,0.7772795000018959
6,1,baseline,2,23,20.0,30.0,1.0,0.55,1.0,1.0398514999978943
6,1,baseline,2,24,7.0,10.0,1.0,0.55,1.0,1.2720121000020441
6,1,baseline,2,25,14.0,44.0,1.0,0.55,2.0,0.6702078999988004
6,1,baseline,2,26,10.0,31.0,1.0,0.55,2.0,0.44226229999914324
6,1,baseline,2,27,14.0,16.0,1.0,0.55,1.0,0.6334035999970951
6,1,baseline,2,28,28.0,69.0,1.0,0.55,2.0,0.6830522999989626
6,1,baseline,2,29,28.0,69.0,1.0,0.55,1.0,0.5953198999996232
6,1,baseline,2,30,7.0,13.0,1.0,0.55,1.0,1.4310447999996825
6,1,baseline,2,31,112.0,28.0,0.55,1.0,2.0,0.9009358000002976
6,1,baseline,2,32,34.0,14.0,0.55,1.0,1.0,0.6857834999973704
6,1,baseline,2,33,15.0,10.0,0.55,1.0,1.0,0.7175940000015544
6,1,baseline,2,34,80.0,20.0,0.55,1.0,2.0,0.6411724999998114
6,1,baseline,2,35,33.0,28.0,0.55,1.0,2.0,0.4775628000024881
6,1,baseline,2,36,112.0,28.0,0.55,1.0,1.0,0.7229681999997126
6,1,baseline,2,37,40.0,10.0,0.55,1.0,1.0,0.6312202999979775
6,1,baseline,2,38,49.0,20.0,0.55,1.0,2.0,0.4996633000009183
6,1,baseline,2,39,24.0,10.0,0.55,1.0,2.0,0.7378256999982113
6,1,baseline,2,40,44.0,14.0,0.55,1.0,2.0,0.8548530000007872
6,1,baseline,3,41,24.0,10.0,0.55,1.0,1.0,0.878996500003268
6,1,baseline,3,42,62.0,20.0,0.55,1.0,2.0,0.9641244000013103
6,1,baseline,3,43,38.0,20.0,0.55,1.0,2.0,0.675250699998287
6,1,baseline,3,44,62.0,20.0,0.55,1.0,2.0,0.5757456000028469
6,1,baseline,3,45,10.0,7.0,0.55,1.0,1.0,0.8675209000029867
6,1,baseline,3,46,42.0,28.0,0.55,1.0,2.0,0.7054190000016689
6,1,baseline,3,47,12.0,10.0,0.55,1.0,2.0,0.5199165000012727
6,1,baseline,3,48,49.0,20.0,0.55,1.0,2.0,0.6553805000003194
6,1,baseline,3,49,28.0,7.0,0.55,1.0,1.0,0.9205427999986568
6,1,baseline,3,50,22.0,7.0,0.55,1.0,1.0,0.630633400000022
6,1,baseline,3,51,10.0,12.0,1.0,0.55,1.0,0.6159232000027259
6,1,baseline,3,52,14.0,21.0,1.0,0.55,2.0,1.4512106000002518
6,1,baseline,3,53,10.0,40.0,1.0,0.55,2.0,0.4744257000020866
6,1,baseline,3,54,28.0,42.0,1.0,0.55,1.0,0.5420594999995956
6,1,baseline,3,55,10.0,40.0,1.0,0.55,2.0,1.2484324000033666
6,1,baseline,3,56,10.0,24.0,1.0,0.55,,
6,1,baseline,3,57,28.0,33.0,1.0,0.55,1.0,0.5572656000003917
6,1,baseline,3,58,14.0,56.0,1.0,0.55,2.0,0.49558600000091246
6,1,baseline,3,59,10.0,31.0,1.0,0.55,2.0,0.6326838999993925
6,1,baseline,3,60,20.0,80.0,1.0,0.55,2.0,0.903918699998087
6,1,baseline,4,61,42.0,28.0,0.55,1.0,1.0,0.607694099999204
6,1,baseline,4,62,27.0,14.0,0.55,1.0,1.0,1.3636165999996592
6,1,baseline,4,63,31.0,10.0,0.55,1.0,1.0,0.6904628000011144
6,1,baseline,4,64,28.0,7.0,0.55,1.0,1.0,0.7646008000010767
6,1,baseline,4,65,56.0,14.0,0.55,1.0,2.0,0.5831515999998373
6,1,baseline,4,66,54.0,28.0,0.55,1.0,2.0,1.1592168000024543
6,1,baseline,4,67,8.0,7.0,0.55,1.0,2.0,0.6323358000008596
6,1,baseline,4,68,80.0,20.0,0.55,1.0,2.0,0.8524489000010362
6,1,baseline,4,69,24.0,20.0,0.55,1.0,2.0,0.44517930000074557
6,1,baseline,4,70,17.0,7.0,0.55,1.0,1.0,0.7965702999972564
6,1,baseline,4,71,14.0,16.0,1.0,0.55,1.0,0.670898299998953
6,1,baseline,4,72,7.0,13.0,1.0,0.55,2.0,0.4718116000003931
6,1,baseline,4,73,14.0,56.0,1.0,0.55,2.0,0.24210669999956735
6,1,baseline,4,74,20.0,24.0,1.0,0.55,1.0,0.6272018000016715
6,1,baseline,4,75,14.0,44.0,1.0,0.55,2.0,0.563526599998994
6,1,baseline,4,76,7.0,17.0,1.0,0.55,2.0,0.7706663999997545
6,1,baseline,4,77,28.0,54.0,1.0,0.55,,
6,1,baseline,4,78,7.0,8.0,1.0,0.55,1.0,0.9589378000018769
6,1,baseline,4,79,28.0,112.0,1.0,0.55,1.0,0.575797400000738
6,1,baseline,4,80,10.0,19.0,1.0,0.55,2.0,0.37741970000206493
6,1,baseline,5,81,8.0,7.0,0.55,1.0,2.0,0.7553807000003872
6,1,baseline,5,82,31.0,10.0,0.55,1.0,2.0,0.7085396000002291
6,1,baseline,5,83,30.0,20.0,0.55,1.0,2.0,0.4498457000008784
6,1,baseline,5,84,15.0,10.0,0.55,1.0,2.0,0.5559936999998172
6,1,baseline,5,85,56.0,14.0,0.55,1.0,1.0,0.5159397999996003
6,1,baseline,5,86,17.0,7.0,0.55,1.0,1.0,0.7426551000026222
6,1,baseline,5,87,54.0,28.0,0.55,1.0,2.0,1.0222830999991714
6,1,baseline,5,88,16.0,14.0,0.55,1.0,2.0,0.5072989000000234
6,1,baseline,5,89,24.0,20.0,0.55,1.0,2.0,0.4728106000002299
6,1,baseline,5,90,10.0,7.0,0.55,1.0,1.0,0.8403564999971422
6,1,baseline,5,91,10.0,12.0,1.0,0.55,1.0,0.7032652000016242
6,1,baseline,5,92,14.0,27.0,1.0,0.55,1.0,0.814484699996683
6,1,baseline,5,93,14.0,34.0,1.0,0.55,2.0,0.571748900001694
6,1,baseline,5,94,20.0,30.0,1.0,0.55,1.0,0.7060810000002675
6,1,baseline,5,95,28.0,33.0,1.0,0.55,1.0,0.5221174999969662
6,1,baseline,5,96,10.0,24.0,1.0,0.55,2.0,0.531409100000019
6,1,baseline,5,97,20.0,49.0,1.0,0.55,2.0,1.0509927999992215
6,1,baseline,5,98,14.0,27.0,1.0,0.55,2.0,1.1129142999998294
6,1,baseline,5,99,7.0,28.0,1.0,0.55,2.0,0.7452096000015445
6,1,baseline,5,100,7.0,22.0,1.0,0.55,2.0,0.5473792000011599
6,1,baseline,6,101,33.0,28.0,0.55,1.0,2.0,0.4536979000004031
6,1,baseline,6,102,19.0,10.0,0.55,1.0,1.0,0.6572360999998637
6,1,baseline,6,103,38.0,20.0,0.55,1.0,2.0,0.48444129999916186
6,1,baseline,6,104,30.0,20.0,0.55,1.0,2.0,0.7349151000016718
6,1,baseline,6,105,21.0,14.0,0.55,1.0,2.0,0.5887704999986454
6,1,baseline,6,106,69.0,28.0,0.55,1.0,2.0,0.479037400000351
6,1,baseline,6,107,19.0,10.0,0.55,1.0,2.0,1.7882491000018348
6,1,baseline,6,108,69.0,28.0,0.55,1.0,2.0,0.6398774000008558
6,1,baseline,6,109,88.0,28.0,0.55,1.0,2.0,0.6202281999976549
6,1,baseline,6,110,21.0,14.0,0.55,1.0,2.0,0.9972702000013953
6,1,baseline,6,111,10.0,19.0,1.0,0.55,2.0,0.7731710999977963
6,1,baseline,6,112,28.0,88.0,1.0,0.55,1.0,0.8989314999999181
6,1,baseline,6,113,20.0,62.0,1.0,0.55,2.0,0.9962653000002035
6,1,baseline,6,114,10.0,15.0,1.0,0.55,1.0,1.1293072000008237
6,1,baseline,6,115,7.0,17.0,1.0,0.55,1.0,0.8593206000005011
6,1,baseline,6,116,28.0,112.0,1.0,0.55,2.0,0.960796899998968
6,1,baseline,6,117,20.0,38.0,1.0,0.55,2.0,1.154875299998821
6,1,baseline,6,118,20.0,80.0,1.0,0.55,,
6,1,baseline,6,119,7.0,10.0,1.0,0.55,1.0,0.7100326999971003
6,1,baseline,6,120,14.0,21.0,1.0,0.55,2.0,0.8600289999994857
6,2,ips,1,1,14.0,34.0,1.0,0.55,2.0,0.8204138000000967
6,2,ips,1,2,20.0,62.0,1.0,0.55,1.0,0.552188899999237
6,2,ips,1,3,7.0,10.0,1.0,0.55,1.0,1.0033772999995563
6,2,ips,1,4,20.0,80.0,1.0,0.55,2.0,0.6445913999996264
6,2,ips,1,5,28.0,69.0,1.0,0.55,1.0,0.46825879999960307
6,2,ips,1,6,10.0,12.0,1.0,0.55,1.0,0.48250029999871913
6,2,ips,1,7,10.0,40.0,1.0,0.55,2.0,0.7997248000010444
6,2,ips,1,8,20.0,38.0,1.0,0.55,1.0,0.5212549000006987
6,2,ips,1,9,28.0,33.0,1.0,0.55,1.0,0.4885569999987638
6,2,ips,1,10,7.0,28.0,1.0,0.55,2.0,0.5478070000008302
6,2,ips,1,11,16.0,14.0,0.55,1.0,2.0,0.6361911000003602
6,2,ips,1,12,12.0,10.0,0.55,1.0,2.0,0.721208599999926
6,2,ips,1,13,62.0,20.0,0.55,1.0,1.0,0.7524565000003349
6,2,ips,1,14,38.0,20.0,0.55,1.0,2.0,0.7048357000003591
6,2,ips,1,15,24.0,10.0,0.55,1.0,1.0,0.6005430999994132
6,2,ips,1,16,30.0,20.0,0.55,1.0,2.0,1.2581905000007225
6,2,ips,1,17,56.0,14.0,0.55,1.0,1.0,0.6116411000002699
6,2,ips,1,18,15.0,10.0,0.55,1.0,2.0,1.042539800000668
6,2,ips,1,19,33.0,28.0,0.55,1.0,2.0,0.5112380000010148
6,2,ips,1,20,24.0,20.0,0.55,1.0,2.0,0.5895352000006824
6,2,ips,2,21,20.0,62.0,1.0,0.55,2.0,0.8230762000002869
6,2,ips,2,22,14.0,56.0,1.0,0.55,2.0,0.7489875999999569
6,2,ips,2,23,28.0,112.0,1.0,0.55,2.0,0.7035240000004706
6,2,ips,2,24,28.0,54.0,1.0,0.55,1.0,0.7715210999995179
6,2,ips,2,25,28.0,88.0,1.0,0.55,2.0,0.4089825999999448
6,2,ips,2,26,14.0,21.0,1.0,0.55,1.0,1.09556479999992
6,2,ips,2,27,10.0,31.0,1.0,0.55,2.0,0.5981408999996205
6,2,ips,2,28,7.0,22.0,1.0,0.55,2.0,0.6952813999996863
6,2,ips,2,29,28.0,42.0,1.0,0.55,1.0,0.7770760000003065
6,2,ips,2,30,20.0,30.0,1.0,0.55,1.0,1.0322371000002022
6,2,ips,2,31,31.0,10.0,0.55,1.0,1.0,0.6530285999997432
6,2,ips,2,32,34.0,14.0,0.55,1.0,1.0,1.7373802000002172
6,2,ips,2,33,17.0,7.0,0.55,1.0,1.0,0.8520272999994347
6,2,ips,2,34,49.0,20.0,0.55,1.0,2.0,0.521886399999886
6,2,ips,2,35,40.0,10.0,0.55,1.0,1.0,0.6161151000014797
6,2,ips,2,36,15.0,10.0,0.55,1.0,2.0,0.7698514999992767
6,2,ips,2,37,13.0,7.0,0.55,1.0,1.0,1.0297319999990862
6,2,ips,2,38,56.0,14.0,0.55,1.0,2.0,1.1383456000003207
6,2,ips,2,39,12.0,10.0,0.55,1.0,2.0,0.9970969000005425
6,2,ips,2,40,44.0,14.0,0.55,1.0,2.0,1.2837400999997044
6,2,ips,3,41,30.0,20.0,0.55,1.0,2.0,0.6110299000010855
6,2,ips,3,42,80.0,20.0,0.55,1.0,1.0,0.599974699998711
6,2,ips,3,43,49.0,20.0,0.55,1.0,2.0,1.367183300000768
6,2,ips,3,44,40.0,10.0,0.55,1.0,1.0,0.5972297999996954
6,2,ips,3,45,33.0,28.0,0.55,1.0,2.0,0.7049394999994547
6,2,ips,3,46,28.0,7.0,0.55,1.0,1.0,0.680893299999326
6,2,ips,3,47,42.0,28.0,0.55,1.0,2.0,0.5572759999995185
6,2,ips,3,48,44.0,14.0,0.55,1.0,1.0,0.7466991000001002
6,2,ips,3,49,10.0,7.0,0.55,1.0,2.0,0.5892143000000942
6,2,ips,3,50,88.0,28.0,0.55,1.0,2.0,0.41666090000035183
6,2,ips,3,51,7.0,17.0,1.0,0.55,2.0,0.7645081999998808
6,2,ips,3,52,20.0,80.0,1.0,0.55,1.0,0.8727939000000049
6,2,ips,3,53,7.0,8.0,1.0,0.55,1.0,0.7766818000000626
6,2,ips,3,54,7.0,13.0,1.0,0.55,1.0,1.1974983999989206
6,2,ips,3,55,28.0,88.0,1.0,0.55,2.0,1.3130196000002172
6,2,ips,3,56,14.0,34.0,1.0,0.55,1.0,1.075385500000266
6,2,ips,3,57,10.0,24.0,1.0,0.55,2.0,1.3704808999991656
6,2,ips,3,58,28.0,69.0,1.0,0.55,1.0,0.8171922000001359
6,2,ips,3,59,7.0,28.0,1.0,0.55,2.0,0.7660417000006419
6,2,ips,3,60,28.0,112.0,1.0,0.55,2.0,0.882591000001355
6,2,ips,4,61,20.0,24.0,1.0,0.55,1.0,0.4200844999995823
6,2,ips,4,62,28.0,42.0,1.0,0.55,1.0,0.8392072999995435
6,2,ips,4,63,10.0,19.0,1.0,0.55,2.0,1.1103062999991309
6,2,ips,4,64,14.0,44.0,1.0,0.55,2.0,0.6087241000004724
6,2,ips,4,65,10.0,15.0,1.0,0.55,1.0,0.8121338000000833
6,2,ips,4,66,28.0,33.0,1.0,0.55,1.0,0.7248015999994237
6,2,ips,4,67,20.0,49.0,1.0,0.55,2.0,0.5983486999994199
6,2,ips,4,68,7.0,22.0,1.0,0.55,2.0,0.7294598000007539
6,2,ips,4,69,14.0,56.0,1.0,0.55,2.0,0.46977760000117996
6,2,ips,4,70,14.0,44.0,1.0,0.55,2.0,0.6462343000002875
6,2,ips,4,71,21.0,14.0,0.55,1.0,2.0,0.6729601999995793
6,2,ips,4,72,69.0,28.0,0.55,1.0,2.0,0.5308676000004482
6,2,ips,4,73,17.0,7.0,0.55,1.0,1.0,1.039593800000148
6,2,ips,4,74,54.0,28.0,0.55,1.0,2.0,0.48697969999923885
6,2,ips,4,75,8.0,7.0,0.55,1.0,2.0,0.730129600000538
6,2,ips,4,76,112.0,28.0,0.55,1.0,2.0,0.6168826000012189
6,2,ips,4,77,8.0,7.0,0.55,1.0,2.0,0.8121045000007143
6,2,ips,4,78,13.0,7.0,0.55,1.0,2.0,1.3383401000010053
6,2,ips,4,79,42.0,28.0,0.55,1.0,2.0,0.7055264000009629
6,2,ips,4,80,28.0,7.0,0.55,1.0,1.0,0.6339337999997952
6,2,ips,5,81,24.0,20.0,0.55,1.0,2.0,0.6591945000000123
6,2,ips,5,82,10.0,7.0,0.55,1.0,1.0,1.6025308000007499
6,2,ips,5,83,62.0,20.0,0.55,1.0,2.0,0.7731146000005538
6,2,ips,5,84,22.0,7.0,0.55,1.0,2.0,0.9352062999987538
6,2,ips,5,85,80.0,20.0,0.55,1.0,2.0,1.0127319999992181
6,2,ips,5,86,27.0,14.0,0.55,1.0,2.0,0.884690099999716
6,2,ips,5,87,19.0,10.0,0.55,1.0,2.0,1.4487935000015568
6,2,ips,5,88,16.0,14.0,0.55,1.0,2.0,0.6453970999991867
6,2,ips,5,89,31.0,10.0,0.55,1.0,1.0,0.7571843000005174
6,2,ips,5,90,88.0,28.0,0.55,1.0,2.0,0.570427099999506
6,2,ips,5,91,14.0,27.0,1.0,0.55,2.0,1.2647785000008298
6,2,ips,5,92,10.0,12.0,1.0,0.55,2.0,2.8315585
6,2,ips,5,93,20.0,24.0,1.0,0.55,1.0,0.4286768000001757
6,2,ips,5,94,10.0,40.0,1.0,0.55,2.0,0.5153344000009383
6,2,ips,5,95,14.0,27.0,1.0,0.55,1.0,0.6944576999995036
6,2,ips,5,96,14.0,16.0,1.0,0.55,1.0,0.7263180000009015
6,2,ips,5,97,20.0,30.0,1.0,0.55,1.0,0.8404764999995677
6,2,ips,5,98,28.0,54.0,1.0,0.55,2.0,0.9249189000001934
6,2,ips,5,99,10.0,19.0,1.0,0.55,2.0,1.230110099999365
6,2,ips,5,100,14.0,21.0,1.0,0.55,1.0,0.6390742000003229
6,2,ips,6,101,21.0,14.0,0.55,1.0,2.0,1.3623906999982864
6,2,ips,6,102,19.0,10.0,0.55,1.0,1.0,1.521127099998921
6,2,ips,6,103,38.0,20.0,0.55,1.0,2.0,0.7284743999989587
6,2,ips,6,104,27.0,14.0,0.55,1.0,2.0,1.2855655000003026
6,2,ips,6,105,69.0,28.0,0.55,1.0,2.0,0.5453849999994418
6,2,ips,6,106,34.0,14.0,0.55,1.0,1.0,0.9940747000000272
6,2,ips,6,107,24.0,10.0,0.55,1.0,1.0,0.7709641000001142
6,2,ips,6,108,112.0,28.0,0.55,1.0,2.0,0.5893794000003254
6,2,ips,6,109,22.0,7.0,0.55,1.0,1.0,0.5656400999996265
6,2,ips,6,110,54.0,28.0,0.55,1.0,2.0,0.6761468999993667
6,2,ips,6,111,14.0,16.0,1.0,0.55,1.0,0.5241108999998971
6,2,ips,6,112,7.0,8.0,1.0,0.55,1.0,0.5659360999997887
6,2,ips,6,113,10.0,24.0,1.0,0.55,2.0,0.8879711000008967
6,2,ips,6,114,7.0,17.0,1.0,0.55,2.0,0.35786300000108895
6,2,ips,6,115,10.0,15.0,1.0,0.55,2.0,0.7761893999995095
6,2,ips,6,116,20.0,38.0,1.0,0.55,1.0,0.6045666999998787
6,2,ips,6,117,10.0,31.0,1.0,0.55,2.0,0.6633105000001365
6,2,ips,6,118,20.0,49.0,1.0,0.55,1.0,0.8157461999999782
6,2,ips,6,119,7.0,10.0,1.0,0.55,1.0,0.6577553999995871
6,2,ips,6,120,7.0,13.0,1.0,0.55,1.0,1.4516547999992326
6,3,vertex,1,1,20.0,49.0,1.0,0.55,1.0,0.5248830000000311
6,3,vertex,1,2,14.0,34.0,1.0,0.55,2.0,1.0076208000000406
6,3,vertex,1,3,7.0,28.0,1.0,0.55,2.0,0.5216104999999516
6,3,vertex,1,4,10.0,31.0,1.0,0.55,2.0,0.660222999999867
6,3,vertex,1,5,10.0,19.0,1.0,0.55,2.0,0.8706622999998217
6,3,vertex,1,6,28.0,112.0,1.0,0.55,1.0,1.250966000000517
6,3,vertex,1,7,10.0,40.0,1.0,0.55,2.0,0.5739254999998309
6,3,vertex,1,8,28.0,88.0,1.0,0.55,1.0,0.6238159000004231
6,3,vertex,1,9,14.0,16.0,1.0,0.55,1.0,0.6888717000001634
6,3,vertex,1,10,10.0,19.0,1.0,0.55,1.0,0.7488275000005444
6,3,vertex,1,11,62.0,20.0,0.55,1.0,2.0,1.207429799999744
6,3,vertex,1,12,34.0,14.0,0.55,1.0,2.0,1.4550380999999106
6,3,vertex,1,13,54.0,28.0,0.55,1.0,2.0,0.5492366999996818
6,3,vertex,1,14,56.0,14.0,0.55,1.0,1.0,0.857350199999928
6,3,vertex,1,15,15.0,10.0,0.55,1.0,2.0,0.6386042000003727
6,3,vertex,1,16,88.0,28.0,0.55,1.0,2.0,0.5234142999998141
6,3,vertex,1,17,80.0,20.0,0.55,1.0,2.0,0.8904758999997284
6,3,vertex,1,18,24.0,20.0,0.55,1.0,2.0,1.5519335999997566
6,3,vertex,1,19,22.0,7.0,0.55,1.0,1.0,1.367010300000402
6,3,vertex,1,20,40.0,10.0,0.55,1.0,1.0,1.0655223000003389
6,3,vertex,2,21,20.0,62.0,1.0,0.55,2.0,0.8660969000002297
6,3,vertex,2,22,10.0,12.0,1.0,0.55,1.0,0.8342118999999002
6,3,vertex,2,23,7.0,8.0,1.0,0.55,1.0,0.924807299999884
6,3,vertex,2,24,7.0,28.0,1.0,0.55,2.0,0.4718050999999832
6,3,vertex,2,25,20.0,24.0,1.0,0.55,1.0,0.852927500000078
6,3,vertex,2,26,28.0,69.0,1.0,0.55,2.0,1.2465413999998418
6,3,vertex,2,27,20.0,62.0,1.0,0.55,1.0,1.2576537999993889
6,3,vertex,2,28,10.0,40.0,1.0,0.55,2.0,0.46832310000084476
6,3,vertex,2,29,10.0,15.0,1.0,0.55,1.0,0.7074253000000681
6,3,vertex,2,30,28.0,88.0,1.0,0.55,2.0,0.8504066000004968
6,3,vertex,2,31,31.0,10.0,0.55,1.0,1.0,1.318750600000385
6,3,vertex,2,32,13.0,7.0,0.55,1.0,2.0,1.0807027000001028
6,3,vertex,2,33,15.0,10.0,0.55,1.0,2.0,0.7448141999993823
6,3,vertex,2,34,10.0,7.0,0.55,1.0,2.0,0.48449259999961214
6,3,vertex,2,35,42.0,28.0,0.55,1.0,2.0,0.6979996000000028
6,3,vertex,2,36,69.0,28.0,0.55,1.0,2.0,0.7257735000002867
6,3,vertex,2,37,16.0,14.0,0.55,1.0,2.0,0.45669859999989626
6,3,vertex,2,38,112.0,28.0,0.55,1.0,2.0,0.6338279000001421
6,3,vertex,2,39,56.0,14.0,0.55,1.0,1.0,0.7065018000002965
6,3,vertex,2,40,30.0,20.0,0.55,1.0,2.0,1.0548607999999149
6,3,vertex,3,41,24.0,20.0,0.55,1.0,2.0,0.7323649999998452
6,3,vertex,3,42,24.0,10.0,0.55,1.0,2.0,1.4943451999997706
6,3,vertex,3,43,28.0,7.0,0.55,1.0,2.0,0.8576453999994555
6,3,vertex,3,44,27.0,14.0,0.55,1.0,1.0,0.8655219000002035
6,3,vertex,3,45,19.0,10.0,0.55,1.0,2.0,0.9295074000001478
6,3,vertex,3,46,34.0,14.0,0.55,1.0,1.0,1.2511156000000483
6,3,vertex,3,47,19.0,10.0,0.55,1.0,2.0,1.2315761999998642
6,3,vertex,3,48,13.0,7.0,0.55,1.0,2.0,1.7225174999993982
6,3,vertex,3,49,24.0,10.0,0.55,1.0,1.0,1.2434800000000905
6,3,vertex,3,50,62.0,20.0,0.55,1.0,2.0,1.1981488999999783
